embedding_model,fusion_method,repeat,fold,source,layer,inner_fold,C,mean_inner_roc_auc,selected,level,model_name
model_2_bge_large_en_v1_5,late_fusion,9,4,second_layer,,,1.0,0.6700228783562118,False,L1,base
model_2_bge_large_en_v1_5,late_fusion,9,4,second_layer,,,10.0,0.6700228783562118,False,L1,base
model_2_bge_large_en_v1_5,late_fusion,9,4,second_layer,,,0.01,0.6770374687041354,False,L1,augmented
model_2_bge_large_en_v1_5,late_fusion,9,4,second_layer,,,0.1,0.6769835103168437,False,L1,augmented
model_2_bge_large_en_v1_5,late_fusion,9,4,second_layer,,,1.0,0.6791202624535958,True,L1,augmented
model_2_bge_large_en_v1_5,late_fusion,9,4,second_layer,,,10.0,0.6791202624535958,False,L1,augmented
model_2_bge_large_en_v1_5,late_fusion,9,4,second_layer,,,0.01,0.6207264957264957,True,L2,base
model_2_bge_large_en_v1_5,late_fusion,9,4,second_layer,,,0.1,0.6080570663903997,False,L2,base
model_2_bge_large_en_v1_5,late_fusion,9,4,second_layer,,,1.0,0.5669731503064837,False,L2,base
model_2_bge_large_en_v1_5,late_fusion,9,4,second_layer,,,10.0,0.5391953725287059,False,L2,base
model_2_bge_large_en_v1_5,late_fusion,9,4,second_layer,,,0.01,0.6466912716912717,True,L2,augmented
model_2_bge_large_en_v1_5,late_fusion,9,4,second_layer,,,0.1,0.628572045238712,False,L2,augmented
model_2_bge_large_en_v1_5,late_fusion,9,4,second_layer,,,1.0,0.6059203142536476,False,L2,augmented
model_2_bge_large_en_v1_5,late_fusion,9,4,second_layer,,,10.0,0.5643076059742728,False,L2,augmented
model_2_bge_large_en_v1_5,late_fusion,9,4,second_layer,,,0.01,0.811555728222395,True,L3,base
model_2_bge_large_en_v1_5,late_fusion,9,4,second_layer,,,0.1,0.79509842009842,False,L3,base
model_2_bge_large_en_v1_5,late_fusion,9,4,second_layer,,,1.0,0.7608456358456358,False,L3,base
model_2_bge_large_en_v1_5,late_fusion,9,4,second_layer,,,10.0,0.7487697487697487,False,L3,base
model_2_bge_large_en_v1_5,late_fusion,9,4,second_layer,,,0.01,0.8159911076577743,True,L3,augmented
model_2_bge_large_en_v1_5,late_fusion,9,4,second_layer,,,0.1,0.8080268496935163,False,L3,augmented
model_2_bge_large_en_v1_5,late_fusion,9,4,second_layer,,,1.0,0.7763964430631098,False,L3,augmented
model_2_bge_large_en_v1_5,late_fusion,9,4,second_layer,,,10.0,0.7578023828023829,False,L3,augmented
model_2_bge_large_en_v1_5,late_fusion,9,4,second_layer,,,0.01,0.7737848571181903,True,L4,base
model_2_bge_large_en_v1_5,late_fusion,9,4,second_layer,,,0.1,0.7626694293360959,False,L4,base
model_2_bge_large_en_v1_5,late_fusion,9,4,second_layer,,,1.0,0.719017094017094,False,L4,base
model_2_bge_large_en_v1_5,late_fusion,9,4,second_layer,,,10.0,0.6769187602520935,False,L4,base
model_2_bge_large_en_v1_5,late_fusion,9,4,second_layer,,,0.01,0.7792346542346542,True,L4,augmented
model_2_bge_large_en_v1_5,late_fusion,9,4,second_layer,,,0.1,0.7691336441336442,False,L4,augmented
model_2_bge_large_en_v1_5,late_fusion,9,4,second_layer,,,1.0,0.7157040490373824,False,L4,augmented
model_2_bge_large_en_v1_5,late_fusion,9,4,second_layer,,,10.0,0.6814080980747649,False,L4,augmented
model_2_bge_large_en_v1_5,late_fusion,9,5,P,source,1.0,0.01,0.754240585122938,False,,
model_2_bge_large_en_v1_5,late_fusion,9,5,P,source,1.0,0.1,0.754240585122938,False,,
model_2_bge_large_en_v1_5,late_fusion,9,5,P,source,1.0,1.0,0.7615935262994086,False,,
model_2_bge_large_en_v1_5,late_fusion,9,5,P,source,1.0,10.0,0.7785364145658263,True,,
model_2_bge_large_en_v1_5,late_fusion,9,5,P,source,2.0,0.01,0.664351851851852,False,,
model_2_bge_large_en_v1_5,late_fusion,9,5,P,source,2.0,0.1,0.6669973544973545,False,,
model_2_bge_large_en_v1_5,late_fusion,9,5,P,source,2.0,1.0,0.6673280423280423,True,,
model_2_bge_large_en_v1_5,late_fusion,9,5,P,source,2.0,10.0,0.6535753190164955,False,,
model_2_bge_large_en_v1_5,late_fusion,9,5,P,source,3.0,0.01,0.6789021164021164,True,,
model_2_bge_large_en_v1_5,late_fusion,9,5,P,source,3.0,0.1,0.6789021164021164,False,,
model_2_bge_large_en_v1_5,late_fusion,9,5,P,source,3.0,1.0,0.6689814814814815,False,,
model_2_bge_large_en_v1_5,late_fusion,9,5,P,source,3.0,10.0,0.6438492063492064,False,,
model_2_bge_large_en_v1_5,late_fusion,9,5,P,source_outer_full,0.0,0.01,0.6997431580764916,True,,
model_2_bge_large_en_v1_5,late_fusion,9,5,I,source,1.0,0.01,0.7126128229069405,True,,
model_2_bge_large_en_v1_5,late_fusion,9,5,I,source,1.0,0.1,0.7101618425147835,False,,
model_2_bge_large_en_v1_5,late_fusion,9,5,I,source,1.0,1.0,0.7080415499533146,False,,
model_2_bge_large_en_v1_5,late_fusion,9,5,I,source,1.0,10.0,0.6955921257391845,False,,
model_2_bge_large_en_v1_5,late_fusion,9,5,I,source,2.0,0.01,0.6921685340802988,True,,
model_2_bge_large_en_v1_5,late_fusion,9,5,I,source,2.0,0.1,0.689989884842826,False,,
model_2_bge_large_en_v1_5,late_fusion,9,5,I,source,2.0,1.0,0.6873443821973234,False,,
model_2_bge_large_en_v1_5,late_fusion,9,5,I,source,2.0,10.0,0.6848934018051663,False,,
model_2_bge_large_en_v1_5,late_fusion,9,5,I,source,3.0,0.01,0.6312830687830688,False,,
model_2_bge_large_en_v1_5,late_fusion,9,5,I,source,3.0,0.1,0.6309523809523809,False,,
model_2_bge_large_en_v1_5,late_fusion,9,5,I,source,3.0,1.0,0.6332671957671958,True,,
model_2_bge_large_en_v1_5,late_fusion,9,5,I,source,3.0,10.0,0.6292989417989417,False,,
model_2_bge_large_en_v1_5,late_fusion,9,5,I,source_outer_full,0.0,10.0,0.7231503064836399,True,,
model_2_bge_large_en_v1_5,late_fusion,9,5,second_layer,,,0.01,0.642374600707934,True,L1,base
model_2_bge_large_en_v1_5,late_fusion,9,5,second_layer,,,0.1,0.642374600707934,False,L1,base
model_2_bge_large_en_v1_5,late_fusion,9,5,second_layer,,,1.0,0.642374600707934,False,L1,base
model_2_bge_large_en_v1_5,late_fusion,9,5,second_layer,,,10.0,0.642374600707934,False,L1,base
model_2_bge_large_en_v1_5,late_fusion,9,5,second_layer,,,0.01,0.6533173616506951,True,L1,augmented
model_2_bge_large_en_v1_5,late_fusion,9,5,second_layer,,,0.1,0.6533173616506951,False,L1,augmented
model_2_bge_large_en_v1_5,late_fusion,9,5,second_layer,,,1.0,0.6510187343520677,False,L1,augmented
model_2_bge_large_en_v1_5,late_fusion,9,5,second_layer,,,10.0,0.6521410688077355,False,L1,augmented
model_2_bge_large_en_v1_5,late_fusion,9,5,second_layer,,,0.01,0.6998510748510748,True,L2,base
model_2_bge_large_en_v1_5,late_fusion,9,5,second_layer,,,0.1,0.6901817318483986,False,L2,base
model_2_bge_large_en_v1_5,late_fusion,9,5,second_layer,,,1.0,0.6858003108003108,False,L2,base
model_2_bge_large_en_v1_5,late_fusion,9,5,second_layer,,,10.0,0.6733035483035484,False,L2,base
model_2_bge_large_en_v1_5,late_fusion,9,5,second_layer,,,0.01,0.7011352844686178,True,L2,augmented
model_2_bge_large_en_v1_5,late_fusion,9,5,second_layer,,,0.1,0.6959552792886127,False,L2,augmented
model_2_bge_large_en_v1_5,late_fusion,9,5,second_layer,,,1.0,0.6853254769921436,False,L2,augmented
model_2_bge_large_en_v1_5,late_fusion,9,5,second_layer,,,10.0,0.6840952257618924,False,L2,augmented
model_2_bge_large_en_v1_5,late_fusion,9,5,second_layer,,,0.01,0.8050267633600967,False,L3,base
model_2_bge_large_en_v1_5,late_fusion,9,5,second_layer,,,0.1,0.8058793058793059,False,L3,base
model_2_bge_large_en_v1_5,late_fusion,9,5,second_layer,,,1.0,0.8188616938616938,True,L3,base
model_2_bge_large_en_v1_5,late_fusion,9,5,second_layer,,,10.0,0.8076923076923078,False,L3,base
model_2_bge_large_en_v1_5,late_fusion,9,5,second_layer,,,0.01,0.8172105672105672,True,L3,augmented
model_2_bge_large_en_v1_5,late_fusion,9,5,second_layer,,,0.1,0.8113291029957695,False,L3,augmented
model_2_bge_large_en_v1_5,late_fusion,9,5,second_layer,,,1.0,0.8100448933782266,False,L3,augmented
model_2_bge_large_en_v1_5,late_fusion,9,5,second_layer,,,10.0,0.8089225589225589,False,L3,augmented
model_2_bge_large_en_v1_5,late_fusion,9,5,second_layer,,,0.01,0.8107895191228525,False,L4,base
model_2_bge_large_en_v1_5,late_fusion,9,5,second_layer,,,0.1,0.8186458603125271,True,L4,base
model_2_bge_large_en_v1_5,late_fusion,9,5,second_layer,,,1.0,0.8043253043253044,False,L4,base
model_2_bge_large_en_v1_5,late_fusion,9,5,second_layer,,,10.0,0.7903824570491237,False,L4,base
model_2_bge_large_en_v1_5,late_fusion,9,5,second_layer,,,0.01,0.8097751014417681,False,L4,augmented
model_2_bge_large_en_v1_5,late_fusion,9,5,second_layer,,,0.1,0.8131960631960632,True,L4,augmented
model_2_bge_large_en_v1_5,late_fusion,9,5,second_layer,,,1.0,0.7932638349305017,False,L4,augmented
model_2_bge_large_en_v1_5,late_fusion,9,5,second_layer,,,10.0,0.7801195717862385,False,L4,augmented
model_2_bge_large_en_v1_5,late_fusion,10,1,P,source,1.0,0.01,0.7092670401493931,True,,
model_2_bge_large_en_v1_5,late_fusion,10,1,P,source,1.0,0.1,0.7092670401493931,False,,
model_2_bge_large_en_v1_5,late_fusion,10,1,P,source,1.0,1.0,0.7092670401493931,False,,
model_2_bge_large_en_v1_5,late_fusion,10,1,P,source,1.0,10.0,0.707010582010582,False,,
model_2_bge_large_en_v1_5,late_fusion,10,1,P,source,2.0,0.01,0.7039371304077185,True,,
model_2_bge_large_en_v1_5,late_fusion,10,1,P,source,2.0,0.1,0.7039371304077185,False,,
model_2_bge_large_en_v1_5,late_fusion,10,1,P,source,2.0,1.0,0.6960006224712106,False,,
model_2_bge_large_en_v1_5,late_fusion,10,1,P,source,2.0,10.0,0.6670946156240274,False,,
model_2_bge_large_en_v1_5,late_fusion,10,1,P,source,3.0,0.01,0.770249766573296,False,,
model_2_bge_large_en_v1_5,late_fusion,10,1,P,source,3.0,0.1,0.7752100840336134,True,,
model_2_bge_large_en_v1_5,late_fusion,10,1,P,source,3.0,1.0,0.770249766573296,False,,
model_2_bge_large_en_v1_5,late_fusion,10,1,P,source,3.0,10.0,0.7534430438842205,False,,
model_2_bge_large_en_v1_5,late_fusion,10,1,P,source_outer_full,0.0,1.0,0.755892255892256,True,,
model_2_bge_large_en_v1_5,late_fusion,10,1,I,source,1.0,0.01,0.6586134453781513,False,,
model_2_bge_large_en_v1_5,late_fusion,10,1,I,source,1.0,0.1,0.6639044506691565,False,,
model_2_bge_large_en_v1_5,late_fusion,10,1,I,source,1.0,1.0,0.6688064114534701,False,,
model_2_bge_large_en_v1_5,late_fusion,10,1,I,source,1.0,10.0,0.6961562402738872,True,,
model_2_bge_large_en_v1_5,late_fusion,10,1,I,source,2.0,0.01,0.7459928415810769,False,,
model_2_bge_large_en_v1_5,late_fusion,10,1,I,source,2.0,0.1,0.7459928415810769,False,,
model_2_bge_large_en_v1_5,late_fusion,10,1,I,source,2.0,1.0,0.7512838468720823,False,,
model_2_bge_large_en_v1_5,late_fusion,10,1,I,source,2.0,10.0,0.7716697790227203,True,,
model_2_bge_large_en_v1_5,late_fusion,10,1,I,source,3.0,0.01,0.7247510115157173,True,,
model_2_bge_large_en_v1_5,late_fusion,10,1,I,source,3.0,0.1,0.7224361967009026,False,,
model_2_bge_large_en_v1_5,late_fusion,10,1,I,source,3.0,1.0,0.7247510115157173,False,,
model_2_bge_large_en_v1_5,late_fusion,10,1,I,source,3.0,10.0,0.7104536258948023,False,,
model_2_bge_large_en_v1_5,late_fusion,10,1,I,source_outer_full,0.0,1.0,0.7277259777259778,True,,
model_2_bge_large_en_v1_5,late_fusion,10,1,second_layer,,,0.01,0.7424674091340758,True,L1,base
model_2_bge_large_en_v1_5,late_fusion,10,1,second_layer,,,0.1,0.7424674091340758,False,L1,base
model_2_bge_large_en_v1_5,late_fusion,10,1,second_layer,,,1.0,0.7424674091340758,False,L1,base
model_2_bge_large_en_v1_5,late_fusion,10,1,second_layer,,,10.0,0.7424674091340758,False,L1,base
model_2_bge_large_en_v1_5,late_fusion,10,1,second_layer,,,0.01,0.6847643097643097,True,L1,augmented
model_2_bge_large_en_v1_5,late_fusion,10,1,second_layer,,,0.1,0.682951307951308,False,L1,augmented
model_2_bge_large_en_v1_5,late_fusion,10,1,second_layer,,,1.0,0.6730121730121731,False,L1,augmented
model_2_bge_large_en_v1_5,late_fusion,10,1,second_layer,,,10.0,0.6763252179918847,False,L1,augmented
model_2_bge_large_en_v1_5,late_fusion,10,1,second_layer,,,0.01,0.7217365967365968,True,L2,base
model_2_bge_large_en_v1_5,late_fusion,10,1,second_layer,,,0.1,0.702613744280411,False,L2,base
model_2_bge_large_en_v1_5,late_fusion,10,1,second_layer,,,1.0,0.6608931192264526,False,L2,base
model_2_bge_large_en_v1_5,late_fusion,10,1,second_layer,,,10.0,0.6434969351636018,False,L2,base
model_2_bge_large_en_v1_5,late_fusion,10,1,second_layer,,,0.01,0.7180674264007597,True,L2,augmented
model_2_bge_large_en_v1_5,late_fusion,10,1,second_layer,,,0.1,0.6911529828196494,False,L2,augmented
model_2_bge_large_en_v1_5,late_fusion,10,1,second_layer,,,1.0,0.6611305361305361,False,L2,augmented
model_2_bge_large_en_v1_5,late_fusion,10,1,second_layer,,,10.0,0.6381010964344298,False,L2,augmented
model_2_bge_large_en_v1_5,late_fusion,10,1,second_layer,,,0.01,0.807293015626349,True,L3,base
model_2_bge_large_en_v1_5,late_fusion,10,1,second_layer,,,0.1,0.7917422084088751,False,L3,base
model_2_bge_large_en_v1_5,late_fusion,10,1,second_layer,,,1.0,0.7681731848398515,False,L3,base
model_2_bge_large_en_v1_5,late_fusion,10,1,second_layer,,,10.0,0.7587088837088838,False,L3,base
model_2_bge_large_en_v1_5,late_fusion,10,1,second_layer,,,0.01,0.7987136320469653,True,L3,augmented
model_2_bge_large_en_v1_5,late_fusion,10,1,second_layer,,,0.1,0.7879974963308296,False,L3,augmented
model_2_bge_large_en_v1_5,late_fusion,10,1,second_layer,,,1.0,0.7657990157990158,False,L3,augmented
model_2_bge_large_en_v1_5,late_fusion,10,1,second_layer,,,10.0,0.7621190537857204,False,L3,augmented
model_2_bge_large_en_v1_5,late_fusion,10,1,second_layer,,,0.01,0.812656479323146,True,L4,base
model_2_bge_large_en_v1_5,late_fusion,10,1,second_layer,,,0.1,0.7930587930587931,False,L4,base
model_2_bge_large_en_v1_5,late_fusion,10,1,second_layer,,,1.0,0.7598635931969265,False,L4,base
model_2_bge_large_en_v1_5,late_fusion,10,1,second_layer,,,10.0,0.762011137011137,False,L4,base
model_2_bge_large_en_v1_5,late_fusion,10,1,second_layer,,,0.01,0.8058469308469308,True,L4,augmented
model_2_bge_large_en_v1_5,late_fusion,10,1,second_layer,,,0.1,0.7896594146594147,False,L4,augmented
model_2_bge_large_en_v1_5,late_fusion,10,1,second_layer,,,1.0,0.7754683588016921,False,L4,augmented
model_2_bge_large_en_v1_5,late_fusion,10,1,second_layer,,,10.0,0.7709898126564793,False,L4,augmented
model_2_bge_large_en_v1_5,late_fusion,10,2,P,source,1.0,0.01,0.7413243075007782,False,,
model_2_bge_large_en_v1_5,late_fusion,10,2,P,source,1.0,0.1,0.7413243075007782,False,,
model_2_bge_large_en_v1_5,late_fusion,10,2,P,source,1.0,1.0,0.7488717709305944,False,,
model_2_bge_large_en_v1_5,late_fusion,10,2,P,source,1.0,10.0,0.7682850918145036,True,,
model_2_bge_large_en_v1_5,late_fusion,10,2,P,source,2.0,0.01,0.7427637721755369,False,,
model_2_bge_large_en_v1_5,late_fusion,10,2,P,source,2.0,0.1,0.7427637721755369,False,,
model_2_bge_large_en_v1_5,late_fusion,10,2,P,source,2.0,1.0,0.7478602552131964,False,,
model_2_bge_large_en_v1_5,late_fusion,10,2,P,source,2.0,10.0,0.7499221910986617,True,,
model_2_bge_large_en_v1_5,late_fusion,10,2,P,source,3.0,0.01,0.598155929038282,False,,
model_2_bge_large_en_v1_5,late_fusion,10,2,P,source,3.0,0.1,0.6034469343292873,False,,
model_2_bge_large_en_v1_5,late_fusion,10,2,P,source,3.0,1.0,0.6058979147214442,False,,
model_2_bge_large_en_v1_5,late_fusion,10,2,P,source,3.0,10.0,0.6105469965764083,True,,
model_2_bge_large_en_v1_5,late_fusion,10,2,P,source_outer_full,0.0,0.1,0.7052792886126219,True,,
model_2_bge_large_en_v1_5,late_fusion,10,2,I,source,1.0,0.01,0.6994631185807657,False,,
model_2_bge_large_en_v1_5,late_fusion,10,2,I,source,1.0,0.1,0.7043650793650794,False,,
model_2_bge_large_en_v1_5,late_fusion,10,2,I,source,1.0,1.0,0.71171802054155,False,,
model_2_bge_large_en_v1_5,late_fusion,10,2,I,source,1.0,10.0,0.7339713663243074,True,,
model_2_bge_large_en_v1_5,late_fusion,10,2,I,source,2.0,0.01,0.6891145347027701,False,,
model_2_bge_large_en_v1_5,late_fusion,10,2,I,source,2.0,0.1,0.6891145347027701,False,,
model_2_bge_large_en_v1_5,late_fusion,10,2,I,source,2.0,1.0,0.6891145347027701,False,,
model_2_bge_large_en_v1_5,late_fusion,10,2,I,source,2.0,10.0,0.6996965452847806,True,,
model_2_bge_large_en_v1_5,late_fusion,10,2,I,source,3.0,0.01,0.7222027699968875,False,,
model_2_bge_large_en_v1_5,late_fusion,10,2,I,source,3.0,0.1,0.7198879551820728,False,,
model_2_bge_large_en_v1_5,late_fusion,10,2,I,source,3.0,1.0,0.7224751011515718,False,,
model_2_bge_large_en_v1_5,late_fusion,10,2,I,source,3.0,10.0,0.732979302832244,True,,
model_2_bge_large_en_v1_5,late_fusion,10,2,I,source_outer_full,0.0,10.0,0.8127859794526461,True,,
model_2_bge_large_en_v1_5,late_fusion,10,2,second_layer,,,0.01,0.6931278597945264,True,L1,base
model_2_bge_large_en_v1_5,late_fusion,10,2,second_layer,,,0.1,0.6931278597945264,False,L1,base
model_2_bge_large_en_v1_5,late_fusion,10,2,second_layer,,,1.0,0.6931278597945264,False,L1,base
model_2_bge_large_en_v1_5,late_fusion,10,2,second_layer,,,10.0,0.6931278597945264,False,L1,base
model_2_bge_large_en_v1_5,late_fusion,10,2,second_layer,,,0.01,0.7950444617111284,False,L1,augmented
model_2_bge_large_en_v1_5,late_fusion,10,2,second_layer,,,0.1,0.794936544936545,False,L1,augmented
model_2_bge_large_en_v1_5,late_fusion,10,2,second_layer,,,1.0,0.800580592247259,False,L1,augmented
model_2_bge_large_en_v1_5,late_fusion,10,2,second_layer,,,10.0,0.8038396788396788,True,L1,augmented
model_2_bge_large_en_v1_5,late_fusion,10,2,second_layer,,,0.01,0.6901601484934817,True,L2,base
model_2_bge_large_en_v1_5,late_fusion,10,2,second_layer,,,0.1,0.6738323404990072,False,L2,base
model_2_bge_large_en_v1_5,late_fusion,10,2,second_layer,,,1.0,0.6671522921522922,False,L2,base
model_2_bge_large_en_v1_5,late_fusion,10,2,second_layer,,,10.0,0.6648212898212899,False,L2,base
model_2_bge_large_en_v1_5,late_fusion,10,2,second_layer,,,0.01,0.7622809289475957,False,L2,augmented
model_2_bge_large_en_v1_5,late_fusion,10,2,second_layer,,,0.1,0.7746481913148581,False,L2,augmented
model_2_bge_large_en_v1_5,late_fusion,10,2,second_layer,,,1.0,0.784339117672451,True,L2,augmented
model_2_bge_large_en_v1_5,late_fusion,10,2,second_layer,,,10.0,0.7839506172839505,False,L2,augmented
model_2_bge_large_en_v1_5,late_fusion,10,2,second_layer,,,0.01,0.7600578433911768,True,L3,base
model_2_bge_large_en_v1_5,late_fusion,10,2,second_layer,,,0.1,0.7378377795044462,False,L3,base
model_2_bge_large_en_v1_5,late_fusion,10,2,second_layer,,,1.0,0.704437537770871,False,L3,base
model_2_bge_large_en_v1_5,late_fusion,10,2,second_layer,,,10.0,0.696786238452905,False,L3,base
model_2_bge_large_en_v1_5,late_fusion,10,2,second_layer,,,0.01,0.8243870327203661,True,L3,augmented
model_2_bge_large_en_v1_5,late_fusion,10,2,second_layer,,,0.1,0.8201027367694035,False,L3,augmented
model_2_bge_large_en_v1_5,late_fusion,10,2,second_layer,,,1.0,0.7877600794267462,False,L3,augmented
model_2_bge_large_en_v1_5,late_fusion,10,2,second_layer,,,10.0,0.7732344815678149,False,L3,augmented
model_2_bge_large_en_v1_5,late_fusion,10,2,second_layer,,,0.01,0.7577376327376327,True,L4,base
model_2_bge_large_en_v1_5,late_fusion,10,2,second_layer,,,0.1,0.7287403954070623,False,L4,base
model_2_bge_large_en_v1_5,late_fusion,10,2,second_layer,,,1.0,0.7230963480963482,False,L4,base
model_2_bge_large_en_v1_5,late_fusion,10,2,second_layer,,,10.0,0.7073081239747907,False,L4,base
model_2_bge_large_en_v1_5,late_fusion,10,2,second_layer,,,0.01,0.8057390140723474,True,L4,augmented
model_2_bge_large_en_v1_5,late_fusion,10,2,second_layer,,,0.1,0.784716826383493,False,L4,augmented
model_2_bge_large_en_v1_5,late_fusion,10,2,second_layer,,,1.0,0.7787921954588621,False,L4,augmented
model_2_bge_large_en_v1_5,late_fusion,10,2,second_layer,,,10.0,0.7741949408616075,False,L4,augmented
model_2_bge_large_en_v1_5,late_fusion,10,3,P,source,1.0,0.01,0.5398965141612201,False,,
model_2_bge_large_en_v1_5,late_fusion,10,3,P,source,1.0,0.1,0.5400326797385621,False,,
model_2_bge_large_en_v1_5,late_fusion,10,3,P,source,1.0,1.0,0.5378540305010894,False,,
model_2_bge_large_en_v1_5,late_fusion,10,3,P,source,1.0,10.0,0.5483387799564271,True,,
model_2_bge_large_en_v1_5,late_fusion,10,3,P,source,2.0,0.01,0.7562830687830688,False,,
model_2_bge_large_en_v1_5,late_fusion,10,3,P,source,2.0,0.1,0.7561469032057268,False,,
model_2_bge_large_en_v1_5,late_fusion,10,3,P,source,2.0,1.0,0.7585395269218799,False,,
model_2_bge_large_en_v1_5,late_fusion,10,3,P,source,2.0,10.0,0.758811858076564,True,,
model_2_bge_large_en_v1_5,late_fusion,10,3,P,source,3.0,0.01,0.6750505757858699,True,,
model_2_bge_large_en_v1_5,late_fusion,10,3,P,source,3.0,0.1,0.672735760971055,False,,
model_2_bge_large_en_v1_5,late_fusion,10,3,P,source,3.0,1.0,0.672735760971055,False,,
model_2_bge_large_en_v1_5,late_fusion,10,3,P,source,3.0,10.0,0.6708099906629319,False,,
model_2_bge_large_en_v1_5,late_fusion,10,3,P,source_outer_full,0.0,0.01,0.7417012000345333,True,,
model_2_bge_large_en_v1_5,late_fusion,10,3,I,source,1.0,0.01,0.8111383442265794,False,,
model_2_bge_large_en_v1_5,late_fusion,10,3,I,source,1.0,0.1,0.8111383442265794,False,,
model_2_bge_large_en_v1_5,late_fusion,10,3,I,source,1.0,1.0,0.8111383442265794,False,,
model_2_bge_large_en_v1_5,late_fusion,10,3,I,source,1.0,10.0,0.8203976034858388,True,,
model_2_bge_large_en_v1_5,late_fusion,10,3,I,source,2.0,0.01,0.7208800186741362,True,,
model_2_bge_large_en_v1_5,late_fusion,10,3,I,source,2.0,0.1,0.7208800186741362,False,,
model_2_bge_large_en_v1_5,late_fusion,10,3,I,source,2.0,1.0,0.7179038281979458,False,,
model_2_bge_large_en_v1_5,late_fusion,10,3,I,source,2.0,10.0,0.7087807345160287,False,,
model_2_bge_large_en_v1_5,late_fusion,10,3,I,source,3.0,0.01,0.838468720821662,False,,
model_2_bge_large_en_v1_5,late_fusion,10,3,I,source,3.0,0.1,0.8360177404295052,False,,
model_2_bge_large_en_v1_5,late_fusion,10,3,I,source,3.0,1.0,0.838468720821662,False,,
model_2_bge_large_en_v1_5,late_fusion,10,3,I,source,3.0,10.0,0.848525521319639,True,,
model_2_bge_large_en_v1_5,late_fusion,10,3,I,source_outer_full,0.0,10.0,0.7869830786497453,True,,
model_2_bge_large_en_v1_5,late_fusion,10,3,second_layer,,,0.01,0.724941724941725,True,L1,base
model_2_bge_large_en_v1_5,late_fusion,10,3,second_layer,,,0.1,0.724941724941725,False,L1,base
model_2_bge_large_en_v1_5,late_fusion,10,3,second_layer,,,1.0,0.724941724941725,False,L1,base
model_2_bge_large_en_v1_5,late_fusion,10,3,second_layer,,,10.0,0.724941724941725,False,L1,base
model_2_bge_large_en_v1_5,late_fusion,10,3,second_layer,,,0.01,0.7742596909263576,True,L1,augmented
model_2_bge_large_en_v1_5,late_fusion,10,3,second_layer,,,0.1,0.7698782698782698,False,L1,augmented
model_2_bge_large_en_v1_5,late_fusion,10,3,second_layer,,,1.0,0.7654968488301822,False,L1,augmented
model_2_bge_large_en_v1_5,late_fusion,10,3,second_layer,,,10.0,0.7654968488301822,False,L1,augmented
model_2_bge_large_en_v1_5,late_fusion,10,3,second_layer,,,0.01,0.7265496848830182,True,L2,base
model_2_bge_large_en_v1_5,late_fusion,10,3,second_layer,,,0.1,0.6825304325304327,False,L2,base
model_2_bge_large_en_v1_5,late_fusion,10,3,second_layer,,,1.0,0.6579038245704912,False,L2,base
model_2_bge_large_en_v1_5,late_fusion,10,3,second_layer,,,10.0,0.606405939739273,False,L2,base
model_2_bge_large_en_v1_5,late_fusion,10,3,second_layer,,,0.01,0.7354204437537769,True,L2,augmented
model_2_bge_large_en_v1_5,late_fusion,10,3,second_layer,,,0.1,0.7066822066822067,False,L2,augmented
model_2_bge_large_en_v1_5,late_fusion,10,3,second_layer,,,1.0,0.6603643270309937,False,L2,augmented
model_2_bge_large_en_v1_5,late_fusion,10,3,second_layer,,,10.0,0.6216869550202883,False,L2,augmented
model_2_bge_large_en_v1_5,late_fusion,10,3,second_layer,,,0.01,0.7283195199861868,True,L3,base
model_2_bge_large_en_v1_5,late_fusion,10,3,second_layer,,,0.1,0.6940235690235691,False,L3,base
model_2_bge_large_en_v1_5,late_fusion,10,3,second_layer,,,1.0,0.6650694984028317,False,L3,base
model_2_bge_large_en_v1_5,late_fusion,10,3,second_layer,,,10.0,0.6566843650176983,False,L3,base
model_2_bge_large_en_v1_5,late_fusion,10,3,second_layer,,,0.01,0.7511331261331261,True,L3,augmented
model_2_bge_large_en_v1_5,late_fusion,10,3,second_layer,,,0.1,0.7296576879910214,False,L3,augmented
model_2_bge_large_en_v1_5,late_fusion,10,3,second_layer,,,1.0,0.7050850384183717,False,L3,augmented
model_2_bge_large_en_v1_5,late_fusion,10,3,second_layer,,,10.0,0.6996891996891996,False,L3,augmented
model_2_bge_large_en_v1_5,late_fusion,10,3,second_layer,,,0.01,0.7350535267201934,True,L4,base
model_2_bge_large_en_v1_5,late_fusion,10,3,second_layer,,,0.1,0.6695588362255028,False,L4,base
model_2_bge_large_en_v1_5,late_fusion,10,3,second_layer,,,1.0,0.6307195890529224,False,L4,base
model_2_bge_large_en_v1_5,late_fusion,10,3,second_layer,,,10.0,0.6079059829059829,False,L4,base
model_2_bge_large_en_v1_5,late_fusion,10,3,second_layer,,,0.01,0.7480898730898731,True,L4,augmented
model_2_bge_large_en_v1_5,late_fusion,10,3,second_layer,,,0.1,0.6878831045497712,False,L4,augmented
model_2_bge_large_en_v1_5,late_fusion,10,3,second_layer,,,1.0,0.6457847707847707,False,L4,augmented
model_2_bge_large_en_v1_5,late_fusion,10,3,second_layer,,,10.0,0.6240934990934991,False,L4,augmented
model_2_bge_large_en_v1_5,late_fusion,10,4,P,source,1.0,0.01,0.6672113289760349,False,,
model_2_bge_large_en_v1_5,late_fusion,10,4,P,source,1.0,0.1,0.6672113289760349,False,,
