embedding_model,fusion_method,repeat,fold,source,layer,inner_fold,C,mean_inner_roc_auc,selected,level,model_name
model_1_all_mpnet_base_v2,late_fusion,9,3,P,source_outer_full,0.0,10.0,0.8011417594750929,True,,
model_1_all_mpnet_base_v2,late_fusion,9,3,I,source,1.0,0.01,0.8427287581699346,False,,
model_1_all_mpnet_base_v2,late_fusion,9,3,I,source,1.0,0.1,0.8450435729847494,False,,
model_1_all_mpnet_base_v2,late_fusion,9,3,I,source,1.0,1.0,0.8496732026143791,False,,
model_1_all_mpnet_base_v2,late_fusion,9,3,I,source,1.0,10.0,0.863970588235294,True,,
model_1_all_mpnet_base_v2,late_fusion,9,3,I,source,2.0,0.01,0.6762177093059445,True,,
model_1_all_mpnet_base_v2,late_fusion,9,3,I,source,2.0,0.1,0.6739028944911297,False,,
model_1_all_mpnet_base_v2,late_fusion,9,3,I,source,2.0,1.0,0.6594109866168689,False,,
model_1_all_mpnet_base_v2,late_fusion,9,3,I,source,2.0,10.0,0.6421957671957671,False,,
model_1_all_mpnet_base_v2,late_fusion,9,3,I,source,3.0,0.01,0.6753229069405541,True,,
model_1_all_mpnet_base_v2,late_fusion,9,3,I,source,3.0,0.1,0.6728719265483972,False,,
model_1_all_mpnet_base_v2,late_fusion,9,3,I,source,3.0,1.0,0.665732959850607,False,,
model_1_all_mpnet_base_v2,late_fusion,9,3,I,source,3.0,10.0,0.6147292250233426,False,,
model_1_all_mpnet_base_v2,late_fusion,9,3,I,source_outer_full,0.0,0.01,0.7594427177760511,True,,
model_1_all_mpnet_base_v2,late_fusion,9,3,second_layer,,,0.01,0.762982387982388,True,L1,base
model_1_all_mpnet_base_v2,late_fusion,9,3,second_layer,,,0.1,0.762982387982388,False,L1,base
model_1_all_mpnet_base_v2,late_fusion,9,3,second_layer,,,1.0,0.762982387982388,False,L1,base
model_1_all_mpnet_base_v2,late_fusion,9,3,second_layer,,,10.0,0.762982387982388,False,L1,base
model_1_all_mpnet_base_v2,late_fusion,9,3,second_layer,,,0.01,0.7551260467927134,False,L1,augmented
model_1_all_mpnet_base_v2,late_fusion,9,3,second_layer,,,0.1,0.7628744712078045,False,L1,augmented
model_1_all_mpnet_base_v2,late_fusion,9,3,second_layer,,,1.0,0.7640507640507641,True,L1,augmented
model_1_all_mpnet_base_v2,late_fusion,9,3,second_layer,,,10.0,0.7598851765518432,False,L1,augmented
model_1_all_mpnet_base_v2,late_fusion,9,3,second_layer,,,0.01,0.764957264957265,False,L2,base
model_1_all_mpnet_base_v2,late_fusion,9,3,second_layer,,,0.1,0.7684861434861435,True,L2,base
model_1_all_mpnet_base_v2,late_fusion,9,3,second_layer,,,1.0,0.7588168004834671,False,L2,base
model_1_all_mpnet_base_v2,late_fusion,9,3,second_layer,,,10.0,0.7406544073210739,False,L2,base
model_1_all_mpnet_base_v2,late_fusion,9,3,second_layer,,,0.01,0.7628744712078045,True,L2,augmented
model_1_all_mpnet_base_v2,late_fusion,9,3,second_layer,,,0.1,0.754705171371838,False,L2,augmented
model_1_all_mpnet_base_v2,late_fusion,9,3,second_layer,,,1.0,0.7438055771389104,False,L2,augmented
model_1_all_mpnet_base_v2,late_fusion,9,3,second_layer,,,10.0,0.7342441509108175,False,L2,augmented
model_1_all_mpnet_base_v2,late_fusion,9,3,second_layer,,,0.01,0.81999481999482,True,L3,base
model_1_all_mpnet_base_v2,late_fusion,9,3,second_layer,,,0.1,0.8196710696710697,False,L3,base
model_1_all_mpnet_base_v2,late_fusion,9,3,second_layer,,,1.0,0.7924220840887508,False,L3,base
model_1_all_mpnet_base_v2,late_fusion,9,3,second_layer,,,10.0,0.7728136061469394,False,L3,base
model_1_all_mpnet_base_v2,late_fusion,9,3,second_layer,,,0.01,0.8111240611240612,False,L3,augmented
model_1_all_mpnet_base_v2,late_fusion,9,3,second_layer,,,0.1,0.8186026936026937,True,L3,augmented
model_1_all_mpnet_base_v2,late_fusion,9,3,second_layer,,,1.0,0.7968574635241302,False,L3,augmented
model_1_all_mpnet_base_v2,late_fusion,9,3,second_layer,,,10.0,0.777033152033152,False,L3,augmented
model_1_all_mpnet_base_v2,late_fusion,9,3,second_layer,,,0.01,0.83837304670638,True,L4,base
model_1_all_mpnet_base_v2,late_fusion,9,3,second_layer,,,0.1,0.8203185703185704,False,L4,base
model_1_all_mpnet_base_v2,late_fusion,9,3,second_layer,,,1.0,0.7584498834498835,False,L4,base
model_1_all_mpnet_base_v2,late_fusion,9,3,second_layer,,,10.0,0.7168803418803419,False,L4,base
model_1_all_mpnet_base_v2,late_fusion,9,3,second_layer,,,0.01,0.8350060433393766,True,L4,augmented
model_1_all_mpnet_base_v2,late_fusion,9,3,second_layer,,,0.1,0.8192501942501943,False,L4,augmented
model_1_all_mpnet_base_v2,late_fusion,9,3,second_layer,,,1.0,0.7638457221790554,False,L4,augmented
model_1_all_mpnet_base_v2,late_fusion,9,3,second_layer,,,10.0,0.7255352672019337,False,L4,augmented
model_1_all_mpnet_base_v2,late_fusion,9,4,P,source,1.0,0.01,0.7203159041394335,True,,
model_1_all_mpnet_base_v2,late_fusion,9,4,P,source,1.0,0.1,0.7203159041394335,False,,
model_1_all_mpnet_base_v2,late_fusion,9,4,P,source,1.0,1.0,0.7129629629629629,False,,
model_1_all_mpnet_base_v2,late_fusion,9,4,P,source,1.0,10.0,0.6888616557734205,False,,
model_1_all_mpnet_base_v2,late_fusion,9,4,P,source,2.0,0.01,0.8700591347650172,False,,
model_1_all_mpnet_base_v2,late_fusion,9,4,P,source,2.0,0.1,0.8723739495798318,False,,
model_1_all_mpnet_base_v2,late_fusion,9,4,P,source,2.0,1.0,0.882100062247121,False,,
model_1_all_mpnet_base_v2,late_fusion,9,4,P,source,2.0,10.0,0.884356520385932,True,,
model_1_all_mpnet_base_v2,late_fusion,9,4,P,source,3.0,0.01,0.7540460628695923,False,,
model_1_all_mpnet_base_v2,late_fusion,9,4,P,source,3.0,0.1,0.7563608776844072,False,,
model_1_all_mpnet_base_v2,late_fusion,9,4,P,source,3.0,1.0,0.7740234982882042,False,,
model_1_all_mpnet_base_v2,late_fusion,9,4,P,source,3.0,10.0,0.8408029878618114,True,,
model_1_all_mpnet_base_v2,late_fusion,9,4,P,source_outer_full,0.0,0.1,0.7422084088750754,True,,
model_1_all_mpnet_base_v2,late_fusion,9,4,I,source,1.0,0.01,0.7246732026143791,False,,
model_1_all_mpnet_base_v2,late_fusion,9,4,I,source,1.0,0.1,0.7294389978213508,True,,
model_1_all_mpnet_base_v2,late_fusion,9,4,I,source,1.0,1.0,0.7245370370370371,False,,
model_1_all_mpnet_base_v2,late_fusion,9,4,I,source,1.0,10.0,0.7096949891067538,False,,
model_1_all_mpnet_base_v2,late_fusion,9,4,I,source,2.0,0.01,0.6280345471521942,False,,
model_1_all_mpnet_base_v2,late_fusion,9,4,I,source,2.0,0.1,0.628365234982882,True,,
model_1_all_mpnet_base_v2,late_fusion,9,4,I,source,2.0,1.0,0.6259142545907251,False,,
model_1_all_mpnet_base_v2,late_fusion,9,4,I,source,2.0,10.0,0.596541394335512,False,,
model_1_all_mpnet_base_v2,late_fusion,9,4,I,source,3.0,0.01,0.7339908185496421,True,,
model_1_all_mpnet_base_v2,late_fusion,9,4,I,source,3.0,0.1,0.7313453159041394,False,,
model_1_all_mpnet_base_v2,late_fusion,9,4,I,source,3.0,1.0,0.7209578275754747,False,,
model_1_all_mpnet_base_v2,late_fusion,9,4,I,source,3.0,10.0,0.693685807656396,False,,
model_1_all_mpnet_base_v2,late_fusion,9,4,I,source_outer_full,0.0,0.01,0.7079124579124579,True,,
model_1_all_mpnet_base_v2,late_fusion,9,4,second_layer,,,0.01,0.6981351981351982,True,L1,base
model_1_all_mpnet_base_v2,late_fusion,9,4,second_layer,,,0.1,0.6981351981351982,False,L1,base
model_1_all_mpnet_base_v2,late_fusion,9,4,second_layer,,,1.0,0.6981351981351982,False,L1,base
model_1_all_mpnet_base_v2,late_fusion,9,4,second_layer,,,10.0,0.6981351981351982,False,L1,base
model_1_all_mpnet_base_v2,late_fusion,9,4,second_layer,,,0.01,0.7393701977035311,True,L1,augmented
model_1_all_mpnet_base_v2,late_fusion,9,4,second_layer,,,0.1,0.732852024518691,False,L1,augmented
model_1_all_mpnet_base_v2,late_fusion,9,4,second_layer,,,1.0,0.7231287231287231,False,L1,augmented
model_1_all_mpnet_base_v2,late_fusion,9,4,second_layer,,,10.0,0.722060347060347,False,L1,augmented
model_1_all_mpnet_base_v2,late_fusion,9,4,second_layer,,,0.01,0.6401191401191401,True,L2,base
model_1_all_mpnet_base_v2,late_fusion,9,4,second_layer,,,0.1,0.6352520935854269,False,L2,base
model_1_all_mpnet_base_v2,late_fusion,9,4,second_layer,,,1.0,0.6041073124406459,False,L2,base
model_1_all_mpnet_base_v2,late_fusion,9,4,second_layer,,,10.0,0.5784123284123285,False,L2,base
model_1_all_mpnet_base_v2,late_fusion,9,4,second_layer,,,0.01,0.708074333074333,True,L2,augmented
model_1_all_mpnet_base_v2,late_fusion,9,4,second_layer,,,0.1,0.697757489424156,False,L2,augmented
model_1_all_mpnet_base_v2,late_fusion,9,4,second_layer,,,1.0,0.6857895191228525,False,L2,augmented
model_1_all_mpnet_base_v2,late_fusion,9,4,second_layer,,,10.0,0.6343995510662177,False,L2,augmented
model_1_all_mpnet_base_v2,late_fusion,9,4,second_layer,,,0.01,0.8029547612880945,True,L3,base
model_1_all_mpnet_base_v2,late_fusion,9,4,second_layer,,,0.1,0.7940840024173358,False,L3,base
model_1_all_mpnet_base_v2,late_fusion,9,4,second_layer,,,1.0,0.7747345247345248,False,L3,base
model_1_all_mpnet_base_v2,late_fusion,9,4,second_layer,,,10.0,0.760413968747302,False,L3,base
model_1_all_mpnet_base_v2,late_fusion,9,4,second_layer,,,0.01,0.8093650176983509,False,L3,augmented
model_1_all_mpnet_base_v2,late_fusion,9,4,second_layer,,,0.1,0.8198869032202366,True,L3,augmented
model_1_all_mpnet_base_v2,late_fusion,9,4,second_layer,,,1.0,0.8035375118708452,False,L3,augmented
model_1_all_mpnet_base_v2,late_fusion,9,4,second_layer,,,10.0,0.7957351290684626,False,L3,augmented
model_1_all_mpnet_base_v2,late_fusion,9,4,second_layer,,,0.01,0.7719178969178969,True,L4,base
model_1_all_mpnet_base_v2,late_fusion,9,4,second_layer,,,0.1,0.762885262885263,False,L4,base
model_1_all_mpnet_base_v2,late_fusion,9,4,second_layer,,,1.0,0.739586031252698,False,L4,base
model_1_all_mpnet_base_v2,late_fusion,9,4,second_layer,,,10.0,0.691983941983942,False,L4,base
model_1_all_mpnet_base_v2,late_fusion,9,4,second_layer,,,0.01,0.7870370370370371,True,L4,augmented
model_1_all_mpnet_base_v2,late_fusion,9,4,second_layer,,,0.1,0.7823858240524908,False,L4,augmented
model_1_all_mpnet_base_v2,late_fusion,9,4,second_layer,,,1.0,0.7481869981869981,False,L4,augmented
model_1_all_mpnet_base_v2,late_fusion,9,4,second_layer,,,10.0,0.7115384615384616,False,L4,augmented
model_1_all_mpnet_base_v2,late_fusion,9,5,P,source,1.0,0.01,0.7970160286336757,False,,
model_1_all_mpnet_base_v2,late_fusion,9,5,P,source,1.0,0.1,0.7996031746031745,False,,
model_1_all_mpnet_base_v2,late_fusion,9,5,P,source,1.0,1.0,0.8048358232181761,True,,
model_1_all_mpnet_base_v2,late_fusion,9,5,P,source,1.0,10.0,0.7848389355742297,False,,
model_1_all_mpnet_base_v2,late_fusion,9,5,P,source,2.0,0.01,0.6795245876128228,True,,
model_1_all_mpnet_base_v2,late_fusion,9,5,P,source,2.0,0.1,0.6795245876128228,False,,
model_1_all_mpnet_base_v2,late_fusion,9,5,P,source,2.0,1.0,0.6701291627762216,False,,
model_1_all_mpnet_base_v2,late_fusion,9,5,P,source,2.0,10.0,0.6527388733271086,False,,
model_1_all_mpnet_base_v2,late_fusion,9,5,P,source,3.0,0.01,0.6974206349206349,True,,
model_1_all_mpnet_base_v2,late_fusion,9,5,P,source,3.0,0.1,0.6947751322751322,False,,
model_1_all_mpnet_base_v2,late_fusion,9,5,P,source,3.0,1.0,0.681547619047619,False,,
model_1_all_mpnet_base_v2,late_fusion,9,5,P,source,3.0,10.0,0.6712962962962963,False,,
model_1_all_mpnet_base_v2,late_fusion,9,5,P,source_outer_full,0.0,0.01,0.7035742035742037,True,,
model_1_all_mpnet_base_v2,late_fusion,9,5,I,source,1.0,0.01,0.6881808278867102,True,,
model_1_all_mpnet_base_v2,late_fusion,9,5,I,source,1.0,0.1,0.6805750077808902,False,,
model_1_all_mpnet_base_v2,late_fusion,9,5,I,source,1.0,1.0,0.6611227824463118,False,,
model_1_all_mpnet_base_v2,late_fusion,9,5,I,source,1.0,10.0,0.6416705571117336,False,,
model_1_all_mpnet_base_v2,late_fusion,9,5,I,source,2.0,0.01,0.7317538126361657,True,,
model_1_all_mpnet_base_v2,late_fusion,9,5,I,source,2.0,0.1,0.7264628073451602,False,,
model_1_all_mpnet_base_v2,late_fusion,9,5,I,source,2.0,1.0,0.731228602552132,False,,
model_1_all_mpnet_base_v2,late_fusion,9,5,I,source,2.0,10.0,0.7054933084344849,False,,
model_1_all_mpnet_base_v2,late_fusion,9,5,I,source,3.0,0.01,0.6851851851851851,True,,
model_1_all_mpnet_base_v2,late_fusion,9,5,I,source,3.0,0.1,0.6828703703703706,False,,
model_1_all_mpnet_base_v2,late_fusion,9,5,I,source,3.0,1.0,0.6626984126984127,False,,
model_1_all_mpnet_base_v2,late_fusion,9,5,I,source,3.0,10.0,0.580026455026455,False,,
model_1_all_mpnet_base_v2,late_fusion,9,5,I,source_outer_full,0.0,0.01,0.7343736510403177,True,,
model_1_all_mpnet_base_v2,late_fusion,9,5,second_layer,,,0.01,0.6794548044548044,True,L1,base
model_1_all_mpnet_base_v2,late_fusion,9,5,second_layer,,,0.1,0.6794548044548044,False,L1,base
model_1_all_mpnet_base_v2,late_fusion,9,5,second_layer,,,1.0,0.6794548044548044,False,L1,base
model_1_all_mpnet_base_v2,late_fusion,9,5,second_layer,,,10.0,0.6794548044548044,False,L1,base
model_1_all_mpnet_base_v2,late_fusion,9,5,second_layer,,,0.01,0.7136428386428385,True,L1,augmented
model_1_all_mpnet_base_v2,late_fusion,9,5,second_layer,,,0.1,0.7035418285418285,False,L1,augmented
model_1_all_mpnet_base_v2,late_fusion,9,5,second_layer,,,1.0,0.6968617801951135,False,L1,augmented
model_1_all_mpnet_base_v2,late_fusion,9,5,second_layer,,,10.0,0.6968617801951135,False,L1,augmented
model_1_all_mpnet_base_v2,late_fusion,9,5,second_layer,,,0.01,0.6924803591470258,True,L2,base
model_1_all_mpnet_base_v2,late_fusion,9,5,second_layer,,,0.1,0.6837175170508504,False,L2,base
model_1_all_mpnet_base_v2,late_fusion,9,5,second_layer,,,1.0,0.6761849261849262,False,L2,base
model_1_all_mpnet_base_v2,late_fusion,9,5,second_layer,,,10.0,0.6645946645946647,False,L2,base
model_1_all_mpnet_base_v2,late_fusion,9,5,second_layer,,,0.01,0.7151428818095485,False,L2,augmented
model_1_all_mpnet_base_v2,late_fusion,9,5,second_layer,,,0.1,0.7341146507813173,False,L2,augmented
model_1_all_mpnet_base_v2,late_fusion,9,5,second_layer,,,1.0,0.7361974445307778,True,L2,augmented
model_1_all_mpnet_base_v2,late_fusion,9,5,second_layer,,,10.0,0.720430803764137,False,L2,augmented
model_1_all_mpnet_base_v2,late_fusion,9,5,second_layer,,,0.01,0.8061490978157645,False,L3,base
model_1_all_mpnet_base_v2,late_fusion,9,5,second_layer,,,0.1,0.8112751446084779,False,L3,base
model_1_all_mpnet_base_v2,late_fusion,9,5,second_layer,,,1.0,0.8208905292238625,False,L3,base
model_1_all_mpnet_base_v2,late_fusion,9,5,second_layer,,,10.0,0.8231891565224899,True,L3,base
model_1_all_mpnet_base_v2,late_fusion,9,5,second_layer,,,0.01,0.8392795476128808,False,L3,augmented
model_1_all_mpnet_base_v2,late_fusion,9,5,second_layer,,,0.1,0.8433911767245101,False,L3,augmented
model_1_all_mpnet_base_v2,late_fusion,9,5,second_layer,,,1.0,0.8496395579728914,True,L3,augmented
model_1_all_mpnet_base_v2,late_fusion,9,5,second_layer,,,10.0,0.8418371751705086,False,L3,augmented
model_1_all_mpnet_base_v2,late_fusion,9,5,second_layer,,,0.01,0.808706725373392,False,L4,base
model_1_all_mpnet_base_v2,late_fusion,9,5,second_layer,,,0.1,0.8196602779936114,True,L4,base
model_1_all_mpnet_base_v2,late_fusion,9,5,second_layer,,,1.0,0.818645860312527,False,L4,base
model_1_all_mpnet_base_v2,late_fusion,9,5,second_layer,,,10.0,0.8021345938012604,False,L4,base
model_1_all_mpnet_base_v2,late_fusion,9,5,second_layer,,,0.01,0.8198761115427781,False,L4,augmented
model_1_all_mpnet_base_v2,late_fusion,9,5,second_layer,,,0.1,0.8307757057757058,True,L4,augmented
model_1_all_mpnet_base_v2,late_fusion,9,5,second_layer,,,1.0,0.8173076923076922,False,L4,augmented
model_1_all_mpnet_base_v2,late_fusion,9,5,second_layer,,,10.0,0.8140486057152724,False,L4,augmented
model_1_all_mpnet_base_v2,late_fusion,10,1,P,source,1.0,0.01,0.7155306567071272,False,,
model_1_all_mpnet_base_v2,late_fusion,10,1,P,source,1.0,0.1,0.7179816370992841,False,,
model_1_all_mpnet_base_v2,late_fusion,10,1,P,source,1.0,1.0,0.7253345782757549,False,,
model_1_all_mpnet_base_v2,late_fusion,10,1,P,source,1.0,10.0,0.7375894802365389,True,,
model_1_all_mpnet_base_v2,late_fusion,10,1,P,source,2.0,0.01,0.6830843448490507,True,,
model_1_all_mpnet_base_v2,late_fusion,10,1,P,source,2.0,0.1,0.6830843448490507,False,,
model_1_all_mpnet_base_v2,late_fusion,10,1,P,source,2.0,1.0,0.6757314036725801,False,,
model_1_all_mpnet_base_v2,late_fusion,10,1,P,source,2.0,10.0,0.6468253968253969,False,,
model_1_all_mpnet_base_v2,late_fusion,10,1,P,source,3.0,0.01,0.7412659508247743,True,,
model_1_all_mpnet_base_v2,late_fusion,10,1,P,source,3.0,0.1,0.7412659508247743,False,,
model_1_all_mpnet_base_v2,late_fusion,10,1,P,source,3.0,1.0,0.7284274821039527,False,,
model_1_all_mpnet_base_v2,late_fusion,10,1,P,source,3.0,10.0,0.702264239028945,False,,
model_1_all_mpnet_base_v2,late_fusion,10,1,P,source_outer_full,0.0,0.01,0.7373845290511957,True,,
model_1_all_mpnet_base_v2,late_fusion,10,1,I,source,1.0,0.01,0.7193821973233737,True,,
model_1_all_mpnet_base_v2,late_fusion,10,1,I,source,1.0,0.1,0.7193821973233737,False,,
model_1_all_mpnet_base_v2,late_fusion,10,1,I,source,1.0,1.0,0.7169312169312168,False,,
model_1_all_mpnet_base_v2,late_fusion,10,1,I,source,1.0,10.0,0.6961562402738872,False,,
model_1_all_mpnet_base_v2,late_fusion,10,1,I,source,2.0,0.01,0.6051587301587301,True,,
model_1_all_mpnet_base_v2,late_fusion,10,1,I,source,2.0,0.1,0.6051587301587301,False,,
model_1_all_mpnet_base_v2,late_fusion,10,1,I,source,2.0,1.0,0.5998677248677249,False,,
model_1_all_mpnet_base_v2,late_fusion,10,1,I,source,2.0,10.0,0.5788982259570495,False,,
model_1_all_mpnet_base_v2,late_fusion,10,1,I,source,3.0,0.01,0.7399626517273576,True,,
model_1_all_mpnet_base_v2,late_fusion,10,1,I,source,3.0,0.1,0.7398264861500156,False,,
model_1_all_mpnet_base_v2,late_fusion,10,1,I,source,3.0,1.0,0.7399626517273576,False,,
model_1_all_mpnet_base_v2,late_fusion,10,1,I,source,3.0,10.0,0.7127684407096172,False,,
model_1_all_mpnet_base_v2,late_fusion,10,1,I,source_outer_full,0.0,0.01,0.7301001467668135,True,,
model_1_all_mpnet_base_v2,late_fusion,10,1,second_layer,,,0.01,0.7210890960890962,True,L1,base
model_1_all_mpnet_base_v2,late_fusion,10,1,second_layer,,,0.1,0.7210890960890962,False,L1,base
model_1_all_mpnet_base_v2,late_fusion,10,1,second_layer,,,1.0,0.7210890960890962,False,L1,base
model_1_all_mpnet_base_v2,late_fusion,10,1,second_layer,,,10.0,0.7210890960890962,False,L1,base
model_1_all_mpnet_base_v2,late_fusion,10,1,second_layer,,,0.01,0.6816455149788482,True,L1,augmented
model_1_all_mpnet_base_v2,late_fusion,10,1,second_layer,,,0.1,0.6635910385910386,False,L1,augmented
model_1_all_mpnet_base_v2,late_fusion,10,1,second_layer,,,1.0,0.6443278943278943,False,L1,augmented
model_1_all_mpnet_base_v2,late_fusion,10,1,second_layer,,,10.0,0.6420832254165588,False,L1,augmented
model_1_all_mpnet_base_v2,late_fusion,10,1,second_layer,,,0.01,0.7179595096261763,True,L2,base
model_1_all_mpnet_base_v2,late_fusion,10,1,second_layer,,,0.1,0.7083980833980834,False,L2,base
model_1_all_mpnet_base_v2,late_fusion,10,1,second_layer,,,1.0,0.6756885090218424,False,L2,base
model_1_all_mpnet_base_v2,late_fusion,10,1,second_layer,,,10.0,0.657428990762324,False,L2,base
model_1_all_mpnet_base_v2,late_fusion,10,1,second_layer,,,0.01,0.7185638435638436,True,L2,augmented
model_1_all_mpnet_base_v2,late_fusion,10,1,second_layer,,,0.1,0.7115708365708366,False,L2,augmented
model_1_all_mpnet_base_v2,late_fusion,10,1,second_layer,,,1.0,0.6865988949322283,False,L2,augmented
model_1_all_mpnet_base_v2,late_fusion,10,1,second_layer,,,10.0,0.656921781921782,False,L2,augmented
model_1_all_mpnet_base_v2,late_fusion,10,1,second_layer,,,0.01,0.8265453682120348,True,L3,base
model_1_all_mpnet_base_v2,late_fusion,10,1,second_layer,,,0.1,0.8131744798411465,False,L3,base
model_1_all_mpnet_base_v2,late_fusion,10,1,second_layer,,,1.0,0.7856772856772857,False,L3,base
model_1_all_mpnet_base_v2,late_fusion,10,1,second_layer,,,10.0,0.7791591124924458,False,L3,base
model_1_all_mpnet_base_v2,late_fusion,10,1,second_layer,,,0.01,0.8311642061642063,True,L3,augmented
model_1_all_mpnet_base_v2,late_fusion,10,1,second_layer,,,0.1,0.8297828714495381,False,L3,augmented
model_1_all_mpnet_base_v2,late_fusion,10,1,second_layer,,,1.0,0.8103794353794354,False,L3,augmented
model_1_all_mpnet_base_v2,late_fusion,10,1,second_layer,,,10.0,0.800364758698092,False,L3,augmented
model_1_all_mpnet_base_v2,late_fusion,10,1,second_layer,,,0.01,0.8220020720020721,True,L4,base
model_1_all_mpnet_base_v2,late_fusion,10,1,second_layer,,,0.1,0.8054044720711385,False,L4,base
model_1_all_mpnet_base_v2,late_fusion,10,1,second_layer,,,1.0,0.7762453595786929,False,L4,base
model_1_all_mpnet_base_v2,late_fusion,10,1,second_layer,,,10.0,0.7663601830268497,False,L4,base
model_1_all_mpnet_base_v2,late_fusion,10,1,second_layer,,,0.01,0.8220128636795304,True,L4,augmented
model_1_all_mpnet_base_v2,late_fusion,10,1,second_layer,,,0.1,0.8101959768626434,False,L4,augmented
model_1_all_mpnet_base_v2,late_fusion,10,1,second_layer,,,1.0,0.769694811361478,False,L4,augmented
model_1_all_mpnet_base_v2,late_fusion,10,1,second_layer,,,10.0,0.7540576707243375,False,L4,augmented
model_1_all_mpnet_base_v2,late_fusion,10,2,P,source,1.0,0.01,0.7619047619047619,False,,
model_1_all_mpnet_base_v2,late_fusion,10,2,P,source,1.0,0.1,0.7643557422969188,False,,
model_1_all_mpnet_base_v2,late_fusion,10,2,P,source,1.0,1.0,0.7645502645502645,True,,
model_1_all_mpnet_base_v2,late_fusion,10,2,P,source,1.0,10.0,0.7479769685652039,False,,
model_1_all_mpnet_base_v2,late_fusion,10,2,P,source,2.0,0.01,0.744825708061002,True,,
model_1_all_mpnet_base_v2,late_fusion,10,2,P,source,2.0,0.1,0.744825708061002,False,,
model_1_all_mpnet_base_v2,late_fusion,10,2,P,source,2.0,1.0,0.7421802054154994,False,,
model_1_all_mpnet_base_v2,late_fusion,10,2,P,source,2.0,10.0,0.7091503267973857,False,,
model_1_all_mpnet_base_v2,late_fusion,10,2,P,source,3.0,0.01,0.7536959228135699,False,,
model_1_all_mpnet_base_v2,late_fusion,10,2,P,source,3.0,0.1,0.7561469032057268,False,,
model_1_all_mpnet_base_v2,late_fusion,10,2,P,source,3.0,1.0,0.7615740740740741,True,,
model_1_all_mpnet_base_v2,late_fusion,10,2,P,source,3.0,10.0,0.7595315904139434,False,,
model_1_all_mpnet_base_v2,late_fusion,10,2,P,source_outer_full,0.0,0.01,0.7312224812224812,True,,
model_1_all_mpnet_base_v2,late_fusion,10,2,I,source,1.0,0.01,0.640639589169001,False,,
model_1_all_mpnet_base_v2,late_fusion,10,2,I,source,1.0,0.1,0.6430905695611578,True,,
model_1_all_mpnet_base_v2,late_fusion,10,2,I,source,1.0,1.0,0.6379940865234982,False,,
model_1_all_mpnet_base_v2,late_fusion,10,2,I,source,1.0,10.0,0.6015406162464986,False,,
model_1_all_mpnet_base_v2,late_fusion,10,2,I,source,2.0,0.01,0.6618814192343604,True,,
model_1_all_mpnet_base_v2,late_fusion,10,2,I,source,2.0,0.1,0.6592359165888577,False,,
model_1_all_mpnet_base_v2,late_fusion,10,2,I,source,2.0,1.0,0.6492374727668845,False,,
model_1_all_mpnet_base_v2,late_fusion,10,2,I,source,2.0,10.0,0.603369125427949,False,,
model_1_all_mpnet_base_v2,late_fusion,10,2,I,source,3.0,0.01,0.7313453159041394,False,,
model_1_all_mpnet_base_v2,late_fusion,10,2,I,source,3.0,0.1,0.7313453159041394,False,,
model_1_all_mpnet_base_v2,late_fusion,10,2,I,source,3.0,1.0,0.7410714285714285,False,,
model_1_all_mpnet_base_v2,late_fusion,10,2,I,source,3.0,10.0,0.7414604730781201,True,,
model_1_all_mpnet_base_v2,late_fusion,10,2,I,source_outer_full,0.0,0.01,0.7424458257791592,True,,
model_1_all_mpnet_base_v2,late_fusion,10,2,second_layer,,,0.01,0.7064879564879565,True,L1,base
model_1_all_mpnet_base_v2,late_fusion,10,2,second_layer,,,0.1,0.7064879564879565,False,L1,base
model_1_all_mpnet_base_v2,late_fusion,10,2,second_layer,,,1.0,0.7064879564879565,False,L1,base
model_1_all_mpnet_base_v2,late_fusion,10,2,second_layer,,,10.0,0.7064879564879565,False,L1,base
model_1_all_mpnet_base_v2,late_fusion,10,2,second_layer,,,0.01,0.7093477510144176,True,L1,augmented
model_1_all_mpnet_base_v2,late_fusion,10,2,second_layer,,,0.1,0.7072002072002072,False,L1,augmented
model_1_all_mpnet_base_v2,late_fusion,10,2,second_layer,,,1.0,0.7082685832685832,False,L1,augmented
model_1_all_mpnet_base_v2,late_fusion,10,2,second_layer,,,10.0,0.7082685832685832,False,L1,augmented
model_1_all_mpnet_base_v2,late_fusion,10,2,second_layer,,,0.01,0.6714473797807132,True,L2,base
model_1_all_mpnet_base_v2,late_fusion,10,2,second_layer,,,0.1,0.634690926357593,False,L2,base
model_1_all_mpnet_base_v2,late_fusion,10,2,second_layer,,,1.0,0.6126543209876543,False,L2,base
model_1_all_mpnet_base_v2,late_fusion,10,2,second_layer,,,10.0,0.6205214538547872,False,L2,base
model_1_all_mpnet_base_v2,late_fusion,10,2,second_layer,,,0.01,0.6608607441940776,True,L2,augmented
model_1_all_mpnet_base_v2,late_fusion,10,2,second_layer,,,0.1,0.6255180005180005,False,L2,augmented
model_1_all_mpnet_base_v2,late_fusion,10,2,second_layer,,,1.0,0.6078088578088578,False,L2,augmented
model_1_all_mpnet_base_v2,late_fusion,10,2,second_layer,,,10.0,0.6055426055426055,False,L2,augmented
model_1_all_mpnet_base_v2,late_fusion,10,2,second_layer,,,0.01,0.757683674350341,True,L3,base
model_1_all_mpnet_base_v2,late_fusion,10,2,second_layer,,,0.1,0.7266036432703099,False,L3,base
