embedding,fusion,repeat,level,base_auc,augmented_auc,delta_auc,base_pr_auc,augmented_pr_auc,delta_pr_auc,base_brier,augmented_brier,delta_brier,base_log_loss,augmented_log_loss,delta_log_loss,n
model_2_bge_large_en_v1_5,late_fusion,6,L2,0.7007282123561194,0.7536997885835095,0.05297157622739013,0.47945328307430346,0.529637186546565,0.05018390347226154,0.24356474490622645,0.2118020773846193,0.03176266752160717,1.4646189289049552,1.3089914275214432,0.155627501383512,142
model_2_bge_large_en_v1_5,late_fusion,6,L3,0.7728447263330984,0.8085506225041109,0.0357058961710125,0.5970757384849885,0.6277433354759177,0.030667596990929136,0.21184186970533816,0.19517855000505357,0.01666331970028459,0.890772659527513,0.8159185886804754,0.07485407084703766,142
model_2_bge_large_en_v1_5,late_fusion,6,L4,0.790932581630256,0.8094902513507165,0.018557669720460468,0.6108374349961365,0.6195069951667582,0.008669560170621704,0.20649657532533164,0.2051780177931617,0.001318557532169945,0.8309951452070754,0.8032958139437947,0.027699331263280724,142
model_2_bge_large_en_v1_5,late_fusion,7,L1,0.7486492835330044,0.7275076344843787,-0.0211416490486257,0.6100629246186187,0.5462699939989151,-0.06379293061970359,0.23985632919266028,0.22728133750859683,0.012574991684063452,0.6723204106701792,1.2541232393259956,-0.5818028286558163,142
model_2_bge_large_en_v1_5,late_fusion,7,L2,0.7260981912144703,0.7118863049095607,-0.014211886304909549,0.5801771940436677,0.5321533463926051,-0.0480238476510626,0.21332430109666728,0.2341843623306307,-0.020860061233963417,0.6114751793004659,1.4596023833171843,-0.8481272040167184,142
model_2_bge_large_en_v1_5,late_fusion,7,L3,0.8205308902983321,0.7857646229739252,-0.03476626732440691,0.7255615677826379,0.6093606260008504,-0.11620094178178753,0.2042714827257321,0.21434117462852822,-0.010069691902796135,0.5978944533731785,1.21777882462377,-0.6198843712505915,142
model_2_bge_large_en_v1_5,late_fusion,7,L4,0.8191214470284238,0.7810664787408974,-0.038054968287526414,0.7145737140374296,0.624199888447648,-0.09037382558978169,0.19744949156037156,0.21075084113044612,-0.013301349570074561,0.582649341041636,1.164186665069665,-0.581537324028029,142
model_2_bge_large_en_v1_5,late_fusion,8,L1,0.7009631195677707,0.7453605825698849,0.044397463002114224,0.5493859485449675,0.6034712762278577,0.054085327682890205,0.23323527782142825,0.20618943274919363,0.02704584507223462,0.659222194531704,0.6306381299604801,0.028584064571223977,142
model_2_bge_large_en_v1_5,late_fusion,8,L2,0.7009631195677707,0.7364341085271318,0.03547098895936107,0.5291153421167584,0.5922468458665135,0.06313150374975518,0.21873828491776567,0.204820391789818,0.013917893127947667,0.6300473859613673,0.6186359689082396,0.01141141705312776,142
model_2_bge_large_en_v1_5,late_fusion,8,L3,0.8003288700963119,0.8170072821235611,0.01667841202724918,0.7008160616981666,0.7480174426456138,0.04720138094744719,0.2020629440534862,0.18718579813134417,0.014877145922142038,0.5933186434312523,0.5604876688614645,0.032830974569787785,142
model_2_bge_large_en_v1_5,late_fusion,8,L4,0.7972750763448437,0.8092553441390651,0.011980267794221344,0.7001037896426451,0.7295256633369261,0.029421873694281064,0.19806497952833352,0.1872101674460065,0.010854812082327026,0.5841659755633698,0.5596387394448903,0.024527236118479512,142
model_2_bge_large_en_v1_5,late_fusion,9,L1,0.5950199671129903,0.8125440451021846,0.21752407798919426,0.40553077395675097,0.6391549822755794,0.23362420831882846,0.24670561761473453,0.1919333547175365,0.054772262897198026,0.6864360687998682,0.8829622679007644,-0.1965261991008962,142
model_2_bge_large_en_v1_5,late_fusion,9,L2,0.6685459243598778,0.7958656330749354,0.1273197087150576,0.49792923614314133,0.620654576259701,0.12272534011655967,0.22419158845257345,0.1811113820758828,0.04308020637669066,0.6395067435796467,0.8151320721578322,-0.17562532857818558,142
model_2_bge_large_en_v1_5,late_fusion,9,L3,0.8047921071176887,0.8484848484848484,0.043692741367159726,0.6745001943293034,0.6845435807748053,0.010043386445501845,0.2013407208412799,0.16848737577697825,0.03285334506430165,0.6057427522619193,0.7842654923406763,-0.17852274007875701,142
model_2_bge_large_en_v1_5,late_fusion,9,L4,0.803852478271083,0.8430819826168663,0.03922950434578332,0.7087934421616799,0.6706830602762548,-0.03811038188542515,0.18761158165299233,0.1694647650131713,0.01814681663982104,0.5581535819137748,0.7743221749261525,-0.21616859301237767,142
model_2_bge_large_en_v1_5,late_fusion,10,L1,0.6462297392529951,0.7061310782241015,0.05990133897110639,0.49248768719191455,0.5958124581542992,0.10332477096238463,0.24009446412635047,0.21664788036800303,0.023446583758347433,0.6689774440630251,0.614272357134288,0.0547050869287371,142
model_2_bge_large_en_v1_5,late_fusion,10,L2,0.7084801503406154,0.7120037585153863,0.0035236081747709314,0.551301880901563,0.5874004329168225,0.03609855201525958,0.22338742080070062,0.2140228686651013,0.009364552135599308,0.6345550907048655,0.6102485572092312,0.024306533495634275,142
model_2_bge_large_en_v1_5,late_fusion,10,L3,0.7599248296922716,0.7993892412497063,0.03946441155743474,0.6202541467290436,0.7083627295961128,0.08810858286706924,0.20087798221647135,0.19723154353891567,0.00364643867755568,0.5893195920686372,0.578973444137409,0.010346147931228122,142
model_2_bge_large_en_v1_5,late_fusion,10,L4,0.8064364575992482,0.79328165374677,-0.013154803852478247,0.6917215671876331,0.681975797950585,-0.009745769237048063,0.19757390487090407,0.1930719490343155,0.004501955836588578,0.5800057808867402,0.5716454183525943,0.008360362534145849,142
model_2_bge_large_en_v1_5,early_concat,1,L1,0.7425416960300681,0.7939863753817242,0.051444679351656086,0.5510697940091782,0.6219912776888848,0.07092148367970663,0.2325751844793298,0.2359168490901485,-0.003341664610818723,0.6562685452036013,0.6618224073624768,-0.005553862158875433,142
model_2_bge_large_en_v1_5,early_concat,1,L2,0.6880432229269439,0.7235142118863049,0.03547098895936107,0.5332249904995541,0.5707439341128084,0.03751894361325436,0.22479012944888588,0.1990480542103009,0.025742075238584988,0.6412528688527227,0.5903853638407296,0.05086750501199311,142
model_2_bge_large_en_v1_5,early_concat,1,L3,0.8047921071176884,0.7634484378670425,-0.04134366925064592,0.681333146008639,0.6591800245716941,-0.022153121436944923,0.2012000060407114,0.1906475093596686,0.0105524966810428,0.5901971786790553,0.5622273744834214,0.027969804195633885,142
model_2_bge_large_en_v1_5,early_concat,1,L4,0.8017383133662204,0.7958656330749354,-0.00587268029128496,0.6836325276290959,0.6805063605670415,-0.0031261670620543747,0.19139686779024134,0.18936743997529062,0.0020294278149507183,0.565557634518988,0.5592074296506887,0.006350204868299292,142
model_2_bge_large_en_v1_5,early_concat,2,L1,0.6239135541461123,0.7096546863988724,0.08574113225276014,0.43979869495889923,0.5422218378480218,0.10242314288912258,0.23460587657909204,0.22711583208358596,0.007490044495506082,0.6597855020285858,0.643716998758581,0.016068503270004753,142
model_2_bge_large_en_v1_5,early_concat,2,L2,0.6781771200375851,0.6932111815832745,0.015034061545689426,0.5377667966283304,0.5411592356387753,0.0033924390104449476,0.2167443592907995,0.2084587185128618,0.008285640777937697,0.624777146273287,0.6068523921408694,0.017924754132417564,142
model_2_bge_large_en_v1_5,early_concat,2,L3,0.8003288700963119,0.7756636128729153,-0.02466525722339663,0.6633634482073255,0.6362391183128558,-0.027124329894469668,0.20103440443970255,0.20221526811659912,-0.0011808636768965708,0.5909429368710314,0.6018119187129828,-0.010868981841951397,142
model_2_bge_large_en_v1_5,early_concat,2,L4,0.7890533239370449,0.788583509513742,-0.00046981442330285006,0.6868010475004833,0.6873888586848347,0.0005878111843513611,0.19863324819827735,0.1977276622588197,0.0009055859394576649,0.584577496705724,0.58268478686098,0.0018927098447439894,142
model_2_bge_large_en_v1_5,early_concat,3,L1,0.6727742541696029,0.7890533239370449,0.11627906976744196,0.46430038912216265,0.6082456362508336,0.14394524712867096,0.23657602044433276,0.22546468158806166,0.011111338856271108,0.6651060330350403,0.6423050614913514,0.022800971543688986,142
model_2_bge_large_en_v1_5,early_concat,3,L2,0.7237491190979564,0.7618040873854827,0.0380549682875263,0.5891285979659135,0.6332461530887414,0.04411755512282789,0.2040715202921006,0.1822406725842471,0.021830847707853512,0.593167085557116,0.5470995305529922,0.04606755500412374,142
model_2_bge_large_en_v1_5,early_concat,3,L3,0.825698848954663,0.8271082922245713,0.0014094432699083281,0.6977387958354795,0.692118789038538,-0.0056200067969415235,0.18965733378259067,0.18621355128120792,0.0034437825013827472,0.5646655314856445,0.5557440513870829,0.00892148009856153,142
model_2_bge_large_en_v1_5,early_concat,3,L4,0.8022081277895232,0.8015034061545689,-0.0007047216349542751,0.7019197366133857,0.7021139329057245,0.00019419629233885516,0.18221972059141844,0.18148134411537606,0.000738376476042385,0.5429704162813529,0.5414009525832589,0.0015694636980939647,142
model_2_bge_large_en_v1_5,early_concat,4,L1,0.6906272022551092,0.7801268498942918,0.08949964763918261,0.4946646501606582,0.6412741033681232,0.146609453207465,0.23263429416872003,0.23433935477012507,-0.0017050606014050451,0.6558246876119479,0.6610792769098434,-0.005254589297895462,142
model_2_bge_large_en_v1_5,early_concat,4,L2,0.653276955602537,0.7251585623678647,0.07188160676532773,0.4763257232183167,0.586252740086451,0.10992701686813433,0.22811910734748303,0.19660685397059197,0.031512253376891064,0.6505440510814281,0.5770320902873064,0.0735119607941217,142
model_2_bge_large_en_v1_5,early_concat,4,L3,0.816302560488607,0.816302560488607,0.0,0.710092727143663,0.7098260241533612,-0.0002667029903018481,0.20666322653281743,0.20594456688252394,0.0007186596502934961,0.6039012921107381,0.6024405359852081,0.0014607561255299828,142
model_2_bge_large_en_v1_5,early_concat,4,L4,0.8094902513507166,0.8099600657740192,0.000469814423302628,0.702846758285989,0.7037587094308418,0.0009119511448528739,0.19995407154397973,0.19898493484790952,0.0009691366960702108,0.588804905467785,0.5868065848124632,0.0019983206553217947,142
model_2_bge_large_en_v1_5,early_concat,5,L1,0.6943857176415316,0.7361992013154803,0.04181348367394877,0.5141424102021279,0.5759979882488876,0.061855578046759674,0.23499113513016787,0.2162011724792416,0.01878996265092628,0.6612544619862716,0.6221358291834613,0.03911863280281025,142
model_2_bge_large_en_v1_5,early_concat,5,L2,0.6476391825229034,0.7399577167019027,0.09231853417899927,0.5061881656867542,0.6153598882439528,0.10917172255719865,0.225248465237732,0.191019915415583,0.03422854982214901,0.6393139297940361,0.5648944721369595,0.07441945765707658,142
model_2_bge_large_en_v1_5,early_concat,5,L3,0.792107117688513,0.7923420249001644,0.000234907211651314,0.6710309526976306,0.6719986754217795,0.0009677227241489117,0.19959446412006324,0.19888422992773078,0.0007102341923324595,0.586188592745465,0.5847034660355565,0.0014851267099085241,142
model_2_bge_large_en_v1_5,early_concat,5,L4,0.7984496124031009,0.7975099835564953,-0.0009396288466055891,0.7161261204964308,0.7151853561881252,-0.0009407643083055861,0.1936632542774464,0.19280661992294398,0.0008566343545024224,0.573808302410438,0.5720601465560793,0.001748155854358724,142
model_2_bge_large_en_v1_5,early_concat,6,L1,0.740662438336857,0.7615691801738314,0.020906741836974385,0.5775225035747777,0.618026318345946,0.04050381477116827,0.22974917164817904,0.21528922582891435,0.014459945819264686,0.6508867148888083,0.6193776505321675,0.031509064356640804,142
model_2_bge_large_en_v1_5,early_concat,6,L2,0.6535118628141884,0.7251585623678647,0.07164669955367631,0.46822655373635436,0.5955869482312967,0.1273603944949423,0.225423031889315,0.19507281502842963,0.030350216860885376,0.642918624736167,0.5740335553597353,0.06888506937643168,142
model_2_bge_large_en_v1_5,early_concat,6,L3,0.7946910970166785,0.7890533239370447,-0.005637773079633757,0.6874400435169209,0.6929456985448006,0.005505655027879697,0.198300917067444,0.19049382226788744,0.0078070947995565465,0.5829261380366181,0.5652723784856296,0.017653759550988468,142
model_2_bge_large_en_v1_5,early_concat,6,L4,0.7939863753817242,0.7935165609584214,-0.00046981442330285006,0.6693685645932674,0.6688549299789401,-0.0005136346143272963,0.19012147374889907,0.18923462533996613,0.0008868484089329387,0.5626227729926169,0.5606619957998349,0.0019607771927819817,142
model_2_bge_large_en_v1_5,early_concat,7,L1,0.6920366455250175,0.7660324171952079,0.07399577167019034,0.49469406505677727,0.6304198384073492,0.1357257733505719,0.23591009011165523,0.223415818703892,0.012494271407763241,0.6634830089952363,0.6391374564233726,0.02434555257186366,142
model_2_bge_large_en_v1_5,early_concat,7,L2,0.6452901104063894,0.7493540051679586,0.10406389476156919,0.5045010097414124,0.6544534800191316,0.14995247027771919,0.23265856570522697,0.18258175266986787,0.0500768130353591,0.6617568013249475,0.5506686597752672,0.11108814154968027,142
model_2_bge_large_en_v1_5,early_concat,7,L3,0.7838853652807141,0.8071411792342025,0.023255813953488413,0.6741449692069076,0.6505024924976271,-0.023642476709280436,0.20113369258261532,0.19159302439897055,0.009540668183644768,0.5892822076983045,0.5795973644185705,0.009684843279734068,142
model_2_bge_large_en_v1_5,early_concat,7,L4,0.8062015503875969,0.8064364575992482,0.000234907211651314,0.7030697032556997,0.7038774312094604,0.0008077279537607174,0.19978801504702495,0.1988270326714434,0.000960982375581565,0.5880321858653532,0.58605764008125,0.0019745457841031655,142
model_2_bge_large_en_v1_5,early_concat,8,L1,0.676297862344374,0.7639182522903453,0.08762038994597132,0.5015570407868454,0.6451066096847969,0.14354956889795156,0.23948519872869917,0.22547000760181227,0.0140151911268869,0.6716159994779967,0.6441954473869135,0.027420552091083183,142
model_2_bge_large_en_v1_5,early_concat,8,L2,0.6833450786939159,0.7127084801503406,0.029363401456424687,0.5568166062690931,0.6032665617135891,0.04644995544449593,0.2146680996140588,0.19676941759480712,0.017898682019251683,0.6185068482969429,0.581846113682849,0.036660734614093915,142
model_2_bge_large_en_v1_5,early_concat,8,L3,0.8118393234672304,0.7874089734554851,-0.024430350011745317,0.7049127406367602,0.6806190228598746,-0.024293717776885604,0.20719762223399163,0.1985122811385434,0.008685341095448218,0.6046801260449851,0.5896292930660967,0.015050832978888429,142
model_2_bge_large_en_v1_5,early_concat,8,L4,0.8019732205778716,0.8017383133662204,-0.00023490721165120299,0.6969558149391403,0.6978517557228796,0.0008959407837393352,0.20144792846224527,0.20048489747358314,0.000963030988662128,0.5918101542316553,0.5898251986537784,0.0019849555778769234,142
model_2_bge_large_en_v1_5,early_concat,9,L1,0.6351891003053795,0.7587502936340146,0.12356119332863513,0.4639936362016335,0.6482775686482463,0.18428393244661279,0.22900590678463437,0.2316686153573002,-0.002662708572665845,0.6493185889465577,0.655851747375377,-0.006533158428819297,142
model_2_bge_large_en_v1_5,early_concat,9,L2,0.6643175945501527,0.7296217993892412,0.0653042048390885,0.5187308008190492,0.5696718474318073,0.05094104661275811,0.2212224457301191,0.19604214002090714,0.025180305709211953,0.636370832015154,0.5817073926009357,0.05466343941421825,142
model_2_bge_large_en_v1_5,early_concat,9,L3,0.7958656330749354,0.7552266854592435,-0.04063894761569187,0.6636172339768577,0.6362380927618637,-0.027379141214993963,0.2017830315767051,0.1919785893512705,0.009804442225434612,0.590442862228018,0.5727056383055201,0.01773722392249788,142
model_2_bge_large_en_v1_5,early_concat,9,L4,0.7982147051914494,0.7968052619215409,-0.0014094432699085502,0.6966534468345993,0.6959145985097847,-0.0007388483248146338,0.1852970233913997,0.1845304556138415,0.000766567777558208,0.5553360915662136,0.5537077094043168,0.0016283821618967576,142
model_2_bge_large_en_v1_5,early_concat,10,L1,0.7190509748649283,0.7615691801738312,0.042518205308902934,0.5628444952143992,0.630056833019405,0.0672123378050058,0.24889116116893625,0.2384578651630303,0.010433296005905951,0.6909293540525602,0.6698716280991331,0.02105772595342703,142
model_2_bge_large_en_v1_5,early_concat,10,L2,0.6683110171482265,0.7136481089969462,0.0453370918487197,0.55157656017131,0.5998356713820328,0.048259111210722794,0.2262876088196229,0.20297566496513253,0.02331194385449037,0.6460562107912481,0.5928834957611255,0.05317271503012255,142
model_2_bge_large_en_v1_5,early_concat,10,L3,0.7735494479680527,0.7608644585388773,-0.012684989429175397,0.6204173376247569,0.6012897371928259,-0.01912760043193107,0.20198914048690206,0.20134412338941027,0.0006450170974917901,0.5945275061382719,0.6006664849782746,-0.006138978840002696,142
model_2_bge_large_en_v1_5,early_concat,10,L4,0.7885835095137421,0.7897580455719991,0.0011745360582570141,0.6132227444004922,0.6168486199890948,0.0036258755886026117,0.19638894741534593,0.19557678913768448,0.0008121582776614567,0.5810550664265836,0.5792261859939583,0.0018288804326253016,142
