representation,repeat,draw,domain_type,base_roc_auc,enhanced_roc_auc,base_pr_auc,enhanced_pr_auc,base_brier,enhanced_brier,base_log_loss,enhanced_log_loss,delta_auc,delta_pr_auc,delta_brier,delta_log_loss,interpretation_scope
tfidf,1,59,fake,0.9011040638947616,0.9189570119802678,0.7642681032289976,0.7919243129394045,0.13809243747742023,0.13908714927063184,0.4528686981377528,0.4573159564883448,0.017852948085506193,0.02765620971040683,-0.0009947117932116167,-0.004447258350591954,targeted_post_result_sensitivity_real_D_vs_label_stratified_fake_D
tfidf,1,60,fake,0.8703312191684285,0.9055673009161381,0.7306128108695944,0.7746146473405042,0.13965747617957108,0.12815726693771423,0.4619270615614451,0.43101747305737986,0.03523608174770965,0.04400183647090983,0.011500209241856851,0.030909588504065222,targeted_post_result_sensitivity_real_D_vs_label_stratified_fake_D
tfidf,1,61,fake,0.9065069297627438,0.9032182287996242,0.7771034710307755,0.7829081134359666,0.1336522214239905,0.1447505182492155,0.4178284645613812,0.4433266148419461,-0.0032887009631196173,0.005804642405191074,-0.011098296825225007,-0.025498150280564902,targeted_post_result_sensitivity_real_D_vs_label_stratified_fake_D
tfidf,1,62,fake,0.8884190744655861,0.8834860230209067,0.7609619968379642,0.7545028901655129,0.1427344048653204,0.14786469298682325,0.44878997598251225,0.4672201663649673,-0.0049330514446793705,-0.006459106672451309,-0.005130288121502846,-0.01843019038245508,targeted_post_result_sensitivity_real_D_vs_label_stratified_fake_D
tfidf,1,63,fake,0.9379844961240309,0.9358703312191684,0.8627156825855341,0.86018197847947,0.11076681233573288,0.11894741459032485,0.35122961383794804,0.3702057412076906,-0.002114164904862492,-0.0025337041060641274,-0.008180602254591968,-0.01897612736974258,targeted_post_result_sensitivity_real_D_vs_label_stratified_fake_D
tfidf,1,64,fake,0.9060371153394409,0.9109701667841203,0.7818965218091302,0.7773867160565059,0.13312014714427745,0.13086540154318455,0.4251959604793247,0.43803321106354054,0.0049330514446794815,-0.004509805752624274,0.0022547456010929,-0.012837250584215865,targeted_post_result_sensitivity_real_D_vs_label_stratified_fake_D
tfidf,1,65,fake,0.9163730326521025,0.9384543105473337,0.8137814731990494,0.8362282843135136,0.13187398425032612,0.12217624787627021,0.4075034308061206,0.3903171025433155,0.022081277895231288,0.022446811114464227,0.00969773637405591,0.01718632826280514,targeted_post_result_sensitivity_real_D_vs_label_stratified_fake_D
tfidf,1,66,fake,0.9046276720695325,0.8820765797509984,0.8124176565490019,0.6894975786891948,0.13591142650160018,0.14797169819317407,0.41455845781780176,0.6508820880275548,-0.02255109231853414,-0.12292007785980708,-0.012060271691573893,-0.236323630209753,targeted_post_result_sensitivity_real_D_vs_label_stratified_fake_D
tfidf,1,67,fake,0.8686868686868686,0.8830162085976039,0.728021913388925,0.7566432731073552,0.15265527104228926,0.1534334708207248,0.4841234327876757,0.47142150309107733,0.014329339910735261,0.028621359718430273,-0.0007781997784355454,0.01270192969659839,targeted_post_result_sensitivity_real_D_vs_label_stratified_fake_D
tfidf,1,68,fake,0.9389241249706366,0.9269438571764153,0.8522550342493134,0.8144265230366471,0.11971992249960978,0.13158071223630322,0.37772012272550326,0.41302594446874036,-0.011980267794221344,-0.03782851121266628,-0.011860789736693439,-0.0353058217432371,targeted_post_result_sensitivity_real_D_vs_label_stratified_fake_D
tfidf,1,69,fake,0.930937279774489,0.9046276720695325,0.8377206369958625,0.7893945290609629,0.12048901433816524,0.13373187920489346,0.3794508285626451,0.4144201858743377,-0.026309607704956495,-0.048326107934899665,-0.013242864866728224,-0.034969357311692595,targeted_post_result_sensitivity_real_D_vs_label_stratified_fake_D
tfidf,1,70,fake,0.91261451726568,0.9144937749588913,0.8478076539078525,0.8599721290162277,0.12969856098764293,0.13458504069859326,0.3973645576450884,0.4113787499267929,0.0018792576932112892,0.01216447510837515,-0.0048864797109503255,-0.01401419228170453,targeted_post_result_sensitivity_real_D_vs_label_stratified_fake_D
tfidf,1,71,fake,0.9041578576462297,0.9053323937044868,0.782301082266756,0.7751972249742428,0.14421838462653275,0.14335436491301765,0.4481677503924377,0.4464506019674887,0.0011745360582571251,-0.0071038572925131716,0.0008640197135151018,0.001717148424949022,targeted_post_result_sensitivity_real_D_vs_label_stratified_fake_D
tfidf,1,72,fake,0.917312661498708,0.9126145172656801,0.8412894008774129,0.8180882405935883,0.12885724262567116,0.13675379544198643,0.393310487187222,0.42042313017453553,-0.0046981442330279455,-0.023201160283824573,-0.007896552816315267,-0.02711264298731353,targeted_post_result_sensitivity_real_D_vs_label_stratified_fake_D
tfidf,1,73,fake,0.9121447028423773,0.8675123326286117,0.8288181899644457,0.7238314499887049,0.12806267763466536,0.1514685870431705,0.3957297866518662,0.5532367432281957,-0.04463237021376554,-0.10498673997574082,-0.02340590940850515,-0.15750695657632952,targeted_post_result_sensitivity_real_D_vs_label_stratified_fake_D
tfidf,1,74,fake,0.9100305379375146,0.9215409913084331,0.8197326262309855,0.829336225161044,0.13154502364668313,0.13486129671967398,0.41213201959852164,0.4166477670705871,0.011510453370918494,0.009603598930058466,-0.003316273072990844,-0.004515747472065457,targeted_post_result_sensitivity_real_D_vs_label_stratified_fake_D
tfidf,1,75,fake,0.8856001879257693,0.8952313836034766,0.7886001488261996,0.7902379874638514,0.14161114130354485,0.14551884399962342,0.43519531562188873,0.44785290890538626,0.009631195677707316,0.0016378386376518783,-0.003907702696078569,-0.012657593283497526,targeted_post_result_sensitivity_real_D_vs_label_stratified_fake_D
tfidf,1,76,fake,0.8827813013859526,0.9060371153394409,0.7611553250349345,0.7964459062716299,0.14441330034749367,0.1371467895831543,0.45254721200777237,0.42091968938022056,0.023255813953488302,0.03529058123669537,0.007266510764339373,0.03162752262755181,targeted_post_result_sensitivity_real_D_vs_label_stratified_fake_D
tfidf,1,77,fake,0.9022785999530185,0.8863049095607235,0.7758862336997264,0.7543978476551092,0.13457249846528405,0.15221003052929255,0.4227371455381257,0.46852197842425986,-0.015973690392295015,-0.021488386044617225,-0.017637532064008504,-0.045784832886134164,targeted_post_result_sensitivity_real_D_vs_label_stratified_fake_D
tfidf,1,78,fake,0.9100305379375146,0.9093258163025605,0.7865362287847972,0.7952864711752589,0.13075042567546957,0.13962144401256524,0.40966329180142846,0.42996259149676164,-0.0007047216349541641,0.008750242390461627,-0.008871018337095665,-0.020299299695333173,targeted_post_result_sensitivity_real_D_vs_label_stratified_fake_D
tfidf,1,79,fake,0.9154334038054968,0.9123796100540287,0.8341181895573554,0.8277833816114404,0.1337667396481915,0.13763046978751123,0.40961996766356257,0.4226786703234485,-0.0030537937514680813,-0.006334807945915011,-0.003863730139319732,-0.013058702659885957,targeted_post_result_sensitivity_real_D_vs_label_stratified_fake_D
tfidf,1,80,fake,0.9105003523608175,0.913789053323937,0.7987676869444862,0.8003061150929335,0.13004135602097697,0.13475934297808692,0.4045045572406379,0.4230699976600046,0.0032887009631195063,0.0015384281484472906,-0.004717986957109954,-0.018565440419366697,targeted_post_result_sensitivity_real_D_vs_label_stratified_fake_D
tfidf,1,81,fake,0.9065069297627437,0.9252995066948555,0.7796395520606415,0.8415165548813462,0.1346382737677077,0.12798122926263095,0.43292097155193277,0.39601947618761685,0.018792576932111782,0.06187700282070474,0.006657044505076759,0.03690149536431592,targeted_post_result_sensitivity_real_D_vs_label_stratified_fake_D
tfidf,1,82,fake,0.9375146817007282,0.9299976509278833,0.8616570224940872,0.8311215888938837,0.11554618753679709,0.12290068510207497,0.3649552862607095,0.39117699003851364,-0.007517030772844824,-0.0305354336002035,-0.0073544975652778816,-0.02622170377780414,targeted_post_result_sensitivity_real_D_vs_label_stratified_fake_D
tfidf,1,83,fake,0.9213060840967818,0.9245947850599013,0.8225358428993148,0.8263155175890955,0.11787480665032458,0.11706334408284055,0.37735884258955144,0.3813132613437111,0.0032887009631195063,0.0037796746897806877,0.0008114625674840309,-0.003954418754159639,targeted_post_result_sensitivity_real_D_vs_label_stratified_fake_D
tfidf,1,84,fake,0.9095607235142118,0.9144937749588913,0.8161072668466077,0.8226364217898124,0.1289789369707985,0.1346736205698978,0.40152908442234925,0.419103231148017,0.0049330514446794815,0.006529154943204718,-0.005694683599099276,-0.01757414672566776,targeted_post_result_sensitivity_real_D_vs_label_stratified_fake_D
tfidf,1,85,fake,0.9018087855297159,0.9133192389006342,0.8190218397617568,0.8219955250407046,0.13959906545667788,0.13575598059198188,0.4354401677250935,0.4125215717385152,0.011510453370918272,0.002973685278947813,0.003843084864696006,0.02291859598657825,targeted_post_result_sensitivity_real_D_vs_label_stratified_fake_D
tfidf,1,86,fake,0.9241249706365985,0.945736434108527,0.8475268070637062,0.8825932182339435,0.11656670537344425,0.11059377361490451,0.376145377047563,0.3509332117210943,0.02161146347192855,0.035066411170237344,0.005972931758539746,0.025212165326468694,targeted_post_result_sensitivity_real_D_vs_label_stratified_fake_D
