experiment,condition,draw_id,embedding_model,fusion_method,model_level,model_name,n,auc,pr_auc,brier,log_loss
pairing,structure_matched_random,50,model_1_all_mpnet_base_v2,early_concat,L1,augmented,142,0.7331454075640121,0.5762458622192954,0.2356400273589117,0.6608325325402576
pairing,random,1,model_1_all_mpnet_base_v2,late_fusion,L1,augmented,142,0.6431759455015269,0.5370453812050826,0.2240028403627133,0.6490550589126491
pairing,random,2,model_1_all_mpnet_base_v2,late_fusion,L1,augmented,142,0.5853887714352831,0.35099914919038755,0.298299693841365,2.130803577719379
pairing,random,3,model_1_all_mpnet_base_v2,late_fusion,L1,augmented,142,0.6274371623208833,0.4659966452028164,0.24266054818762164,0.6776319158180879
pairing,random,4,model_1_all_mpnet_base_v2,late_fusion,L1,augmented,142,0.5809255344139064,0.4696514883383683,0.24179939834993353,0.7031112419052362
pairing,random,5,model_1_all_mpnet_base_v2,late_fusion,L1,augmented,142,0.649753347427766,0.3872235458110973,0.2899118617652499,0.903330058850025
pairing,random,6,model_1_all_mpnet_base_v2,late_fusion,L1,augmented,142,0.5205543810194971,0.3143177690777904,0.33312516239695983,2.5167184266261824
pairing,random,7,model_1_all_mpnet_base_v2,late_fusion,L1,augmented,142,0.6269673478975804,0.4610614134520653,0.24571613820030042,0.6846877885375265
pairing,random,8,model_1_all_mpnet_base_v2,late_fusion,L1,augmented,142,0.6939159032182288,0.6080835213091131,0.2222036564188719,0.6454745769756278
pairing,random,9,model_1_all_mpnet_base_v2,late_fusion,L1,augmented,142,0.6596194503171247,0.5418517080804715,0.22831883434277275,0.6582316792209834
pairing,random,10,model_1_all_mpnet_base_v2,late_fusion,L1,augmented,142,0.6972046041813484,0.5938062416068272,0.22349742042108392,0.6497799662308835
pairing,random,11,model_1_all_mpnet_base_v2,late_fusion,L1,augmented,142,0.6607939863753818,0.5284929295475782,0.23224445484539213,0.6669509184303138
pairing,random,12,model_1_all_mpnet_base_v2,late_fusion,L1,augmented,142,0.6732440685929058,0.5398336785126768,0.23254286259711204,0.667884571074841
pairing,random,13,model_1_all_mpnet_base_v2,late_fusion,L1,augmented,142,0.60840967817712,0.44396269341990374,0.24302882975816686,0.6897680210390231
pairing,random,14,model_1_all_mpnet_base_v2,late_fusion,L1,augmented,142,0.6525722339675828,0.5403756701168687,0.22300974029903806,0.646326757467362
pairing,random,15,model_1_all_mpnet_base_v2,late_fusion,L1,augmented,142,0.6293164200140944,0.5225677260259697,0.22771553168271633,0.6580111232224406
pairing,random,16,model_1_all_mpnet_base_v2,late_fusion,L1,augmented,142,0.6549213060840967,0.5312422447561899,0.22573322885394947,0.6543155005738025
pairing,random,17,model_1_all_mpnet_base_v2,late_fusion,L1,augmented,142,0.6950904392764857,0.5826546317992175,0.22103481247856205,0.641465386573122
pairing,random,18,model_1_all_mpnet_base_v2,late_fusion,L1,augmented,142,0.7098895936105237,0.5666049364768008,0.23705810816386064,0.6673694069025385
pairing,random,19,model_1_all_mpnet_base_v2,late_fusion,L1,augmented,142,0.6159267089499647,0.4072396402334798,0.2687841941794111,0.8742819150448716
pairing,random,20,model_1_all_mpnet_base_v2,late_fusion,L1,augmented,142,0.7408973455485084,0.5700982628104552,0.23049526366399084,0.6541494586195357
pairing,random,21,model_1_all_mpnet_base_v2,late_fusion,L1,augmented,142,0.7260981912144704,0.5856053396618386,0.21883435931665382,0.657661258958489
pairing,random,22,model_1_all_mpnet_base_v2,late_fusion,L1,augmented,142,0.6591496358938219,0.4869252909115041,0.23681906852479118,0.6653690891890152
pairing,random,23,model_1_all_mpnet_base_v2,late_fusion,L1,augmented,142,0.7340850364106177,0.6086182101562627,0.22986068275512445,0.6637292327777352
pairing,random,24,model_1_all_mpnet_base_v2,late_fusion,L1,augmented,142,0.6762978623443738,0.5289518682471124,0.23619703627983654,0.6641511530491371
pairing,random,25,model_1_all_mpnet_base_v2,late_fusion,L1,augmented,142,0.6988489546629082,0.5687485003965157,0.22427972909214008,0.6498829122244756
pairing,random,26,model_1_all_mpnet_base_v2,late_fusion,L1,augmented,142,0.6711299036880434,0.5372395074191552,0.23063158992596025,0.6547795289567283
pairing,random,27,model_1_all_mpnet_base_v2,late_fusion,L1,augmented,142,0.6450552031947381,0.4250411964677063,0.29068564505505834,1.2740815345100795
pairing,random,28,model_1_all_mpnet_base_v2,late_fusion,L1,augmented,142,0.680526192154099,0.5499226595193295,0.22856235571678862,0.6572895600441963
pairing,random,29,model_1_all_mpnet_base_v2,late_fusion,L1,augmented,142,0.6720695325346489,0.5311387577344413,0.22514044698185864,0.6496888118650624
pairing,random,30,model_1_all_mpnet_base_v2,late_fusion,L1,augmented,142,0.6678412027249238,0.4783075323399365,0.23476809839156657,0.6686053711790664
pairing,random,31,model_1_all_mpnet_base_v2,late_fusion,L1,augmented,142,0.6918017383133662,0.5883393702994995,0.22593569559656987,0.6533633116284366
pairing,random,32,model_1_all_mpnet_base_v2,late_fusion,L1,augmented,142,0.6807610993657505,0.43336492191488135,0.2562559326990037,0.8015789071566195
pairing,random,33,model_1_all_mpnet_base_v2,late_fusion,L1,augmented,142,0.7108292224571295,0.5618608321412637,0.2318004678587797,0.6551114528492707
pairing,random,34,model_1_all_mpnet_base_v2,late_fusion,L1,augmented,142,0.69579516091144,0.5573479505607852,0.22754112860204015,0.6475954275448598
pairing,random,35,model_1_all_mpnet_base_v2,late_fusion,L1,augmented,142,0.641531595019967,0.5379939675895786,0.2242555124965538,0.6497885338758334
pairing,random,36,model_1_all_mpnet_base_v2,late_fusion,L1,augmented,142,0.6678412027249236,0.4455959922523268,0.2648839324922448,0.7674051435713632
pairing,random,37,model_1_all_mpnet_base_v2,late_fusion,L1,augmented,142,0.6629081512802443,0.463438801040185,0.24467880155155455,0.6820515491548865
pairing,random,38,model_1_all_mpnet_base_v2,late_fusion,L1,augmented,142,0.6828752642706131,0.5575422287786324,0.22744919015933474,0.6511645010335669
pairing,random,39,model_1_all_mpnet_base_v2,late_fusion,L1,augmented,142,0.603711533944092,0.4081638242859885,0.2464426793007241,0.6965075111092366
pairing,random,40,model_1_all_mpnet_base_v2,late_fusion,L1,augmented,142,0.6619685224336387,0.536598240749333,0.2279421317586267,0.6601785941668323
pairing,random,41,model_1_all_mpnet_base_v2,late_fusion,L1,augmented,142,0.6624383368569415,0.46618260051952665,0.24274666403677428,0.6957621374167003
pairing,random,42,model_1_all_mpnet_base_v2,late_fusion,L1,augmented,142,0.6539816772374911,0.5444884574519934,0.23839915885912133,0.681032154382226
pairing,random,43,model_1_all_mpnet_base_v2,late_fusion,L1,augmented,142,0.6377730796335447,0.44342090442232585,0.283571734154746,1.0466318049762566
pairing,random,44,model_1_all_mpnet_base_v2,late_fusion,L1,augmented,142,0.7260981912144703,0.6194352422260856,0.22772059035378983,0.6557770993970853
pairing,random,45,model_1_all_mpnet_base_v2,late_fusion,L1,augmented,142,0.6532769556025371,0.485826333702591,0.2422063068449051,0.6772937427313338
pairing,random,46,model_1_all_mpnet_base_v2,late_fusion,L1,augmented,142,0.6737138830162087,0.5244258797648185,0.23725461005974074,0.6660379462209696
