experiment,condition,draw_id,embedding_model,fusion_method,model_level,model_name,n,auc,pr_auc,brier,log_loss,domain_variant,base_auc,augmented_auc,delta_auc,base_pr_auc,augmented_pr_auc,delta_pr_auc,base_brier,augmented_brier,delta_brier,base_log_loss,augmented_log_loss,delta_log_loss
fake_d,fake_d,37,model_1_all_mpnet_base_v2,early_concat,L3,augmented,142.0,0.7813013859525487,0.6497638442469134,0.1826202898910362,0.5634842660465116,Fake-D,,,,,,,,,,,,
fake_d,fake_d,37,model_1_all_mpnet_base_v2,early_concat,L3,base,142.0,0.7704956542165844,0.6136293745947706,0.19020942958565132,0.5783732152063175,Fake-D,,,,,,,,,,,,
fake_d,fake_d,37,model_1_all_mpnet_base_v2,early_concat,L3,,,,,,,Fake-D,0.7704956542165844,0.7813013859525487,0.01080573173596433,0.6136293745947706,0.6497638442469134,0.03613446965214273,0.19020942958565132,0.1826202898910362,0.00758913969461511,0.5783732152063175,0.5634842660465116,0.014888949159805875
fake_d,fake_d,38,model_1_all_mpnet_base_v2,early_concat,L3,augmented,142.0,0.733615221987315,0.5931261623569819,0.19453869195605408,0.5958884637263451,Fake-D,,,,,,,,,,,,
fake_d,fake_d,38,model_1_all_mpnet_base_v2,early_concat,L3,base,142.0,0.7051914493774959,0.48908455380393817,0.20711132921093087,0.6147281718338206,Fake-D,,,,,,,,,,,,
fake_d,fake_d,38,model_1_all_mpnet_base_v2,early_concat,L3,,,,,,,Fake-D,0.7051914493774959,0.733615221987315,0.028423772609819098,0.48908455380393817,0.5931261623569819,0.10404160855304373,0.20711132921093087,0.19453869195605408,0.012572637254876784,0.6147281718338206,0.5958884637263451,0.018839708107475484
fake_d,fake_d,39,model_1_all_mpnet_base_v2,early_concat,L3,augmented,142.0,0.7474747474747475,0.6012750094196767,0.18071438163593612,0.5553117812797816,Fake-D,,,,,,,,,,,,
fake_d,fake_d,39,model_1_all_mpnet_base_v2,early_concat,L3,base,142.0,0.737138830162086,0.6148965129802985,0.18518795894145051,0.5660753259324055,Fake-D,,,,,,,,,,,,
fake_d,fake_d,39,model_1_all_mpnet_base_v2,early_concat,L3,,,,,,,Fake-D,0.737138830162086,0.7474747474747475,0.01033591731266148,0.6148965129802985,0.6012750094196767,-0.01362150356062175,0.18518795894145051,0.18071438163593612,0.004473577305514398,0.5660753259324055,0.5553117812797816,0.010763544652623858
fake_d,fake_d,40,model_1_all_mpnet_base_v2,early_concat,L3,augmented,142.0,0.72774254169603,0.5768351016531644,0.19511971444415557,0.5973378372511243,Fake-D,,,,,,,,,,,,
fake_d,fake_d,40,model_1_all_mpnet_base_v2,early_concat,L3,base,142.0,0.7122386657270379,0.5452582629107724,0.20780223937887132,0.6095440911761746,Fake-D,,,,,,,,,,,,
fake_d,fake_d,40,model_1_all_mpnet_base_v2,early_concat,L3,,,,,,,Fake-D,0.7122386657270379,0.72774254169603,0.015503875968992165,0.5452582629107724,0.5768351016531644,0.03157683874239203,0.20780223937887132,0.19511971444415557,0.01268252493471575,0.6095440911761746,0.5973378372511243,0.012206253925050259
fake_d,fake_d,41,model_1_all_mpnet_base_v2,early_concat,L3,augmented,142.0,0.7488841907446558,0.642429492788535,0.17727828260933864,0.629677838673007,Fake-D,,,,,,,,,,,,
fake_d,fake_d,41,model_1_all_mpnet_base_v2,early_concat,L3,base,142.0,0.7493540051679586,0.643387498180912,0.17757357818244834,0.6258994754654792,Fake-D,,,,,,,,,,,,
fake_d,fake_d,41,model_1_all_mpnet_base_v2,early_concat,L3,,,,,,,Fake-D,0.7493540051679586,0.7488841907446558,-0.00046981442330273904,0.643387498180912,0.642429492788535,-0.0009580053923770038,0.17757357818244834,0.17727828260933864,0.00029529557310969956,0.6258994754654792,0.629677838673007,-0.0037783632075277795
fake_d,fake_d,42,model_1_all_mpnet_base_v2,early_concat,L3,augmented,142.0,0.7390180878552972,0.6181836252986788,0.1810337363953868,0.5730594727479756,Fake-D,,,,,,,,,,,,
fake_d,fake_d,42,model_1_all_mpnet_base_v2,early_concat,L3,base,142.0,0.7305614282358469,0.592913686021952,0.1913893711054342,0.5746672918668487,Fake-D,,,,,,,,,,,,
fake_d,fake_d,42,model_1_all_mpnet_base_v2,early_concat,L3,,,,,,,Fake-D,0.7305614282358469,0.7390180878552972,0.008456659619450302,0.592913686021952,0.6181836252986788,0.025269939276726716,0.1913893711054342,0.1810337363953868,0.010355634710047384,0.5746672918668487,0.5730594727479756,0.0016078191188730884
fake_d,fake_d,43,model_1_all_mpnet_base_v2,early_concat,L3,augmented,142.0,0.7026074700493307,0.576774342217877,0.2017429376828819,0.6330227354320974,Fake-D,,,,,,,,,,,,
fake_d,fake_d,43,model_1_all_mpnet_base_v2,early_concat,L3,base,142.0,0.6767676767676768,0.5212205214830076,0.2125365538598319,0.6526850353499103,Fake-D,,,,,,,,,,,,
fake_d,fake_d,43,model_1_all_mpnet_base_v2,early_concat,L3,,,,,,,Fake-D,0.6767676767676768,0.7026074700493307,0.025839793281653867,0.5212205214830076,0.576774342217877,0.055553820734869475,0.2125365538598319,0.2017429376828819,0.010793616176949988,0.6526850353499103,0.6330227354320974,0.019662299917812875
fake_d,fake_d,44,model_1_all_mpnet_base_v2,early_concat,L3,augmented,142.0,0.8087855297157622,0.6523930688318117,0.16258850253618717,0.526632420164863,Fake-D,,,,,,,,,,,,
fake_d,fake_d,44,model_1_all_mpnet_base_v2,early_concat,L3,base,142.0,0.8029128494244773,0.6590533741297581,0.16338132113838005,0.5105746911868836,Fake-D,,,,,,,,,,,,
fake_d,fake_d,44,model_1_all_mpnet_base_v2,early_concat,L3,,,,,,,Fake-D,0.8029128494244773,0.8087855297157622,0.00587268029128496,0.6590533741297581,0.6523930688318117,-0.006660305297946367,0.16338132113838005,0.16258850253618717,0.0007928186021928796,0.5105746911868836,0.526632420164863,-0.016057728977979413
fake_d,fake_d,45,model_1_all_mpnet_base_v2,early_concat,L3,augmented,142.0,0.6854592435987784,0.5091751542413157,0.2149345280948076,0.6652170319777619,Fake-D,,,,,,,,,,,,
fake_d,fake_d,45,model_1_all_mpnet_base_v2,early_concat,L3,base,142.0,0.6765327695560254,0.477275989090841,0.21767869980400203,0.6654165638661601,Fake-D,,,,,,,,,,,,
fake_d,fake_d,45,model_1_all_mpnet_base_v2,early_concat,L3,,,,,,,Fake-D,0.6765327695560254,0.6854592435987784,0.008926474042753041,0.477275989090841,0.5091751542413157,0.03189916515047464,0.21767869980400203,0.2149345280948076,0.002744171709194443,0.6654165638661601,0.6652170319777619,0.00019953188839816338
fake_d,fake_d,46,model_1_all_mpnet_base_v2,early_concat,L3,augmented,142.0,0.7373737373737375,0.5828287135759481,0.18981298567706528,0.5999766013714017,Fake-D,,,,,,,,,,,,
fake_d,fake_d,46,model_1_all_mpnet_base_v2,early_concat,L3,base,142.0,0.7211651397697909,0.5668723024796616,0.19629184639705155,0.5960765561806305,Fake-D,,,,,,,,,,,,
fake_d,fake_d,46,model_1_all_mpnet_base_v2,early_concat,L3,,,,,,,Fake-D,0.7211651397697909,0.7373737373737375,0.01620859760394655,0.5668723024796616,0.5828287135759481,0.015956411096286538,0.19629184639705155,0.18981298567706528,0.006478860719986268,0.5960765561806305,0.5999766013714017,-0.0039000451907712508
fake_d,fake_d,47,model_1_all_mpnet_base_v2,early_concat,L3,augmented,142.0,0.7629786234437397,0.6208011898236467,0.1838876101667806,0.5661327173794529,Fake-D,,,,,,,,,,,,
fake_d,fake_d,47,model_1_all_mpnet_base_v2,early_concat,L3,base,142.0,0.7493540051679586,0.6102185591550164,0.18811441918637534,0.5592407254229645,Fake-D,,,,,,,,,,,,
fake_d,fake_d,47,model_1_all_mpnet_base_v2,early_concat,L3,,,,,,,Fake-D,0.7493540051679586,0.7629786234437397,0.013624618275781097,0.6102185591550164,0.6208011898236467,0.0105826306686303,0.18811441918637534,0.1838876101667806,0.0042268090195947405,0.5592407254229645,0.5661327173794529,-0.006891991956488375
fake_d,fake_d,48,model_1_all_mpnet_base_v2,early_concat,L3,augmented,142.0,0.7082452431289641,0.5671986290653326,0.19792830191194,0.6001985472561241,Fake-D,,,,,,,,,,,,
fake_d,fake_d,48,model_1_all_mpnet_base_v2,early_concat,L3,base,142.0,0.7080103359173125,0.5697913541079176,0.19921368306501008,0.5906622128417676,Fake-D,,,,,,,,,,,,
fake_d,fake_d,48,model_1_all_mpnet_base_v2,early_concat,L3,,,,,,,Fake-D,0.7080103359173125,0.7082452431289641,0.00023490721165153605,0.5697913541079176,0.5671986290653326,-0.002592725042585009,0.19921368306501008,0.19792830191194,0.0012853811530700865,0.5906622128417676,0.6001985472561241,-0.009536334414356529
fake_d,fake_d,49,model_1_all_mpnet_base_v2,early_concat,L3,augmented,142.0,0.7683814893117219,0.5609439974183158,0.1836403989120421,0.5752466797016389,Fake-D,,,,,,,,,,,,
fake_d,fake_d,49,model_1_all_mpnet_base_v2,early_concat,L3,base,142.0,0.7632135306553911,0.5396099238629619,0.18677598598051154,0.5662814808911337,Fake-D,,,,,,,,,,,,
fake_d,fake_d,49,model_1_all_mpnet_base_v2,early_concat,L3,,,,,,,Fake-D,0.7632135306553911,0.7683814893117219,0.0051679586563307955,0.5396099238629619,0.5609439974183158,0.021334073555353883,0.18677598598051154,0.1836403989120421,0.0031355870684694476,0.5662814808911337,0.5752466797016389,-0.00896519881050517
fake_d,fake_d,50,model_1_all_mpnet_base_v2,early_concat,L3,augmented,142.0,0.7627437162320884,0.6558073771220556,0.1782997934238243,0.5472751182089747,Fake-D,,,,,,,,,,,,
fake_d,fake_d,50,model_1_all_mpnet_base_v2,early_concat,L3,base,142.0,0.7625088090204368,0.6423119161292457,0.17975751113819735,0.5438973250025383,Fake-D,,,,,,,,,,,,
fake_d,fake_d,50,model_1_all_mpnet_base_v2,early_concat,L3,,,,,,,Fake-D,0.7625088090204368,0.7627437162320884,0.00023490721165153605,0.6423119161292457,0.6558073771220556,0.01349546099280996,0.17975751113819735,0.1782997934238243,0.001457717714373058,0.5438973250025383,0.5472751182089747,-0.003377793206436386
fake_d,real,0,model_1_all_mpnet_base_v2,early_concat,L3,augmented,142.0,0.7517030772844726,0.6639454455841558,0.1948480524693477,0.5838689512467699,D-P,,,,,,,,,,,,
fake_d,real,0,model_1_all_mpnet_base_v2,early_concat,L3,base,142.0,0.8047921071176884,0.6814245815376129,0.2011576065695262,0.590047783387383,D-P,,,,,,,,,,,,
fake_d,real,0,model_1_all_mpnet_base_v2,early_concat,L3,,,,,,,D-P,0.8047921071176884,0.7517030772844726,-0.05308902983321584,0.6814245815376129,0.6639454455841558,-0.01747913595345707,0.2011576065695262,0.1948480524693477,0.006309554100178499,0.590047783387383,0.5838689512467699,0.0061788321406131
fake_d,fake_d,1,model_1_all_mpnet_base_v2,late_fusion,L3,augmented,142.0,0.6730091613812543,0.49322344420223085,0.23907062194510953,0.7815959229389088,Fake-D,,,,,,,,,,,,
fake_d,fake_d,1,model_1_all_mpnet_base_v2,late_fusion,L3,base,142.0,0.6777073056142824,0.48787074193037927,0.23118031063868602,0.6545972373250355,Fake-D,,,,,,,,,,,,
fake_d,fake_d,1,model_1_all_mpnet_base_v2,late_fusion,L3,,,,,,,Fake-D,0.6777073056142824,0.6730091613812543,-0.0046981442330280565,0.48787074193037927,0.49322344420223085,0.005352702271851584,0.23118031063868602,0.23907062194510953,-0.007890311306423509,0.6545972373250355,0.7815959229389088,-0.12699868561387329
fake_d,fake_d,2,model_1_all_mpnet_base_v2,late_fusion,L3,augmented,142.0,0.6081747709654687,0.42096599894908693,0.26297993291028615,0.8584890548983453,Fake-D,,,,,,,,,,,,
fake_d,fake_d,2,model_1_all_mpnet_base_v2,late_fusion,L3,base,142.0,0.553441390650693,0.35457844546591333,0.2595337432861786,0.7316189774641101,Fake-D,,,,,,,,,,,,
fake_d,fake_d,2,model_1_all_mpnet_base_v2,late_fusion,L3,,,,,,,Fake-D,0.553441390650693,0.6081747709654687,0.054733380314775704,0.35457844546591333,0.42096599894908693,0.0663875534831736,0.2595337432861786,0.26297993291028615,-0.003446189624107532,0.7316189774641101,0.8584890548983453,-0.12687007743423517
fake_d,fake_d,3,model_1_all_mpnet_base_v2,late_fusion,L3,augmented,142.0,0.6408268733850129,0.48095326856138193,0.24695852671229152,0.8062325864080161,Fake-D,,,,,,,,,,,,
fake_d,fake_d,3,model_1_all_mpnet_base_v2,late_fusion,L3,base,142.0,0.6422363166549212,0.524912343571993,0.2322516767113073,0.6659831157690118,Fake-D,,,,,,,,,,,,
fake_d,fake_d,3,model_1_all_mpnet_base_v2,late_fusion,L3,,,,,,,Fake-D,0.6422363166549212,0.6408268733850129,-0.0014094432699083281,0.524912343571993,0.48095326856138193,-0.04395907501061108,0.2322516767113073,0.24695852671229152,-0.014706850000984206,0.6659831157690118,0.8062325864080161,-0.14024947063900428
fake_d,fake_d,4,model_1_all_mpnet_base_v2,late_fusion,L3,augmented,142.0,0.6259102654451492,0.4409721944702285,0.2576270256176308,2.09498048123903,Fake-D,,,,,,,,,,,,
fake_d,fake_d,4,model_1_all_mpnet_base_v2,late_fusion,L3,base,142.0,0.6079398637538173,0.45769758646961944,0.24162416854234722,0.7072381099575796,Fake-D,,,,,,,,,,,,
fake_d,fake_d,4,model_1_all_mpnet_base_v2,late_fusion,L3,,,,,,,Fake-D,0.6079398637538173,0.6223866572703781,0.014446793516560863,0.45769758646961944,0.4295932399824299,-0.02810434648718957,0.24162416854234722,0.25762702477257177,-0.016002856230224544,0.7072381099575796,1.4989846257503319,-0.7917465157927522
fake_d,fake_d,5,model_1_all_mpnet_base_v2,late_fusion,L3,augmented,142.0,0.643175945501527,0.4670000566484522,0.2545961593017909,1.3941388470541145,Fake-D,,,,,,,,,,,,
fake_d,fake_d,5,model_1_all_mpnet_base_v2,late_fusion,L3,base,142.0,0.6579750998355648,0.49858255516211325,0.2273511291177445,0.6462562545448864,Fake-D,,,,,,,,,,,,
fake_d,fake_d,5,model_1_all_mpnet_base_v2,late_fusion,L3,,,,,,,Fake-D,0.6579750998355648,0.6424712238665726,-0.015503875968992165,0.49858255516211325,0.46270365461016677,-0.03587890055194648,0.2273511291177445,0.2545961590274293,-0.02724502990968483,0.6462562545448864,1.308140485862267,-0.6618842313173805
fake_d,fake_d,6,model_1_all_mpnet_base_v2,late_fusion,L3,augmented,142.0,0.6262626262626262,0.4683060274758859,0.24873910769226426,0.8055092183629272,Fake-D,,,,,,,,,,,,
fake_d,fake_d,6,model_1_all_mpnet_base_v2,late_fusion,L3,base,142.0,0.5811604416255578,0.44096749104544397,0.24785622239316812,0.7227616092917615,Fake-D,,,,,,,,,,,,
fake_d,fake_d,6,model_1_all_mpnet_base_v2,late_fusion,L3,,,,,,,Fake-D,0.5811604416255578,0.6262626262626262,0.04510218463706839,0.44096749104544397,0.4683060274758859,0.02733853643044193,0.24785622239316812,0.24873910769226426,-0.0008828852990961367,0.7227616092917615,0.8055092183629272,-0.08274760907116574
fake_d,fake_d,7,model_1_all_mpnet_base_v2,late_fusion,L3,augmented,142.0,0.5999530185576697,0.41634469256595885,0.25439791102094106,0.8265427515108316,Fake-D,,,,,,,,,,,,
fake_d,fake_d,7,model_1_all_mpnet_base_v2,late_fusion,L3,base,142.0,0.5503875968992248,0.3310137213398501,0.2619657026412152,0.7256189333271017,Fake-D,,,,,,,,,,,,
fake_d,fake_d,7,model_1_all_mpnet_base_v2,late_fusion,L3,,,,,,,Fake-D,0.5503875968992248,0.5999530185576697,0.04956542165844491,0.3310137213398501,0.41634469256595885,0.08533097122610878,0.2619657026412152,0.25439791102094106,0.007567791620274156,0.7256189333271017,0.8265427515108316,-0.10092381818372986
fake_d,fake_d,8,model_1_all_mpnet_base_v2,late_fusion,L3,augmented,142.0,0.5900869156683111,0.435912275379129,0.2590150911018298,0.8333433991275442,Fake-D,,,,,,,,,,,,
fake_d,fake_d,8,model_1_all_mpnet_base_v2,late_fusion,L3,base,142.0,0.540521494009866,0.37258647391080957,0.2585460567752032,0.7177609765799307,Fake-D,,,,,,,,,,,,
fake_d,fake_d,8,model_1_all_mpnet_base_v2,late_fusion,L3,,,,,,,Fake-D,0.540521494009866,0.5900869156683111,0.04956542165844502,0.37258647391080957,0.435912275379129,0.06332580146831945,0.2585460567752032,0.2590150911018298,-0.00046903432662659394,0.7177609765799307,0.8333433991275442,-0.11558242254761353
fake_d,fake_d,9,model_1_all_mpnet_base_v2,late_fusion,L3,augmented,142.0,0.5774019262391356,0.4252924797901589,0.25307408394253716,0.818154625674908,Fake-D,,,,,,,,,,,,
fake_d,fake_d,9,model_1_all_mpnet_base_v2,late_fusion,L3,base,142.0,0.5607235142118864,0.3813311757108129,0.25507475013856007,0.706892236460569,Fake-D,,,,,,,,,,,,
fake_d,fake_d,9,model_1_all_mpnet_base_v2,late_fusion,L3,,,,,,,Fake-D,0.5607235142118864,0.5774019262391356,0.01667841202724918,0.3813311757108129,0.4252924797901589,0.04396130407934601,0.25507475013856007,0.25307408394253716,0.0020006661960229044,0.706892236460569,0.818154625674908,-0.11126238921433906
fake_d,fake_d,10,model_1_all_mpnet_base_v2,late_fusion,L3,augmented,142.0,0.6281418839558375,0.474415588495238,0.2533139266060358,0.8444545697864715,Fake-D,,,,,,,,,,,,
fake_d,fake_d,10,model_1_all_mpnet_base_v2,late_fusion,L3,base,142.0,0.5727037820061076,0.44526105384647097,0.2434297186609739,0.682087610967535,Fake-D,,,,,,,,,,,,
fake_d,fake_d,10,model_1_all_mpnet_base_v2,late_fusion,L3,,,,,,,Fake-D,0.5727037820061076,0.6281418839558375,0.05543810194972987,0.44526105384647097,0.474415588495238,0.02915453464876705,0.2434297186609739,0.2533139266060358,-0.009884207945061896,0.682087610967535,0.8444545697864715,-0.16236695881893648
fake_d,fake_d,11,model_1_all_mpnet_base_v2,late_fusion,L3,augmented,142.0,0.6210946676062955,0.45689781047008643,0.24631054673277183,0.8139281292464025,Fake-D,,,,,,,,,,,,
fake_d,fake_d,11,model_1_all_mpnet_base_v2,late_fusion,L3,base,142.0,0.6246182757810665,0.4832548205642258,0.2276028574739549,0.690650720082803,Fake-D,,,,,,,,,,,,
fake_d,fake_d,11,model_1_all_mpnet_base_v2,late_fusion,L3,,,,,,,Fake-D,0.6246182757810665,0.6210946676062955,-0.0035236081747710424,0.4832548205642258,0.45689781047008643,-0.026357010094139377,0.2276028574739549,0.24631054673277183,-0.01870768925881694,0.690650720082803,0.8139281292464025,-0.12327740916359942
fake_d,fake_d,12,model_1_all_mpnet_base_v2,late_fusion,L3,augmented,142.0,0.6448202959830867,0.4589807948239079,0.24679017822040494,0.8109344822158104,Fake-D,,,,,,,,,,,,
fake_d,fake_d,12,model_1_all_mpnet_base_v2,late_fusion,L3,base,142.0,0.6833450786939159,0.4983727505097736,0.22807933538511024,0.6463464493107616,Fake-D,,,,,,,,,,,,
fake_d,fake_d,12,model_1_all_mpnet_base_v2,late_fusion,L3,,,,,,,Fake-D,0.6833450786939159,0.6448202959830867,-0.038524782710829264,0.4983727505097736,0.4589807948239079,-0.039391955685865676,0.22807933538511024,0.24679017822040494,-0.0187108428352947,0.6463464493107616,0.8109344822158104,-0.16458803290504886
fake_d,fake_d,13,model_1_all_mpnet_base_v2,late_fusion,L3,augmented,142.0,0.6138125440451021,0.4566594223815989,0.25284006909156564,0.8706668434007983,Fake-D,,,,,,,,,,,,
fake_d,fake_d,13,model_1_all_mpnet_base_v2,late_fusion,L3,base,142.0,0.5532064834390417,0.43755513973303595,0.24352052350912395,0.6997004359181734,Fake-D,,,,,,,,,,,,
fake_d,fake_d,13,model_1_all_mpnet_base_v2,late_fusion,L3,,,,,,,Fake-D,0.5532064834390417,0.6138125440451021,0.06060606060606044,0.43755513973303595,0.4566594223815989,0.019104282648562954,0.24352052350912395,0.25284006909156564,-0.00931954558244169,0.6997004359181734,0.8706668434007983,-0.17096640748262482
fake_d,fake_d,14,model_1_all_mpnet_base_v2,late_fusion,L3,augmented,142.0,0.6112285647169369,0.4411327046941329,0.2599948363086058,1.526054585606985,Fake-D,,,,,,,,,,,,
fake_d,fake_d,14,model_1_all_mpnet_base_v2,late_fusion,L3,base,142.0,0.5971341320178529,0.44523391586953515,0.2564473996020019,0.7836994671667387,Fake-D,,,,,,,,,,,,
fake_d,fake_d,14,model_1_all_mpnet_base_v2,late_fusion,L3,,,,,,,Fake-D,0.5971341320178529,0.6108762038994597,0.01374207188160681,0.44523391586953515,0.4299148376295577,-0.015319078239977468,0.2564473996020019,0.2599948358918874,-0.003547436289885464,0.7836994671667387,1.3817705012836456,-0.598071034116907
fake_d,fake_d,15,model_1_all_mpnet_base_v2,late_fusion,L3,augmented,142.0,0.6209772140004698,0.4315551714823577,0.26249276045169545,2.0413531861794203,Fake-D,,,,,,,,,,,,
fake_d,fake_d,15,model_1_all_mpnet_base_v2,late_fusion,L3,base,142.0,0.5628376791167489,0.37636309019254444,0.2548281008320718,0.7113581177703269,Fake-D,,,,,,,,,,,,
fake_d,fake_d,15,model_1_all_mpnet_base_v2,late_fusion,L3,,,,,,,Fake-D,0.5628376791167489,0.6176885130373502,0.054850833920601305,0.37636309019254444,0.42405218598680716,0.047689095794262726,0.2548281008320718,0.2624927596067622,-0.007664658774690414,0.7113581177703269,1.5182435117983422,-0.8068853940280153
fake_d,fake_d,16,model_1_all_mpnet_base_v2,late_fusion,L3,augmented,142.0,0.6100540286586797,0.4163745791577159,0.26679224385489314,0.8540593517488556,Fake-D,,,,,,,,,,,,
fake_d,fake_d,16,model_1_all_mpnet_base_v2,late_fusion,L3,base,142.0,0.6358938219403336,0.4485306973799157,0.2420708102598803,0.7097870775911512,Fake-D,,,,,,,,,,,,
fake_d,fake_d,16,model_1_all_mpnet_base_v2,late_fusion,L3,,,,,,,Fake-D,0.6358938219403336,0.6100540286586797,-0.025839793281653867,0.4485306973799157,0.4163745791577159,-0.03215611822219977,0.2420708102598803,0.26679224385489314,-0.02472143359501283,0.7097870775911512,0.8540593517488556,-0.14427227415770438
fake_d,fake_d,17,model_1_all_mpnet_base_v2,late_fusion,L3,augmented,142.0,0.6631430584918957,0.47746421083855106,0.2467120649505199,1.3368130875766044,Fake-D,,,,,,,,,,,,
fake_d,fake_d,17,model_1_all_mpnet_base_v2,late_fusion,L3,base,142.0,0.6894526661968522,0.47876078491845314,0.23104713710692043,0.6692456617491441,Fake-D,,,,,,,,,,,,
fake_d,fake_d,17,model_1_all_mpnet_base_v2,late_fusion,L3,,,,,,,Fake-D,0.6894526661968522,0.6623208832511158,-0.02713178294573637,0.47876078491845314,0.46934711896777426,-0.009413665950678884,0.23104713710692043,0.24671206469097745,-0.01566492758405702,0.6692456617491441,1.2754888949847236,-0.6062432332355795
fake_d,fake_d,18,model_1_all_mpnet_base_v2,late_fusion,L3,augmented,142.0,0.5330044632370214,0.3697203204234587,0.2681406788334003,0.8540298903606177,Fake-D,,,,,,,,,,,,
fake_d,fake_d,18,model_1_all_mpnet_base_v2,late_fusion,L3,base,142.0,0.5052854122621564,0.36720874884939714,0.24803964086257846,0.6888919838677606,Fake-D,,,,,,,,,,,,
fake_d,fake_d,18,model_1_all_mpnet_base_v2,late_fusion,L3,,,,,,,Fake-D,0.5052854122621564,0.5330044632370214,0.027719050974865045,0.36720874884939714,0.3697203204234587,0.0025115715740615663,0.24803964086257846,0.2681406788334003,-0.020101037970821856,0.6888919838677606,0.8540298903606177,-0.1651379064928571
fake_d,fake_d,19,model_1_all_mpnet_base_v2,late_fusion,L3,augmented,142.0,0.6481089969462063,0.4640476259103273,0.2545958145707983,1.5043137743596764,Fake-D,,,,,,,,,,,,
fake_d,fake_d,19,model_1_all_mpnet_base_v2,late_fusion,L3,base,142.0,0.662673244068593,0.5269652855958457,0.23236040046180675,0.6587643134644166,Fake-D,,,,,,,,,,,,
fake_d,fake_d,19,model_1_all_mpnet_base_v2,late_fusion,L3,,,,,,,Fake-D,0.662673244068593,0.6474042753112519,-0.015268968757341073,0.5269652855958457,0.44934138675272883,-0.07762389884311682,0.23236040046180675,0.254595814189735,-0.022235413727928227,0.6587643134644166,1.3713955434458953,-0.7126312299814788
fake_d,fake_d,20,model_1_all_mpnet_base_v2,late_fusion,L3,augmented,142.0,0.5950199671129903,0.42592069885625194,0.2548960684495366,0.824030924495994,Fake-D,,,,,,,,,,,,
fake_d,fake_d,20,model_1_all_mpnet_base_v2,late_fusion,L3,base,142.0,0.5569649988254639,0.41844939639324874,0.25107354974951535,0.7187460173929302,Fake-D,,,,,,,,,,,,
fake_d,fake_d,20,model_1_all_mpnet_base_v2,late_fusion,L3,,,,,,,Fake-D,0.5569649988254639,0.5950199671129903,0.038054968287526414,0.41844939639324874,0.42592069885625194,0.007471302463003204,0.25107354974951535,0.2548960684495366,-0.00382251870002126,0.7187460173929302,0.824030924495994,-0.10528490710306382
fake_d,fake_d,21,model_1_all_mpnet_base_v2,late_fusion,L3,augmented,142.0,0.6469344608879493,0.47949784751476665,0.24661143872078373,0.7998887878122761,Fake-D,,,,,,,,,,,,
fake_d,fake_d,21,model_1_all_mpnet_base_v2,late_fusion,L3,base,142.0,0.6412966878083156,0.48739092113713584,0.22433131753584826,0.6700765506246157,Fake-D,,,,,,,,,,,,
fake_d,fake_d,21,model_1_all_mpnet_base_v2,late_fusion,L3,,,,,,,Fake-D,0.6412966878083156,0.6469344608879493,0.005637773079633646,0.48739092113713584,0.47949784751476665,-0.007893073622369184,0.22433131753584826,0.24661143872078373,-0.02228012118493547,0.6700765506246157,0.7998887878122761,-0.12981223718766044
fake_d,fake_d,22,model_1_all_mpnet_base_v2,late_fusion,L3,augmented,142.0,0.6311956777073056,0.44645554723392566,0.2615863612371653,1.3835182234339083,Fake-D,,,,,,,,,,,,
fake_d,fake_d,22,model_1_all_mpnet_base_v2,late_fusion,L3,base,142.0,0.5722339675828048,0.41010021592277085,0.2534064688647346,0.7101143293129133,Fake-D,,,,,,,,,,,,
fake_d,fake_d,22,model_1_all_mpnet_base_v2,late_fusion,L3,,,,,,,Fake-D,0.5722339675828048,0.6300211416490485,0.057787174066243785,0.41010021592277085,0.434351096785827,0.024250880863056157,0.2534064688647346,0.2615863610501144,-0.008179892185379789,0.7101143293129133,1.323286462795229,-0.6131721334823157
fake_d,fake_d,23,model_1_all_mpnet_base_v2,late_fusion,L3,augmented,142.0,0.6168663377965704,0.4478103053631146,0.25688004145503057,1.3990740946029978,Fake-D,,,,,,,,,,,,
fake_d,fake_d,23,model_1_all_mpnet_base_v2,late_fusion,L3,base,142.0,0.5689452666196851,0.4003743025174529,0.25106321843010065,0.6989617836061883,Fake-D,,,,,,,,,,,,
fake_d,fake_d,23,model_1_all_mpnet_base_v2,late_fusion,L3,,,,,,,Fake-D,0.5689452666196851,0.6163965233732676,0.047451256753582416,0.4003743025174529,0.43969321349233786,0.03931891097488499,0.25106321843010065,0.2568800411856496,-0.005816822755548956,0.6989617836061883,1.3241948055811106,-0.6252330219749223
fake_d,fake_d,24,model_1_all_mpnet_base_v2,late_fusion,L3,augmented,142.0,0.6105238430819826,0.4452699003706252,0.25562098991122423,1.4525377191567725,Fake-D,,,,,,,,,,,,
fake_d,fake_d,24,model_1_all_mpnet_base_v2,late_fusion,L3,base,142.0,0.5926708949964764,0.4395909472212869,0.23884781142301162,0.6748250101177455,Fake-D,,,,,,,,,,,,
fake_d,fake_d,24,model_1_all_mpnet_base_v2,late_fusion,L3,,,,,,,Fake-D,0.5926708949964764,0.6100540286586797,0.017383133662203343,0.4395909472212869,0.43715280849984844,-0.002438138721438443,0.23884781142301162,0.25562098963311747,-0.01677317821010585,0.6748250101177455,1.3599801976820869,-0.6851551875643414
fake_d,fake_d,25,model_1_all_mpnet_base_v2,late_fusion,L3,augmented,142.0,0.6671364810899695,0.488610003676676,0.24408612723250137,0.798488743552116,Fake-D,,,,,,,,,,,,
