embedding_model,repeat,condition,draw_id,model_level,fusion_method,n,auc,pr_auc,brier,log_loss
model_1_all_mpnet_base_v2,5,random,13,L1,early_concat,142,0.7214000469814423,0.6006084608565487,0.20990141509458746,0.6170448119423715
model_1_all_mpnet_base_v2,5,random,14,L1,early_concat,142,0.7585153864223632,0.5810576271822094,0.22433508167103453,0.6380080084206946
model_1_all_mpnet_base_v2,5,random,15,L1,early_concat,142,0.7162320883251115,0.5549048984654542,0.21852487891961395,0.6264992116624062
model_1_all_mpnet_base_v2,5,random,16,L1,early_concat,142,0.7061310782241014,0.5474797060316355,0.2328756860369878,0.6582629385732938
model_1_all_mpnet_base_v2,5,random,17,L1,early_concat,142,0.6993187690862108,0.5153220278276747,0.2265287151087874,0.6483597603882333
model_1_all_mpnet_base_v2,5,random,18,L1,early_concat,142,0.6892177589852009,0.5268541814003688,0.21104850148523513,0.6113898931934664
model_1_all_mpnet_base_v2,5,random,19,L1,early_concat,142,0.754287056612638,0.6091698510100967,0.19400108623789458,0.572587002267
model_1_all_mpnet_base_v2,5,random,20,L1,early_concat,142,0.663377965703547,0.4997837875877208,0.23173480678983463,0.6591874446952352
model_1_all_mpnet_base_v2,5,random,21,L1,early_concat,142,0.6708949964763918,0.521688615380439,0.22319158366692393,0.6324981519256472
model_1_all_mpnet_base_v2,5,random,22,L1,early_concat,142,0.7122386657270378,0.5322924158400903,0.21747215079115695,0.6247224624041221
model_1_all_mpnet_base_v2,5,random,23,L1,early_concat,142,0.6979093258163025,0.4891937087796474,0.23935972075115847,0.6732563871121224
model_1_all_mpnet_base_v2,5,random,24,L1,early_concat,142,0.7228094902513507,0.54956702770803,0.2093019721379986,0.6039082461355278
model_1_all_mpnet_base_v2,5,random,25,L1,early_concat,142,0.7366690157387832,0.5815990057872169,0.23271919195227492,0.6580148988004637
model_1_all_mpnet_base_v2,5,random,26,L1,early_concat,142,0.7138830162085976,0.558642911605743,0.20616542158038675,0.5996101172579462
model_1_all_mpnet_base_v2,5,random,27,L1,early_concat,142,0.7455954897815363,0.6104258594968575,0.2380784902351705,0.6679478957317928
model_1_all_mpnet_base_v2,5,random,28,L1,early_concat,142,0.7441860465116279,0.6505242857864735,0.2496950324917245,0.6925372382210371
model_1_all_mpnet_base_v2,5,random,29,L1,early_concat,142,0.6664317594550152,0.5105821650736476,0.22560697320970646,0.6407630370218013
model_1_all_mpnet_base_v2,5,random,30,L1,early_concat,142,0.7618040873854828,0.6263113620319574,0.20868849878008644,0.6064717903155299
model_1_all_mpnet_base_v2,5,random,31,L1,early_concat,142,0.6903922950434579,0.4946242579915595,0.22210628681747852,0.6336444137184818
model_1_all_mpnet_base_v2,5,random,32,L1,early_concat,142,0.6943857176415316,0.553722501993037,0.20658775705228205,0.5981356009417937
model_1_all_mpnet_base_v2,5,random,33,L1,early_concat,142,0.6934460887949261,0.5134134316795343,0.2223154101719704,0.6338271647896397
model_1_all_mpnet_base_v2,5,random,34,L1,early_concat,142,0.6894526661968522,0.5355234269594249,0.22278005018354247,0.632421216140147
model_1_all_mpnet_base_v2,5,random,35,L1,early_concat,142,0.7310312426591495,0.5603357867629976,0.21446268907921692,0.6201752582082732
model_1_all_mpnet_base_v2,5,random,36,L1,early_concat,142,0.6673713883016208,0.4956564864699332,0.22959694593090307,0.6498351672286948
model_1_all_mpnet_base_v2,5,random,37,L1,early_concat,142,0.6826403570589616,0.5114054500376288,0.21787678672979768,0.6240867715718827
model_1_all_mpnet_base_v2,5,random,38,L1,early_concat,142,0.7190509748649283,0.5838512399130639,0.2251779456934484,0.6376665313540499
model_1_all_mpnet_base_v2,5,random,39,L1,early_concat,142,0.701667841202725,0.5442202837997057,0.21776097974994477,0.6255879228167662
model_1_all_mpnet_base_v2,5,random,40,L1,early_concat,142,0.7300916138125441,0.5719003182318485,0.20581520878664805,0.6007924949806552
model_1_all_mpnet_base_v2,5,random,41,L1,early_concat,142,0.7235142118863049,0.5391867978301008,0.23210270724229587,0.6568852222647065
model_1_all_mpnet_base_v2,5,random,42,L1,early_concat,142,0.7418369743951139,0.6325060920217999,0.18823626966716964,0.5554811669039911
model_1_all_mpnet_base_v2,5,random,43,L1,early_concat,142,0.6765327695560254,0.5108575943983125,0.22759430271346634,0.6450433756408335
model_1_all_mpnet_base_v2,5,random,44,L1,early_concat,142,0.7387831806436458,0.6062594979030639,0.19913716829712325,0.582156871664553
model_1_all_mpnet_base_v2,5,random,45,L1,early_concat,142,0.7420718816067653,0.567151884723153,0.19805593830448318,0.5852697745162193
model_1_all_mpnet_base_v2,5,random,46,L1,early_concat,142,0.7197556964998826,0.5137718481010691,0.21297612560002735,0.6140073048390114
model_1_all_mpnet_base_v2,5,random,47,L1,early_concat,142,0.7275076344843786,0.5723246692148848,0.23031644846198518,0.6520952092346562
model_1_all_mpnet_base_v2,5,random,48,L1,early_concat,142,0.7087150575522669,0.563953071548416,0.21231215668312992,0.6101834765016225
model_1_all_mpnet_base_v2,5,random,49,L1,early_concat,142,0.7035470988959361,0.5295305860265382,0.2194548623015044,0.6303560468370217
model_1_all_mpnet_base_v2,5,random,50,L1,early_concat,142,0.6845196147521729,0.4887611725036014,0.2347704081683916,0.6640877986037113
model_1_all_mpnet_base_v2,5,real,0,L1,early_concat,142,0.7695560253699789,0.615409406436048,0.2295728068322076,0.6514632553490449
model_1_all_mpnet_base_v2,6,matched,1,L1,early_concat,142,0.7251585623678647,0.5578532865621101,0.2472319452336749,0.687607952891294
model_1_all_mpnet_base_v2,6,matched,2,L1,early_concat,142,0.7270378200610756,0.5744566057962904,0.235248510329478,0.666496597236726
model_1_all_mpnet_base_v2,6,matched,3,L1,early_concat,142,0.7528776133427296,0.5916088388039208,0.22868597935109897,0.6530151375559693
model_1_all_mpnet_base_v2,6,matched,4,L1,early_concat,142,0.7002583979328166,0.5400041912245014,0.23302654665766342,0.6608601785146183
model_1_all_mpnet_base_v2,6,matched,5,L1,early_concat,142,0.7444209537232792,0.5887044573230457,0.23055187211183706,0.6534384863448541
model_1_all_mpnet_base_v2,6,matched,6,L1,early_concat,142,0.7195207892882312,0.5654086486054707,0.23532823564452132,0.6666201485927484
model_1_all_mpnet_base_v2,6,matched,7,L1,early_concat,142,0.7098895936105238,0.5507822228204777,0.23559480629582807,0.6676321615147894
model_1_all_mpnet_base_v2,6,matched,8,L1,early_concat,142,0.6960300681230914,0.5149811421049865,0.2435750697543607,0.6838764705447453
model_1_all_mpnet_base_v2,6,matched,9,L1,early_concat,142,0.745360582569885,0.6161876507354891,0.2482191191028297,0.6895831820631078
model_1_all_mpnet_base_v2,6,matched,10,L1,early_concat,142,0.7178764388066714,0.552241476986137,0.24367193497372627,0.6842149713489246
model_1_all_mpnet_base_v2,6,matched,11,L1,early_concat,142,0.7134132017852948,0.5388034013376244,0.2405159547184883,0.6778807482424897
model_1_all_mpnet_base_v2,6,matched,12,L1,early_concat,142,0.7352595724688749,0.5852448600243604,0.2472448809401697,0.687633961606851
model_1_all_mpnet_base_v2,6,matched,13,L1,early_concat,142,0.7524077989194268,0.5957878149679843,0.22239095498871528,0.6398818931920073
model_1_all_mpnet_base_v2,6,matched,14,L1,early_concat,142,0.7044867277425416,0.5284935915281804,0.24387757324502796,0.6846953627803949
model_1_all_mpnet_base_v2,6,matched,15,L1,early_concat,142,0.7265680056377729,0.5619156978439181,0.23457444147134524,0.6643274885369554
model_1_all_mpnet_base_v2,6,matched,16,L1,early_concat,142,0.7472398402630961,0.5875536387331728,0.2313097001034155,0.6550663387165726
model_1_all_mpnet_base_v2,6,matched,17,L1,early_concat,142,0.7007282123561194,0.5386118422357862,0.2394322692788623,0.6756285990041151
model_1_all_mpnet_base_v2,6,matched,18,L1,early_concat,142,0.7305614282358468,0.550184107150324,0.23921436583620023,0.6741677614096032
model_1_all_mpnet_base_v2,6,matched,19,L1,early_concat,142,0.7439511392999765,0.5895595902521278,0.24807243366060155,0.6892899103466332
model_1_all_mpnet_base_v2,6,matched,20,L1,early_concat,142,0.7477096546863988,0.6407532671843295,0.24804825783632056,0.6892411530980083
model_1_all_mpnet_base_v2,6,matched,21,L1,early_concat,142,0.7432464176650223,0.5883900776382566,0.24806381176534728,0.6892726270599665
model_1_all_mpnet_base_v2,6,matched,22,L1,early_concat,142,0.7155273666901574,0.5487137399585293,0.23689572163166892,0.6700621201305518
model_1_all_mpnet_base_v2,6,matched,23,L1,early_concat,142,0.7190509748649283,0.5483118631752997,0.24097994719199234,0.6788049499441091
model_1_all_mpnet_base_v2,6,matched,24,L1,early_concat,142,0.7479445618980503,0.6298703243873143,0.24814458701834702,0.6894340826230536
model_1_all_mpnet_base_v2,6,matched,25,L1,early_concat,142,0.7488841907446557,0.6149732204291919,0.24813473209328296,0.6894141462345482
model_1_all_mpnet_base_v2,6,matched,26,L1,early_concat,142,0.7214000469814423,0.5624341424626278,0.24155570173870114,0.6797222142387915
model_1_all_mpnet_base_v2,6,matched,27,L1,early_concat,142,0.7209302325581395,0.5531497412462215,0.24380665646838565,0.6844321199916666
model_1_all_mpnet_base_v2,6,matched,28,L1,early_concat,142,0.7103594080338267,0.5356896346916551,0.2436852357409586,0.6837508973161616
model_1_all_mpnet_base_v2,6,matched,29,L1,early_concat,142,0.732440685929058,0.599230388935934,0.24185944643643573,0.6765166262970125
model_1_all_mpnet_base_v2,6,matched,30,L1,early_concat,142,0.751937984496124,0.6360138382172688,0.24813974293167668,0.6894244005305818
model_1_all_mpnet_base_v2,6,matched,31,L1,early_concat,142,0.7646229739252995,0.6488985240770534,0.24393771226457958,0.6810148312787677
model_1_all_mpnet_base_v2,6,matched,32,L1,early_concat,142,0.7361992013154804,0.6038230222595888,0.24739860378121056,0.6879415964338801
model_1_all_mpnet_base_v2,6,matched,33,L1,early_concat,142,0.7310312426591496,0.5837083287265421,0.24175138555049625,0.6762478622957199
model_1_all_mpnet_base_v2,6,matched,34,L1,early_concat,142,0.7120037585153864,0.5362631374901624,0.2422637288023954,0.6810139009862655
model_1_all_mpnet_base_v2,6,matched,35,L1,early_concat,142,0.7521728917077755,0.5831383975616289,0.24228852747736504,0.6806130531884538
model_1_all_mpnet_base_v2,6,matched,36,L1,early_concat,142,0.7305614282358468,0.5472559297840787,0.24160369949305013,0.6762045434658022
