embedding_model,repeat,condition,draw_id,domain_variant,model_level,fusion_method,n,base_auc,augmented_auc,delta_auc,base_pr_auc,augmented_pr_auc,delta_pr_auc,base_brier,augmented_brier,delta_brier,base_log_loss,augmented_log_loss,delta_log_loss
model_2_bge_large_en_v1_5,1,fake_d,27,Fake-D,L3,early_concat,142,0.6654921306084096,0.6983791402396053,0.03288700963119573,0.461098573549107,0.5329958714412373,0.07189729789213029,0.22387268059947923,0.20738189221986528,0.016490788379613958,0.6466263521342558,0.6057308355348064,0.040895516599449344
model_2_bge_large_en_v1_5,1,fake_d,28,Fake-D,L3,early_concat,142,0.5388771435283063,0.6539816772374911,0.11510453370918483,0.3872234231868227,0.48717944938967406,0.09995602620285138,0.23526613577400118,0.20937950925532853,0.025886626518672656,0.6632835001940083,0.6217718469279783,0.04151165326603001
model_2_bge_large_en_v1_5,1,fake_d,29,Fake-D,L3,early_concat,142,0.6354240075170308,0.7491190979563074,0.11369509043927661,0.4634963654473714,0.6216336243621353,0.15813725891476393,0.22161449438150793,0.18943001030924522,0.03218448407226271,0.6286286720140845,0.6017496717933496,0.02687900022073486
model_2_bge_large_en_v1_5,1,fake_d,30,Fake-D,L3,early_concat,142,0.6363636363636365,0.6939159032182288,0.05755226685459236,0.41460555732204096,0.5065087765303656,0.09190321920832467,0.22859067094998434,0.20643688718760175,0.022153783762382584,0.6621977814366102,0.6156139564444263,0.04658382499218394
model_2_bge_large_en_v1_5,1,fake_d,31,Fake-D,L3,early_concat,142,0.6236786469344608,0.740662438336857,0.11698379140239612,0.4162454593950315,0.5429365444833301,0.12669108508829857,0.23129089522300192,0.1940078455162644,0.037283049706737514,0.6642064904592991,0.582375337297957,0.08183115316134215
model_2_bge_large_en_v1_5,1,fake_d,32,Fake-D,L3,early_concat,142,0.7145877378435518,0.7502936340145642,0.035705896171012386,0.4978228379994736,0.561912117561614,0.06408927956214039,0.20674821958348674,0.19380569877665146,0.012942520806835278,0.6119839496915269,0.5864899906987846,0.025493958992742316
model_2_bge_large_en_v1_5,1,fake_d,33,Fake-D,L3,early_concat,142,0.6269673478975806,0.6847545219638244,0.057787174066243785,0.4725462265824424,0.5416840091992745,0.06913778261683212,0.23179213774111604,0.2119700418025757,0.01982209593854034,0.7254074155606658,0.68054822479622,0.04485919076444578
model_2_bge_large_en_v1_5,1,fake_d,34,Fake-D,L3,early_concat,142,0.5774019262391356,0.6398872445384074,0.06248531829927184,0.35416513633537156,0.44113277876587775,0.0869676424305062,0.25706321219200334,0.2334218287935085,0.023641383398494836,0.7255523328060016,0.6680558126867767,0.0574965201192249
model_2_bge_large_en_v1_5,1,fake_d,35,Fake-D,L3,early_concat,142,0.6819356354240075,0.7206953253464882,0.03875968992248069,0.4971261207608941,0.5597841530502378,0.06265803228934369,0.22071718363411874,0.2018260395214973,0.01889114411262144,0.7061207833026956,0.6701861146940827,0.03593466860861283
model_2_bge_large_en_v1_5,1,fake_d,36,Fake-D,L3,early_concat,142,0.5710594315245477,0.6530420483908855,0.08198261686633779,0.40029988801025673,0.47311899869760143,0.0728191106873447,0.24701200331686135,0.2271816687557147,0.019830334561146662,0.6987909900962075,0.663993866767776,0.034797123328431434
model_2_bge_large_en_v1_5,1,fake_d,37,Fake-D,L3,early_concat,142,0.6936809960065774,0.7448907681465822,0.05120977214000477,0.5696859596391882,0.6467649151381816,0.07707895549899335,0.20607578871528712,0.19039447269047072,0.0156813160248164,0.6129818094281514,0.5838104275773579,0.029171381850793487
model_2_bge_large_en_v1_5,1,fake_d,38,Fake-D,L3,early_concat,142,0.6382428940568475,0.6715997181113459,0.03335682405449836,0.5043135013602359,0.5358800298698297,0.03156652850959385,0.2295680155351522,0.21609995254461162,0.013468062990540569,0.6999910774358098,0.6694632997227958,0.03052777771301396
model_2_bge_large_en_v1_5,1,fake_d,39,Fake-D,L3,early_concat,142,0.6377730796335448,0.6997885835095137,0.06201550387596888,0.4428083851734297,0.505656208439917,0.0628478232664873,0.23293511400617728,0.21059771348296744,0.022337400523209844,0.6731668635243806,0.6269441341152474,0.04622272940913319
model_2_bge_large_en_v1_5,1,fake_d,40,Fake-D,L3,early_concat,142,0.7110641296687809,0.7331454075640121,0.022081277895231288,0.560131597239266,0.6377461923816543,0.07761459514238833,0.2011236136735136,0.18755403813938204,0.013569575534131573,0.588465374726955,0.5580001628278796,0.030465211899075473
model_2_bge_large_en_v1_5,1,fake_d,41,Fake-D,L3,early_concat,142,0.6441155743481324,0.7007282123561194,0.05661263800798699,0.5248878573601811,0.5709824857522221,0.04609462839204104,0.21760992383888453,0.20008193643271932,0.017527987406165207,0.6277103055975725,0.5867657996526895,0.04094450594488297
model_2_bge_large_en_v1_5,1,fake_d,42,Fake-D,L3,early_concat,142,0.6466995536762978,0.7148226450552031,0.06812309137890527,0.4302133615155472,0.5181282985978499,0.08791493708230275,0.22121325739087327,0.19887229832795408,0.02234095906291919,0.6327143096876803,0.5854655303297737,0.04724877935790661
model_2_bge_large_en_v1_5,1,fake_d,43,Fake-D,L3,early_concat,142,0.6269673478975804,0.6833450786939159,0.05637773079633557,0.4681912176928369,0.5369760529424482,0.06878483524961132,0.22851842916125284,0.20719416738656216,0.021324261774690684,0.6598092702331109,0.6116250876974573,0.0481841825356536
model_2_bge_large_en_v1_5,1,fake_d,44,Fake-D,L3,early_concat,142,0.6408268733850129,0.7030772844726333,0.062250411087620416,0.40475399616601726,0.5028661290260024,0.0981121328599851,0.22852648274817766,0.2080995733858512,0.020426909362326467,0.6560065497015672,0.6507924635046187,0.00521408619694852
model_2_bge_large_en_v1_5,1,fake_d,45,Fake-D,L3,early_concat,142,0.6476391825229034,0.711768851303735,0.0641296687808316,0.4854118330231155,0.5264393587827615,0.041027525759645966,0.22354099199962224,0.20193259338662112,0.021608398613001123,0.6472829521112692,0.5964870752580318,0.05079587685323739
model_2_bge_large_en_v1_5,1,fake_d,46,Fake-D,L3,early_concat,142,0.6831101714822645,0.7399577167019027,0.056847545219638196,0.5123328249646625,0.5783323237670965,0.06599949880243405,0.214443311432601,0.19150969631857395,0.022933615114027056,0.6284764635039684,0.5776930077151718,0.050783455788796505
model_2_bge_large_en_v1_5,1,fake_d,47,Fake-D,L3,early_concat,142,0.6065304204839088,0.6706600892647404,0.0641296687808316,0.44801439872232907,0.5574798656930618,0.10946546697073278,0.22806920536154993,0.20682135431654525,0.02124785104500468,0.6472425411612175,0.5982856964576012,0.048956844703616276
model_2_bge_large_en_v1_5,1,fake_d,48,Fake-D,L3,early_concat,142,0.6382428940568475,0.7206953253464882,0.08245243128964064,0.42223101475979297,0.47502696472055717,0.0527959499607642,0.22147315054864394,0.20455777053690347,0.016915380011740477,0.6312636149438339,0.6092856199758959,0.021977994967937953
model_2_bge_large_en_v1_5,1,fake_d,49,Fake-D,L3,early_concat,142,0.6316654921306085,0.7014329339910735,0.06976744186046502,0.41762372446065904,0.48622870042456046,0.06860497596390142,0.22902987519257503,0.20419058301593096,0.024839292176644073,0.6691119789855895,0.6127725832908312,0.05633939569475832
model_2_bge_large_en_v1_5,1,fake_d,50,Fake-D,L3,early_concat,142,0.6901573878318066,0.7538172421893353,0.06365985435752874,0.5555084584340738,0.6363836006891339,0.0808751422550601,0.21463645309558432,0.1887183290622396,0.02591812403334473,0.6251650752072954,0.5703353958095443,0.054829679397751074
model_2_bge_large_en_v1_5,1,real,0,D-P,L3,early_concat,142,0.8047921071176884,0.7634484378670425,-0.04134366925064592,0.681333146008639,0.6591800245716941,-0.022153121436944923,0.2012000060407114,0.1906475093596686,0.0105524966810428,0.5901971786790553,0.5622273744834214,0.027969804195633885
model_2_bge_large_en_v1_5,2,fake_d,1,Fake-D,L3,early_concat,142,0.7070707070707071,0.7571059431524548,0.05003523608174776,0.5521337623749369,0.6059324927458911,0.05379873037095417,0.20260005299731146,0.1849267996890556,0.017673253308255865,0.5922653288806916,0.5541997008703067,0.03806562801038493
model_2_bge_large_en_v1_5,2,fake_d,2,Fake-D,L3,early_concat,142,0.592435987784825,0.6506929762743715,0.058256988489546524,0.39714072976488435,0.4883578884651073,0.09121715870022296,0.23945441425982558,0.21681487671916536,0.022639537540660226,0.6893739326965795,0.6362463388517244,0.0531275938448551
model_2_bge_large_en_v1_5,2,fake_d,3,Fake-D,L3,early_concat,142,0.6262626262626263,0.6814658210007047,0.05520319473807844,0.4571709665242919,0.5429800875199765,0.0858091209956846,0.22888010695246208,0.2100921025314497,0.01878800442101239,0.6569943997634792,0.6102734811743996,0.04672091858907956
model_2_bge_large_en_v1_5,2,fake_d,4,Fake-D,L3,early_concat,142,0.6417665022316186,0.6967347897580456,0.05496828752642702,0.4005223023387578,0.47056753634407145,0.07004523400531365,0.2369135900756021,0.21968159930573986,0.017231990769862232,0.6812625267999032,0.6429858441714092,0.03827668262849393
model_2_bge_large_en_v1_5,2,fake_d,5,Fake-D,L3,early_concat,142,0.6462297392529951,0.7209302325581396,0.0747004933051445,0.44876890869576613,0.5696193357258347,0.12085042703006854,0.22261687346817938,0.1960504761029593,0.026566397365220068,0.6398841828395818,0.5861992000706708,0.05368498276891098
model_2_bge_large_en_v1_5,2,fake_d,6,Fake-D,L3,early_concat,142,0.6302560488607001,0.685224336387127,0.05496828752642691,0.4458799949892421,0.5294606122287071,0.08358061723946503,0.23344076303781902,0.2162016904236848,0.01723907261413421,0.7489174266358865,0.713495531999727,0.03542189463615941
model_2_bge_large_en_v1_5,2,fake_d,7,Fake-D,L3,early_concat,142,0.6387127084801503,0.7260981912144704,0.08738548273432012,0.43565333327549505,0.554273920280179,0.11862058700468392,0.228006853327317,0.19767989207702114,0.030326961250295853,0.6653223722657641,0.5949694235730768,0.07035294869268727
model_2_bge_large_en_v1_5,2,fake_d,8,Fake-D,L3,early_concat,142,0.5959595959595959,0.6436457599248296,0.04768616396523373,0.401774182559638,0.4648288247997298,0.06305464224009183,0.24750798867958362,0.23186592449662524,0.015642064182958382,0.7135933736806933,0.6684798102107027,0.045113563469990625
model_2_bge_large_en_v1_5,2,fake_d,9,Fake-D,L3,early_concat,142,0.639652337326756,0.6950904392764857,0.05543810194972976,0.4444395470760729,0.5093929455664585,0.06495339849038562,0.24174769673716612,0.21994916197324949,0.021798534763916633,0.7126969791279091,0.6602139781622145,0.05248300096569458
model_2_bge_large_en_v1_5,2,fake_d,10,Fake-D,L3,early_concat,142,0.642706131078224,0.7063659854357528,0.06365985435752874,0.46033093888968457,0.5209712481883874,0.06064030929870279,0.23179856826444728,0.21090776301498332,0.020890805249463962,0.6522745948930884,0.605040556288748,0.04723403860434039
model_2_bge_large_en_v1_5,2,fake_d,11,Fake-D,L3,early_concat,142,0.5907916373032651,0.6274371623208832,0.036645525017618086,0.4393871855789706,0.4902036723524904,0.0508164867735198,0.2444362213044527,0.23241325148612912,0.01202296981832357,0.6959547123841554,0.6739794239202831,0.02197528846387231
model_2_bge_large_en_v1_5,2,fake_d,12,Fake-D,L3,early_concat,142,0.728917077754287,0.7575757575757576,0.028658679821470523,0.6016237829810617,0.6686368681432648,0.06701308516220317,0.20079063461411004,0.18645083041155666,0.014339804202553375,0.6080095022362856,0.5684409071605276,0.03956859507575794
model_2_bge_large_en_v1_5,2,fake_d,13,Fake-D,L3,early_concat,142,0.721165139769791,0.7385482734319944,0.017383133662203343,0.5812011693031947,0.6154852465665697,0.03428407726337501,0.204968193981644,0.1925269410103531,0.012441252971290923,0.637728578986792,0.6075148922056754,0.030213686781116578
model_2_bge_large_en_v1_5,2,fake_d,14,Fake-D,L3,early_concat,142,0.6586798214705192,0.7049565421658446,0.0462767206953254,0.5531507674698026,0.5800694084263028,0.026918640956500206,0.21506808882737927,0.20095601490934695,0.01411207391803232,0.6138571131801889,0.5827804782656139,0.03107663491457502
model_2_bge_large_en_v1_5,2,fake_d,15,Fake-D,L3,early_concat,142,0.5971341320178529,0.666901573878318,0.06976744186046513,0.4328404626070917,0.4948107517685314,0.06197028916143971,0.23758571356282954,0.21473799325084178,0.022847720311987757,0.7469297263029291,0.6926454362505229,0.0542842900524062
model_2_bge_large_en_v1_5,2,fake_d,16,Fake-D,L3,early_concat,142,0.536293164200141,0.6100540286586797,0.0737608644585388,0.37225539748722314,0.49515594946868224,0.1229005519814591,0.26001783631658565,0.23598916888256646,0.024028667434019185,0.7210548442982436,0.6665953303844973,0.05445951391374637
model_2_bge_large_en_v1_5,2,fake_d,17,Fake-D,L3,early_concat,142,0.6356589147286821,0.68569415081043,0.05003523608174787,0.49598007155756557,0.5680440981291244,0.0720640265715588,0.23366320331083631,0.2133462992658253,0.02031690404501102,0.7165244215050082,0.6664057749076843,0.0501186465973239
model_2_bge_large_en_v1_5,2,fake_d,18,Fake-D,L3,early_concat,142,0.6513976979093257,0.6964998825463941,0.04510218463706839,0.4327088440103268,0.5171470892855434,0.08443824527521665,0.22561247911419793,0.2075094499963281,0.018103029117869845,0.6570667943979983,0.6108738611681571,0.04619293322984119
model_2_bge_large_en_v1_5,2,fake_d,19,Fake-D,L3,early_concat,142,0.6295513272257458,0.6807610993657505,0.05120977214000466,0.4197438990473732,0.47606809582067705,0.05632419677330386,0.23608641969908167,0.21868823726497602,0.017398182434105652,0.6833379997673751,0.6444333732352692,0.03890462653210591
model_2_bge_large_en_v1_5,2,fake_d,20,Fake-D,L3,early_concat,142,0.6344843786704252,0.7122386657270379,0.07775428705661269,0.41756848433935556,0.5118840511976148,0.09431556685825926,0.23273724204912263,0.20718112506435243,0.0255561169847702,0.6579553295307597,0.6099333716966964,0.04802195783406338
model_2_bge_large_en_v1_5,2,fake_d,21,Fake-D,L3,early_concat,142,0.6053558844256519,0.6861639652337327,0.08080808080808077,0.39140658099989745,0.4938783629544591,0.10247178195456164,0.24087742299445256,0.21447539361360654,0.026402029380846015,0.6827445539391144,0.6266271577679312,0.056117396171183165
model_2_bge_large_en_v1_5,2,fake_d,22,Fake-D,L3,early_concat,142,0.5867982147051914,0.6380079868451961,0.05120977214000466,0.4164631265370711,0.5171410354855072,0.10067790894843603,0.23956221190034543,0.2189025225518602,0.020659689348485222,0.7199620130841551,0.6711859552762124,0.048776057807942697
model_2_bge_large_en_v1_5,2,fake_d,23,Fake-D,L3,early_concat,142,0.6208597603946441,0.6652572233967582,0.04439746300211411,0.4505800178409403,0.5397162196726429,0.08913620183170262,0.22711961475418813,0.21065285105360643,0.0164667637005817,0.6416735549797359,0.6043303567486927,0.03734319823104315
model_2_bge_large_en_v1_5,2,fake_d,24,Fake-D,L3,early_concat,142,0.6131078224101479,0.6683110171482265,0.055203194738078554,0.42688697266710063,0.4716103807233556,0.044723408056254965,0.2406849913806344,0.21975309084144087,0.020931900539193526,0.7200092750269463,0.6747779980728759,0.045231276954070476
model_2_bge_large_en_v1_5,2,fake_d,25,Fake-D,L3,early_concat,142,0.6819356354240075,0.7441860465116278,0.062250411087620305,0.5105669701540803,0.5996220567172075,0.08905508656312722,0.21248814672332264,0.19100410107942267,0.02148404564389997,0.6118511688830676,0.5589861858688998,0.052864983014167755
model_2_bge_large_en_v1_5,2,fake_d,26,Fake-D,L3,early_concat,142,0.6528071411792341,0.700493305144468,0.04768616396523384,0.498322930985271,0.5562763790819254,0.057953448096654425,0.22466297784674388,0.20540979296417772,0.019253184882566166,0.6791342796413468,0.6241880170808787,0.054946262560468084
model_2_bge_large_en_v1_5,2,fake_d,27,Fake-D,L3,early_concat,142,0.4954193093727977,0.6020671834625322,0.10664787408973447,0.3233822151757717,0.39854479390484654,0.07516257872907484,0.27172384873242283,0.24119077105651454,0.030533077675908293,0.7757619759866792,0.7088714443747888,0.0668905316118904
model_2_bge_large_en_v1_5,2,fake_d,28,Fake-D,L3,early_concat,142,0.579985905567301,0.6297862344373972,0.04980032887009622,0.36163693759722526,0.4214186598639445,0.05978172226671924,0.25080249615881306,0.2335741788093358,0.017228317349477273,0.7880349905056727,0.7350522757377611,0.05298271476791161
model_2_bge_large_en_v1_5,2,fake_d,29,Fake-D,L3,early_concat,142,0.6279069767441859,0.676297862344374,0.048390885600188005,0.43861480701709493,0.527552103011372,0.08893729599427708,0.23220499172790404,0.2126288336162083,0.019576158111695746,0.6584754496916428,0.6173227990144226,0.04115265067722029
model_2_bge_large_en_v1_5,2,fake_d,30,Fake-D,L3,early_concat,142,0.6262626262626263,0.6683110171482265,0.042048390885600195,0.3941847822462534,0.45870805129543907,0.06452326904918565,0.24318162497301432,0.2251085209927519,0.018073103980262434,0.7232136745164267,0.6723290451373503,0.05088462937907645
model_2_bge_large_en_v1_5,2,fake_d,31,Fake-D,L3,early_concat,142,0.641531595019967,0.7408973455485083,0.09936575052854124,0.44052935785663927,0.5614124556144701,0.12088309775783079,0.23049993661986634,0.1928746443200094,0.03762529229985695,0.6680590956982215,0.5865215757290111,0.08153751996921044
model_2_bge_large_en_v1_5,2,fake_d,32,Fake-D,L3,early_concat,142,0.640826873385013,0.7068357998590555,0.06600892647404255,0.44332685956351575,0.5365102655902653,0.09318340602674952,0.23629491454600565,0.21162932803803133,0.02466558650797432,0.711364738774159,0.6470904715313326,0.06427426724282637
model_2_bge_large_en_v1_5,2,fake_d,33,Fake-D,L3,early_concat,142,0.5830396993187691,0.6295513272257458,0.046511627906976716,0.3727714763177761,0.45331205971460886,0.08054058339683279,0.24474610260963703,0.22575222456772062,0.018993878041916407,0.6916415785702041,0.6493725367630986,0.042269041807105556
model_2_bge_large_en_v1_5,2,fake_d,34,Fake-D,L3,early_concat,142,0.6131078224101479,0.6842847075405216,0.07117688513037368,0.4456470581813998,0.5258131940226276,0.08016613584122778,0.23166275506931785,0.20542204891419066,0.02624070615512719,0.6791290713271038,0.6255264836579472,0.0536025876691566
model_2_bge_large_en_v1_5,2,fake_d,35,Fake-D,L3,early_concat,142,0.5656565656565656,0.6269673478975806,0.06131078224101494,0.4404756287770041,0.5132320555007281,0.07275642672372407,0.25222709214976263,0.23436519346242934,0.01786189868733329,0.7322543179133634,0.6984673723756037,0.03378694553775963
model_2_bge_large_en_v1_5,2,fake_d,36,Fake-D,L3,early_concat,142,0.6661968522433639,0.7124735729386892,0.04627672069532529,0.50250243766563,0.5813796271151114,0.07887718944948141,0.21450938511729284,0.19841781723252475,0.016091567884768093,0.6133496556583179,0.5803208568429502,0.03302879881536769
model_2_bge_large_en_v1_5,2,fake_d,37,Fake-D,L3,early_concat,142,0.5968992248062015,0.6878083157152924,0.09090909090909094,0.416937348736502,0.4908223193302226,0.07388497059372057,0.240190290233637,0.21224798603815617,0.027942304195480827,0.6869880812666268,0.6239550914376929,0.0630329898289339
model_2_bge_large_en_v1_5,2,fake_d,38,Fake-D,L3,early_concat,142,0.5473338031477566,0.6316654921306084,0.08433168898285182,0.3598569696533749,0.4395876293844961,0.0797306597311212,0.25084998425670507,0.22686789027792537,0.023982093978779706,0.7029203401999168,0.651550946911091,0.05136939328882584
model_2_bge_large_en_v1_5,2,fake_d,39,Fake-D,L3,early_concat,142,0.7216349541930938,0.7810664787408973,0.05943152454780354,0.5509601316227839,0.6369650417906187,0.08600491016783485,0.20153301668115087,0.17611925692013292,0.02541375976101795,0.5741301679518356,0.5145510179654619,0.0595791499863737
model_2_bge_large_en_v1_5,2,fake_d,40,Fake-D,L3,early_concat,142,0.6311956777073056,0.7033121916842847,0.07211651397697916,0.4113799896213182,0.5172328700331684,0.1058528804118502,0.22896200759942836,0.20392634877917395,0.02503565882025441,0.662111410164828,0.604425811780217,0.05768559838461096
model_2_bge_large_en_v1_5,2,fake_d,41,Fake-D,L3,early_concat,142,0.614282358468405,0.6892177589852009,0.07493540051679592,0.41035641981836074,0.516432048118266,0.1060756282999053,0.22951536435682746,0.20745118637258037,0.02206417798424709,0.6550453284733118,0.6040137931344747,0.051031535338837086
model_2_bge_large_en_v1_5,2,fake_d,42,Fake-D,L3,early_concat,142,0.5903218228799624,0.6516326051209772,0.06131078224101483,0.4070533489790974,0.48795209059316313,0.08089874161406574,0.24326106792455965,0.22283716959380367,0.020423898330755974,0.6829487977209237,0.6382124553509356,0.044736342369988025
model_2_bge_large_en_v1_5,2,fake_d,43,Fake-D,L3,early_concat,142,0.6892177589852008,0.7385482734319944,0.049330514446793594,0.5017874160402864,0.5842773954155227,0.08248997937523628,0.2157440139351708,0.19449219974276197,0.02125181419240882,0.6254069771959727,0.5778886440632278,0.047518333132744894
model_2_bge_large_en_v1_5,2,fake_d,44,Fake-D,L3,early_concat,142,0.6711299036880433,0.7155273666901575,0.044397463002114224,0.519229419678482,0.5596640781467703,0.04043465846828831,0.21795298895982015,0.19913983248670203,0.018813156473118126,0.6719919296982269,0.6270502075308915,0.044941722167335385
model_2_bge_large_en_v1_5,2,fake_d,45,Fake-D,L3,early_concat,142,0.6236786469344608,0.6871035940803383,0.06342494714587743,0.40089591434420163,0.47687545913356105,0.07597954478935942,0.24004374056130998,0.21714455953629344,0.022899181025016535,0.7623054726395172,0.7047721335874931,0.05753333905202407
model_2_bge_large_en_v1_5,2,fake_d,46,Fake-D,L3,early_concat,142,0.6495184402161146,0.7051914493774958,0.05567300916138118,0.48813913329137926,0.5409351147749528,0.05279598148357356,0.22179597869094816,0.20358852396088578,0.018207454730062383,0.6374071474395916,0.5933522202581595,0.04405492718143211
model_2_bge_large_en_v1_5,2,fake_d,47,Fake-D,L3,early_concat,142,0.5522668545924361,0.625557904627672,0.07329105003523595,0.4504682140088375,0.5210538201929177,0.07058560618408016,0.23949110999127463,0.2170287838900079,0.022462326101266722,0.6808396710659048,0.6313942671887656,0.04944540387713925
model_2_bge_large_en_v1_5,2,fake_d,48,Fake-D,L3,early_concat,142,0.5661263800798685,0.6720695325346489,0.10594315245478036,0.44806844572543636,0.5726624650385216,0.12459401931308522,0.23666140615228104,0.20687505790527108,0.02978634824700996,0.6693365030325724,0.6084410389710823,0.06089546406149016
model_2_bge_large_en_v1_5,2,fake_d,49,Fake-D,L3,early_concat,142,0.6410617805966643,0.7275076344843785,0.0864458538877142,0.46376384212714267,0.5552130471475222,0.09144920502037951,0.22099690386644402,0.19474389800147632,0.026253005864967704,0.6566828678841651,0.5983170502721737,0.05836581761199133
model_2_bge_large_en_v1_5,2,fake_d,50,Fake-D,L3,early_concat,142,0.6420014094432699,0.6845196147521728,0.042518205308902934,0.4319859753505049,0.5063446463199547,0.07435867096944976,0.2299947165717175,0.21452594964107177,0.015468766930645722,0.6676488095607538,0.6294340460076204,0.03821476355313336
model_2_bge_large_en_v1_5,2,real,0,D-P,L3,early_concat,142,0.8003288700963119,0.7756636128729153,-0.02466525722339663,0.6633634482073255,0.6362391183128558,-0.027124329894469668,0.20103440443970255,0.20221526811659912,-0.0011808636768965708,0.5909429368710314,0.6018119187129828,-0.010868981841951397
model_2_bge_large_en_v1_5,3,fake_d,1,Fake-D,L3,early_concat,142,0.6943857176415316,0.7749588912379609,0.08057317359642935,0.5369538544927825,0.6329422412467821,0.09598838675399957,0.20888907928816305,0.1798434888358833,0.02904559045227975,0.6023679692819096,0.529219747133574,0.0731482221483356
model_2_bge_large_en_v1_5,3,fake_d,2,Fake-D,L3,early_concat,142,0.6732440685929058,0.7026074700493304,0.029363401456424687,0.44802908400499075,0.49062332714419227,0.042594243139201515,0.22726243806563662,0.21134207425995188,0.015920363805684734,0.6680337997412018,0.6319029853806977,0.03613081436050414
model_2_bge_large_en_v1_5,3,fake_d,3,Fake-D,L3,early_concat,142,0.6873385012919897,0.7420718816067653,0.05473338031477559,0.5340521780586618,0.5874031997739504,0.053351021715288605,0.2113431795422534,0.19107553686832113,0.020267642673932273,0.6132701458480915,0.5648667594171298,0.04840338643096165
model_2_bge_large_en_v1_5,3,fake_d,4,Fake-D,L3,early_concat,142,0.6748884190744656,0.7303265210241955,0.05543810194972987,0.48735717474508145,0.5642715494011086,0.07691437465602713,0.21482388826270743,0.19641698818141257,0.018406900081294864,0.6172917880192782,0.5755751285102532,0.041716659509025034
model_2_bge_large_en_v1_5,3,fake_d,5,Fake-D,L3,early_concat,142,0.6528071411792342,0.751937984496124,0.09913084331688982,0.46574929396019094,0.5500291402187463,0.08427984625855534,0.2196145099828497,0.19045333194370548,0.029161178039144225,0.6391988631621828,0.5816858052380466,0.05751305792413619
model_2_bge_large_en_v1_5,3,fake_d,6,Fake-D,L3,early_concat,142,0.6410617805966643,0.7357293868921776,0.0946676062955133,0.401482670963526,0.5224689347822216,0.12098626381869554,0.22921422596801627,0.19521505835949185,0.03399916760852442,0.6664839367541663,0.5823966154436213,0.08408732131054497
model_2_bge_large_en_v1_5,3,fake_d,7,Fake-D,L3,early_concat,142,0.6878083157152924,0.7291519849659385,0.04134366925064603,0.48618276473703553,0.5490244853261094,0.06284172058907384,0.21071114020199216,0.19171182916058824,0.018999311041403927,0.6787500330934607,0.6350733833639269,0.04367664972953378
model_2_bge_large_en_v1_5,3,fake_d,8,Fake-D,L3,early_concat,142,0.7347897580455721,0.7857646229739252,0.050974864928353125,0.5758054572638358,0.6626295643710877,0.08682410710725186,0.1978729044161392,0.17368452374752288,0.02418838066861631,0.5903009189971414,0.530169482615587,0.06013143638155438
model_2_bge_large_en_v1_5,3,fake_d,9,Fake-D,L3,early_concat,142,0.5893821940333568,0.647404275311252,0.05802208127789521,0.38379514053931785,0.46688198708918643,0.08308684654986859,0.24489237357821936,0.2201787691262098,0.02471360445200957,0.7301226814542966,0.6636180844922627,0.06650459696203392
model_2_bge_large_en_v1_5,3,fake_d,10,Fake-D,L3,early_concat,142,0.6116983791402396,0.6807610993657506,0.06906272022551097,0.44051561821733015,0.5043190481915372,0.06380342997420702,0.24506724403421182,0.2202291604858139,0.02483808354839792,0.7044646170633048,0.6469858749373327,0.05747874212597204
model_2_bge_large_en_v1_5,3,fake_d,11,Fake-D,L3,early_concat,142,0.6131078224101479,0.6727742541696031,0.059666431759455185,0.42144778090097934,0.5131227206504365,0.09167493974945717,0.2345826310890078,0.21313108723137644,0.021451543857631344,0.6938933071083121,0.6372411315318368,0.05665217557647528
model_2_bge_large_en_v1_5,3,fake_d,12,Fake-D,L3,early_concat,142,0.5821000704721633,0.661028893587033,0.0789288231148697,0.392683675058472,0.474786194111981,0.08210251905350896,0.23403135696795704,0.212151152802039,0.021880204165918044,0.6776936280152948,0.6323195893190702,0.04537403869622458
model_2_bge_large_en_v1_5,3,fake_d,13,Fake-D,L3,early_concat,142,0.6476391825229034,0.6979093258163026,0.05027014329339918,0.5137535709172361,0.5525403205685998,0.03878674965136375,0.21983358623198118,0.2035911102995509,0.016242475932430278,0.6531918024237006,0.6149433205834899,0.03824848184021068
model_2_bge_large_en_v1_5,3,fake_d,14,Fake-D,L3,early_concat,142,0.6246182757810664,0.7148226450552032,0.09020436927413678,0.403787232076346,0.49162924204168124,0.08784200996533525,0.22924160822158376,0.20180834127248012,0.02743326694910364,0.6786061493611838,0.6075099550803323,0.07109619428085145
model_2_bge_large_en_v1_5,3,fake_d,15,Fake-D,L3,early_concat,142,0.6098191214470284,0.6849894291754756,0.07517030772844713,0.42974504240253153,0.5328393470777788,0.10309430467524727,0.2346653878168429,0.2095753323136981,0.025090055503144804,0.6639607464567329,0.6084187764454009,0.05554197001133199
model_2_bge_large_en_v1_5,3,fake_d,16,Fake-D,L3,early_concat,142,0.6081747709654687,0.6889828517735493,0.08080808080808066,0.38143825092625816,0.4572740318280779,0.07583578090181975,0.23811159380931457,0.21331277531220785,0.024798818497106717,0.687062732424962,0.631938560583008,0.05512417184195395
model_2_bge_large_en_v1_5,3,fake_d,17,Fake-D,L3,early_concat,142,0.6060606060606061,0.6918017383133662,0.08574113225276014,0.4142927140391509,0.542989077022189,0.1286963629830381,0.23066000409271736,0.20385986357234212,0.026800140520375243,0.6585742510682334,0.5944212428499301,0.06415300821830328
