representation,repeat,draw,domain_type,r2,mae,rmse,spearman_rho,mse_improvement,target_mse,null_mse,interpretation_scope
tfidf,1,87,fake,0.7635907365536987,0.1876352380909374,0.23018209655708693,0.8948471366811195,0.7635907365536987,0.052983797575416096,0.22411895711290938,real_D_vs_fake_D_negative_control
tfidf,1,88,fake,0.7621058037892159,0.1870631640730659,0.23090387428099765,0.896117068427527,0.7621058037892159,0.05331659915797477,0.22411895711290938,real_D_vs_fake_D_negative_control
tfidf,1,89,fake,0.7550070138290328,0.19127155535817308,0.23432364917057474,0.8904338095228117,0.7550070138290328,0.05490757256061459,0.22411895711290938,real_D_vs_fake_D_negative_control
tfidf,1,90,fake,0.7621058309448085,0.18560625681860748,0.23090386110217315,0.8908403553294174,0.7621058309448085,0.053316593071891676,0.22411895711290938,real_D_vs_fake_D_negative_control
tfidf,1,91,fake,0.7557467584981314,0.19006988291285218,0.23396961716608924,0.8951950057733696,0.7557467584981314,0.05474178175684637,0.22411895711290938,real_D_vs_fake_D_negative_control
tfidf,1,92,fake,0.7584803734169351,0.19035235934427122,0.23265667158303419,0.8961044948458793,0.7584803734169351,0.05412912683209582,0.22411895711290938,real_D_vs_fake_D_negative_control
tfidf,1,93,fake,0.7453197616705955,0.1932456694482007,0.23891142587087233,0.8797295003468213,0.7453197616705955,0.05707866941165332,0.22411895711290938,real_D_vs_fake_D_negative_control
tfidf,1,94,fake,0.7534710666209697,0.19185451603809736,0.23505703020132407,0.8897925568587841,0.7534710666209697,0.055251807447066176,0.22411895711290938,real_D_vs_fake_D_negative_control
tfidf,1,95,fake,0.7605305624564069,0.18835347052715806,0.23166709002938904,0.8945076499766341,0.7605305624564069,0.05366964060268505,0.22411895711290938,real_D_vs_fake_D_negative_control
tfidf,1,96,fake,0.763807776790637,0.18730494574789244,0.2300764106636357,0.8937071319450702,0.763807776790637,0.05293515474386195,0.22411895711290938,real_D_vs_fake_D_negative_control
tfidf,1,97,fake,0.7529441010371576,0.19105088453263264,0.23530811805831212,0.8942561783436822,0.7529441010371576,0.055369910424144554,0.22411895711290938,real_D_vs_fake_D_negative_control
tfidf,1,98,fake,0.7550343175206662,0.191140496774634,0.23431059149283112,0.8858528346092026,0.7550343175206662,0.05490145328572038,0.22411895711290938,real_D_vs_fake_D_negative_control
tfidf,1,99,fake,0.763729844185109,0.18541273006689457,0.23011436486698947,0.8977642076233626,0.763729844185109,0.05295262091813796,0.22411895711290938,real_D_vs_fake_D_negative_control
tfidf,1,100,fake,0.7641468890224894,0.1882587024076107,0.22991118560025514,0.897013983918389,0.7641468890224894,0.05285915326411497,0.22411895711290938,real_D_vs_fake_D_negative_control
tfidf,1,0,real,0.7797730679471363,0.17865883416991837,0.22216442185881918,0.9082882954624041,0.7797730679471363,0.04935703033986338,0.22411895711290938,real_D_vs_fake_D_negative_control
tfidf,2,0,real,0.785658688143336,0.1748900095568852,0.22106795259785716,0.9201954772826814,0.785658688143336,0.04887103966580843,0.22800569448081867,real_D_vs_fake_D_negative_control
tfidf,3,0,real,0.7761637728562475,0.17772730101662312,0.21779221313733926,0.9054424748161639,0.7761637728562475,0.04743344810326021,0.21191139927853328,real_D_vs_fake_D_negative_control
tfidf,4,0,real,0.795437981469595,0.16886127489707303,0.21211986438234948,0.9117586039971418,0.795437981469595,0.044994836865586335,0.2199569460099874,real_D_vs_fake_D_negative_control
