representation,repeat,draw,draw_type,model_name,roc_auc,pr_auc,brier,log_loss,sensitivity_at_0_50,specificity_at_0_50,interpretation_scope
bge,5,0,optimal_matched,full,0.8672774254169603,0.7563585070318882,0.1580084139128936,0.47483330646356053,0.8372093023255814,0.7474747474747475,pairing_dependence
bge,5,0,optimal_matched,full+I-optimal_matched,0.8661028893587033,0.7795815120559408,0.15101268223753447,0.4501137207917839,0.8604651162790697,0.7272727272727273,pairing_dependence
bge,5,0,optimal_matched,full+I-real,0.8435517970401691,0.6774460085573303,0.16533206826074132,0.5209846910675409,0.7674418604651163,0.7676767676767676,pairing_dependence
bge,6,0,optimal_matched,P,0.7216349541930936,0.5290322249782049,0.24599751411369067,0.6851693699107386,0.8604651162790697,0.40404040404040403,pairing_dependence
bge,6,0,optimal_matched,P+I-optimal_matched,0.6671364810899695,0.5199508932767833,0.23612515276798582,0.6672767746186113,0.6046511627906976,0.6262626262626263,pairing_dependence
bge,6,0,optimal_matched,P+I-real,0.7284472633309842,0.5718539330683962,0.21428783057925255,0.6126054561221806,0.7209302325581395,0.5454545454545454,pairing_dependence
bge,6,0,optimal_matched,full,0.848249941273197,0.7335958912900049,0.16808752648905584,0.5041623442289372,0.7906976744186046,0.7373737373737373,pairing_dependence
bge,6,0,optimal_matched,full+I-optimal_matched,0.8423772609819121,0.7527778371497302,0.1645543701933565,0.4909267307321929,0.7906976744186046,0.7373737373737373,pairing_dependence
bge,6,0,optimal_matched,full+I-real,0.8595254874324642,0.7684975293921001,0.15635510776620634,0.46637812932064066,0.7441860465116279,0.7777777777777778,pairing_dependence
bge,7,0,optimal_matched,P,0.7023725628376791,0.5399171795013903,0.22413115360025598,0.6337798895205612,0.8604651162790697,0.4444444444444444,pairing_dependence
bge,7,0,optimal_matched,P+I-optimal_matched,0.7416020671834626,0.5650744374091774,0.21111771301705567,0.6214907611166912,0.7906976744186046,0.5757575757575758,pairing_dependence
bge,7,0,optimal_matched,P+I-real,0.7761334272962179,0.6468579933661105,0.2184402281312621,1.0875238684945747,0.6976744186046512,0.7272727272727273,pairing_dependence
bge,7,0,optimal_matched,full,0.8656330749354005,0.7497600520587303,0.15721991371382046,0.4758531351474482,0.8372093023255814,0.7373737373737373,pairing_dependence
bge,7,0,optimal_matched,full+I-optimal_matched,0.8602302090674184,0.7537658221680531,0.1598404664695061,0.4800686347552362,0.813953488372093,0.7373737373737373,pairing_dependence
bge,7,0,optimal_matched,full+I-real,0.8301620859760395,0.6599321372083304,0.17582058730077157,1.0870751185648697,0.7674418604651163,0.7575757575757576,pairing_dependence
bge,8,0,optimal_matched,P,0.6098191214470283,0.43964705727852854,0.24716962522873606,0.6874144156179305,0.8837209302325582,0.1919191919191919,pairing_dependence
bge,8,0,optimal_matched,P+I-optimal_matched,0.6687808315715292,0.4902692943366713,0.24150494067015965,0.6759398058629829,0.627906976744186,0.5353535353535354,pairing_dependence
bge,8,0,optimal_matched,P+I-real,0.7533474277660324,0.6241024607757553,0.1958364825359557,0.8696167347485166,0.6511627906976745,0.8181818181818182,pairing_dependence
bge,8,0,optimal_matched,full,0.8508339206013624,0.7175051482120116,0.1683392605142071,0.5014245368708896,0.8604651162790697,0.7474747474747475,pairing_dependence
