representation,repeat,draw,draw_type,matched_model_name,weak_real_delta_auc,weak_matched_delta_auc,full_real_delta_auc,full_matched_delta_auc,weak_real_minus_matched_delta_auc,weak_matched_minus_no_i_delta_auc,real_minus_matched_delta_auc,matched_minus_no_i_delta_auc,weak_real_minus_optimal_delta_auc_x,weak_real_minus_random_delta_auc,weak_optimal_minus_no_i_delta_auc_x,weak_random_minus_no_i_delta_auc,real_minus_optimal_delta_auc,real_minus_random_delta_auc,optimal_minus_no_i_delta_auc,random_minus_no_i_delta_auc,real_minus_matched_full_delta_auc,mean_abs_probability_change_weak,mean_abs_probability_change_full,interpretation_scope_x,full_real_minus_optimal_delta_auc,full_real_minus_optimal_ci_low,full_real_minus_optimal_ci_high,full_real_minus_optimal_p_value,full_optimal_minus_no_i_delta_auc,full_optimal_minus_no_i_ci_low,full_optimal_minus_no_i_ci_high,weak_real_minus_optimal_delta_auc_y,weak_real_minus_optimal_ci_low,weak_real_minus_optimal_ci_high,weak_real_minus_optimal_p_value,weak_optimal_minus_no_i_delta_auc_y,weak_optimal_minus_no_i_ci_low,weak_optimal_minus_no_i_ci_high,real_minus_matched_delta_auc_observed,matched_minus_no_i_delta_auc_observed,ci_low,ci_high,optimal_minus_no_i_ci_low,optimal_minus_no_i_ci_high,p_value,n_bootstrap,n_permutations,primary_pairing_control,secondary_pairing_control,weak_control_scope,interpretation_scope_y
tfidf,1,27,random_mismatch,P+I-random_mismatch,0.09960065774019267,-0.016443504815597754,-0.010570824524312905,-0.003993422598073781,0.11604416255579042,-0.016443504815597754,-0.006577401926239124,-0.003993422598073781,,0.11604416255579042,,-0.016443504815597754,,-0.006577401926239124,,-0.003993422598073781,-0.006577401926239124,0.13608833012099059,0.061436859003394566,pairing_dependence_not_identified_interaction_effect,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfidf,1,28,random_mismatch,P+I-random_mismatch,0.08996946206248557,-0.004228329809725095,0.03194738078459014,0.028423772609819098,0.09419779187221067,-0.004228329809725095,0.0035236081747710424,0.028423772609819098,,0.09419779187221067,,-0.004228329809725095,,0.0035236081747710424,,0.028423772609819098,0.0035236081747710424,0.13177664107475848,0.07642950480267807,pairing_dependence_not_identified_interaction_effect,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfidf,1,29,random_mismatch,P+I-random_mismatch,0.10147991543340396,-0.046981442330279455,0.007986845196147674,-0.0021141649048626032,0.1484613577636834,-0.046981442330279455,0.010101010101010277,-0.0021141649048626032,,0.1484613577636834,,-0.046981442330279455,,0.010101010101010277,,-0.0021141649048626032,0.010101010101010277,0.0987454694776507,0.05165934568846585,pairing_dependence_not_identified_interaction_effect,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfidf,1,30,random_mismatch,P+I-random_mismatch,0.08738548273432023,-0.03218228799624134,-0.006812309137890438,0.0042283298097253175,0.11956777073056157,-0.03218228799624134,-0.011040638947615755,0.0042283298097253175,,0.11956777073056157,,-0.03218228799624134,,-0.011040638947615755,,0.0042283298097253175,-0.011040638947615755,0.13103047424463038,0.04472724909783041,pairing_dependence_not_identified_interaction_effect,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfidf,1,31,random_mismatch,P+I-random_mismatch,0.08245243128964075,-0.03946441155743463,0.020906741836974385,0.008926474042753041,0.12191684284707538,-0.03946441155743463,0.011980267794221344,0.008926474042753041,,0.12191684284707538,,-0.03946441155743463,,0.011980267794221344,,0.008926474042753041,0.011980267794221344,0.12476606110825836,0.023465220113573604,pairing_dependence_not_identified_interaction_effect,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfidf,1,32,random_mismatch,P+I-random_mismatch,0.09067418369743963,-0.011745360582569697,-0.008926474042753041,-0.046041813483673866,0.10241954428000932,-0.011745360582569697,0.037115339440920825,-0.046041813483673866,,0.10241954428000932,,-0.011745360582569697,,0.037115339440920825,,-0.046041813483673866,0.037115339440920825,0.1118964232350675,0.08198280269625104,pairing_dependence_not_identified_interaction_effect,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfidf,1,33,random_mismatch,P+I-random_mismatch,0.10077519379844979,0.0007047216349543861,0.0035236081747710424,-0.007517030772844713,0.1000704721634954,0.0007047216349543861,0.011040638947615755,-0.007517030772844713,,0.1000704721634954,,0.0007047216349543861,,0.011040638947615755,,-0.007517030772844713,0.011040638947615755,0.10279143661841529,0.04314660270870693,pairing_dependence_not_identified_interaction_effect,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfidf,1,34,random_mismatch,P+I-random_mismatch,0.09654686398872458,-0.027719050974864712,0.0030537937514683033,-0.015973690392295015,0.1242659149635893,-0.027719050974864712,0.019027484143763318,-0.015973690392295015,,0.1242659149635893,,-0.027719050974864712,,0.019027484143763318,,-0.015973690392295015,0.019027484143763318,0.11966928810058892,0.07332722440299773,pairing_dependence_not_identified_interaction_effect,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfidf,1,35,random_mismatch,P+I-random_mismatch,0.09114399812074248,-0.02654451491660781,0.023490721165139727,-0.018322762508809043,0.11768851303735028,-0.02654451491660781,0.04181348367394877,-0.018322762508809043,,0.11768851303735028,,-0.02654451491660781,,0.04181348367394877,,-0.018322762508809043,0.04181348367394877,0.12658919861097187,0.08238996599621265,pairing_dependence_not_identified_interaction_effect,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfidf,1,36,random_mismatch,P+I-random_mismatch,0.09866102889358719,0.012919896640826933,-0.04721634954193088,0.0011745360582570141,0.08574113225276025,0.012919896640826933,-0.048390885600187894,0.0011745360582570141,,0.08574113225276025,,0.012919896640826933,,-0.048390885600187894,,0.0011745360582570141,-0.048390885600187894,0.1411363555569371,0.09590869841890517,pairing_dependence_not_identified_interaction_effect,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfidf,1,37,random_mismatch,P+I-random_mismatch,0.08550622504110894,-0.05872680291284915,0.014799154334038,0.01761804087385488,0.1442330279539581,-0.05872680291284915,-0.0028188865398168783,0.01761804087385488,,0.1442330279539581,,-0.05872680291284915,,-0.0028188865398168783,,0.01761804087385488,-0.0028188865398168783,0.1403531380755836,0.07465201679457857,pairing_dependence_not_identified_interaction_effect,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfidf,1,38,random_mismatch,P+I-random_mismatch,0.10054028658679837,-0.05919661733615211,-0.007986845196147452,-0.00023490721165142503,0.15973690392295048,-0.05919661733615211,-0.007751937984496027,-0.00023490721165142503,,0.15973690392295048,,-0.05919661733615211,,-0.007751937984496027,,-0.00023490721165142503,-0.007751937984496027,0.1367478940153794,0.04090516874029968,pairing_dependence_not_identified_interaction_effect,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfidf,1,39,random_mismatch,P+I-random_mismatch,0.09842612168193565,-0.014094432699083725,0.010805731735964108,0.009161381254404466,0.11252055438101938,-0.014094432699083725,0.0016443504815596421,0.009161381254404466,,0.11252055438101938,,-0.014094432699083725,,0.0016443504815596421,,0.009161381254404466,0.0016443504815596421,0.14136630984778095,0.06013509491469974,pairing_dependence_not_identified_interaction_effect,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfidf,1,40,random_mismatch,P+I-random_mismatch,0.0880902043692744,-0.0138595254874323,0.02067183462532296,0.006577401926239124,0.1019497298567067,-0.0138595254874323,0.014094432699083836,0.006577401926239124,,0.1019497298567067,,-0.0138595254874323,,0.014094432699083836,,0.006577401926239124,0.014094432699083836,0.14910745988378396,0.08268257804227087,pairing_dependence_not_identified_interaction_effect,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfidf,1,41,random_mismatch,P+I-random_mismatch,0.10030537937514694,-0.07423067888184154,0.0037585153864223564,-0.040638947615691756,0.17453605825698848,-0.07423067888184154,0.04439746300211411,-0.040638947615691756,,0.17453605825698848,,-0.07423067888184154,,0.04439746300211411,,-0.040638947615691756,0.04439746300211411,0.15978442066793394,0.08263165055867093,pairing_dependence_not_identified_interaction_effect,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfidf,1,42,random_mismatch,P+I-random_mismatch,0.0871505755226688,-0.03828987549917773,0.017852948085506082,0.02654451491660792,0.12544045102184653,-0.03828987549917773,-0.008691566831101838,0.02654451491660792,,0.12544045102184653,,-0.03828987549917773,,-0.008691566831101838,,0.02654451491660792,-0.008691566831101838,0.17857545323407664,0.061771171603657596,pairing_dependence_not_identified_interaction_effect,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfidf,1,43,random_mismatch,P+I-random_mismatch,0.09419779187221067,0.0004698144233029611,0.0009396288466055891,0.01033591731266148,0.0937279774489077,0.0004698144233029611,-0.009396288466055891,0.01033591731266148,,0.0937279774489077,,0.0004698144233029611,,-0.009396288466055891,,0.01033591731266148,-0.009396288466055891,0.15264843116806773,0.060859845305121334,pairing_dependence_not_identified_interaction_effect,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfidf,1,44,random_mismatch,P+I-random_mismatch,0.10241954428000954,0.005637773079633757,-0.018322762508808932,-0.02020202020202011,0.09678177120037579,0.005637773079633757,0.0018792576932111782,-0.02020202020202011,,0.09678177120037579,,0.005637773079633757,,0.0018792576932111782,,-0.02020202020202011,0.0018792576932111782,0.18353028849120376,0.046304266676410154,pairing_dependence_not_identified_interaction_effect,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfidf,1,45,random_mismatch,P+I-random_mismatch,0.08879492600422856,-0.019497298567065835,0.032182287996241454,0.0014094432699083281,0.1082922245712944,-0.019497298567065835,0.030772844726333126,0.0014094432699083281,,0.1082922245712944,,-0.019497298567065835,,0.030772844726333126,,0.0014094432699083281,0.030772844726333126,0.14312690188850025,0.06811119769815582,pairing_dependence_not_identified_interaction_effect,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfidf,1,46,random_mismatch,P+I-random_mismatch,0.09043927648578831,-0.04815597838853636,-0.008691566831101616,0.01268498942917573,0.13859525487432467,-0.04815597838853636,-0.021376556260277346,0.01268498942917573,,0.13859525487432467,,-0.04815597838853636,,-0.021376556260277346,,0.01268498942917573,-0.021376556260277346,0.1627359805353324,0.06410762250383602,pairing_dependence_not_identified_interaction_effect,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfidf,1,47,random_mismatch,P+I-random_mismatch,0.09372797744890804,-0.017852948085506082,0.0378200610758751,0.01667841202724929,0.11158092553441412,-0.017852948085506082,0.02114164904862581,0.01667841202724929,,0.11158092553441412,,-0.017852948085506082,,0.02114164904862581,,0.01667841202724929,0.02114164904862581,0.17488484755310238,0.10450405429162277,pairing_dependence_not_identified_interaction_effect,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfidf,1,48,random_mismatch,P+I-random_mismatch,0.10124500822175253,-0.016678412027249068,0.02795395818651636,0.03429645290110406,0.1179234202490016,-0.016678412027249068,-0.006342494714587699,0.03429645290110406,,0.1179234202490016,,-0.016678412027249068,,-0.006342494714587699,,0.03429645290110406,-0.006342494714587699,0.11445483902284206,0.047530150247914474,pairing_dependence_not_identified_interaction_effect,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfidf,1,49,random_mismatch,P+I-random_mismatch,0.08574113225276037,-0.033826638477801096,-0.006812309137890549,0.005637773079633646,0.11956777073056146,-0.033826638477801096,-0.012450082217524194,0.005637773079633646,,0.11956777073056146,,-0.033826638477801096,,-0.012450082217524194,,0.005637773079633646,-0.012450082217524194,0.11844659653093344,0.047743910756718834,pairing_dependence_not_identified_interaction_effect,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfidf,1,50,random_mismatch,P+I-random_mismatch,0.08856001879257702,0.00023490721165164707,-0.0007047216349542751,0.008456659619450413,0.08832511158092538,0.00023490721165164707,-0.009161381254404688,0.008456659619450413,,0.08832511158092538,,0.00023490721165164707,,-0.009161381254404688,,0.008456659619450413,-0.009161381254404688,0.09968582019482669,0.03760222597720724,pairing_dependence_not_identified_interaction_effect,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfidf,1,51,random_mismatch,P+I-random_mismatch,0.10852713178294582,-0.034296452901103947,-0.03241719520789288,-0.02419544280009389,0.14282358468404976,-0.034296452901103947,-0.008221752407798988,-0.02419544280009389,,0.14282358468404976,,-0.034296452901103947,,-0.008221752407798988,,-0.02419544280009389,-0.008221752407798988,0.07996931659715258,0.06724895512510146,pairing_dependence_not_identified_interaction_effect,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfidf,1,52,random_mismatch,P+I-random_mismatch,0.09278834860230223,0.0035236081747711534,-0.006107587502936274,-0.006812309137890549,0.08926474042753108,0.0035236081747711534,0.0007047216349542751,-0.006812309137890549,,0.08926474042753108,,0.0035236081747711534,,0.0007047216349542751,,-0.006812309137890549,0.0007047216349542751,0.16072232301661626,0.05270991578065381,pairing_dependence_not_identified_interaction_effect,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfidf,1,53,random_mismatch,P+I-random_mismatch,0.0925534413906508,-0.09067418369743929,-0.018792576932111893,-0.013389711064129672,0.1832276250880901,-0.09067418369743929,-0.005402865867982221,-0.013389711064129672,,0.1832276250880901,,-0.09067418369743929,,-0.005402865867982221,,-0.013389711064129672,-0.005402865867982221,0.15517051998689024,0.08279336044578464,pairing_dependence_not_identified_interaction_effect,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfidf,1,54,random_mismatch,P+I-random_mismatch,0.0904392764857882,-0.028423772609818876,0.014564247122386798,1.1102230246251565e-16,0.11886304909560708,-0.028423772609818876,0.014564247122386687,1.1102230246251565e-16,,0.11886304909560708,,-0.028423772609818876,,0.014564247122386687,,1.1102230246251565e-16,0.014564247122386687,0.14437085969923877,0.0612607403663094,pairing_dependence_not_identified_interaction_effect,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfidf,1,55,random_mismatch,P+I-random_mismatch,0.09842612168193565,-0.02912849424477315,-0.0018792576932111782,-0.0044632370213765205,0.1275546159267088,-0.02912849424477315,0.0025839793281653423,-0.0044632370213765205,,0.1275546159267088,,-0.02912849424477315,,0.0025839793281653423,,-0.0044632370213765205,0.0025839793281653423,0.14146393148949635,0.08567174777494758,pairing_dependence_not_identified_interaction_effect,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfidf,1,56,random_mismatch,P+I-random_mismatch,0.09537232793046757,-0.03688043222926929,-0.008221752407798877,-0.010570824524312905,0.13225276015973686,-0.03688043222926929,0.0023490721165140283,-0.010570824524312905,,0.13225276015973686,,-0.03688043222926929,,0.0023490721165140283,,-0.010570824524312905,0.0023490721165140283,0.15986080901684618,0.06735825114336953,pairing_dependence_not_identified_interaction_effect,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfidf,1,57,random_mismatch,P+I-random_mismatch,0.0883251115809256,-0.027249236551561862,0.03922950434578343,0.012450082217524083,0.11557434813248746,-0.027249236551561862,0.026779422128259345,0.012450082217524083,,0.11557434813248746,,-0.027249236551561862,,0.026779422128259345,,0.012450082217524083,0.026779422128259345,0.1479699436545063,0.06205042902216252,pairing_dependence_not_identified_interaction_effect,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfidf,1,58,random_mismatch,P+I-random_mismatch,0.08856001879257702,-0.04134366925064581,0.02466525722339663,0.015034061545689315,0.12990368804322283,-0.04134366925064581,0.009631195677707316,0.015034061545689315,,0.12990368804322283,,-0.04134366925064581,,0.009631195677707316,,0.015034061545689315,0.009631195677707316,0.12544283719599508,0.038602336655977884,pairing_dependence_not_identified_interaction_effect,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfidf,1,59,random_mismatch,P+I-random_mismatch,0.09701667841202744,0.013389711064129783,0.0007047216349542751,-0.015973690392295015,0.08362696734789765,0.013389711064129783,0.01667841202724929,-0.015973690392295015,,0.08362696734789765,,0.013389711064129783,,0.01667841202724929,,-0.015973690392295015,0.01667841202724929,0.14982543076840266,0.12843798628997688,pairing_dependence_not_identified_interaction_effect,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfidf,1,60,random_mismatch,P+I-random_mismatch,0.09255344139065091,0.008691566831101949,0.011510453370918494,0.02114164904862581,0.08386187455954897,0.008691566831101949,-0.009631195677707316,0.02114164904862581,,0.08386187455954897,,0.008691566831101949,,-0.009631195677707316,,0.02114164904862581,-0.009631195677707316,0.14014703167095657,0.09235760768778392,pairing_dependence_not_identified_interaction_effect,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfidf,1,61,random_mismatch,P+I-random_mismatch,0.0871505755226688,-0.044162555790462577,0.0035236081747710424,-0.009161381254404466,0.13131313131313138,-0.044162555790462577,0.012684989429175508,-0.009161381254404466,,0.13131313131313138,,-0.044162555790462577,,0.012684989429175508,,-0.009161381254404466,0.012684989429175508,0.15261083969943356,0.06124730914680072,pairing_dependence_not_identified_interaction_effect,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfidf,1,62,random_mismatch,P+I-random_mismatch,0.09255344139065091,-0.044632370213765205,0.004228329809725095,-0.0042283298097252064,0.13718581160441612,-0.044632370213765205,0.008456659619450302,-0.0042283298097252064,,0.13718581160441612,,-0.044632370213765205,,0.008456659619450302,,-0.0042283298097252064,0.008456659619450302,0.1695465628507283,0.08772680388572382,pairing_dependence_not_identified_interaction_effect,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfidf,1,63,random_mismatch,P+I-random_mismatch,0.09607704956542185,-0.03100775193798433,-0.000234907211651314,0.006812309137890549,0.12708480150340618,-0.03100775193798433,-0.007047216349541863,0.006812309137890549,,0.12708480150340618,,-0.03100775193798433,,-0.007047216349541863,,0.006812309137890549,-0.007047216349541863,0.14121282933430668,0.040929621039405256,pairing_dependence_not_identified_interaction_effect,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfidf,1,64,random_mismatch,P+I-random_mismatch,0.08856001879257702,-0.0049330514446791485,0.0025839793281654533,-0.008456659619450302,0.09349307023725617,-0.0049330514446791485,0.011040638947615755,-0.008456659619450302,,0.09349307023725617,,-0.0049330514446791485,,0.011040638947615755,,-0.008456659619450302,0.011040638947615755,0.16502528860960958,0.043130463100040414,pairing_dependence_not_identified_interaction_effect,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfidf,1,65,random_mismatch,P+I-random_mismatch,0.10077519379844968,0.014564247122386687,-0.022316185106882713,-0.014329339910735261,0.086210946676063,0.014564247122386687,-0.007986845196147452,-0.014329339910735261,,0.086210946676063,,0.014564247122386687,,-0.007986845196147452,,-0.014329339910735261,-0.007986845196147452,0.1358508341641003,0.09318746508586438,pairing_dependence_not_identified_interaction_effect,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfidf,1,66,random_mismatch,P+I-random_mismatch,0.09842612168193576,-0.00845665961945019,-0.020436927413671535,-0.007047216349541863,0.10688278130138595,-0.00845665961945019,-0.013389711064129672,-0.007047216349541863,,0.10688278130138595,,-0.00845665961945019,,-0.013389711064129672,,-0.007047216349541863,-0.013389711064129672,0.11340200803208003,0.050108461273233575,pairing_dependence_not_identified_interaction_effect,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfidf,1,67,random_mismatch,P+I-random_mismatch,0.10335917312661524,-0.0058726802912847376,-0.0014094432699083281,-0.026309607704956606,0.10923185341789998,-0.0058726802912847376,0.024900164435048278,-0.026309607704956606,,0.10923185341789998,,-0.0058726802912847376,,0.024900164435048278,,-0.026309607704956606,0.024900164435048278,0.07740427728578422,0.04171792775191024,pairing_dependence_not_identified_interaction_effect,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfidf,1,68,random_mismatch,P+I-random_mismatch,0.09208362696734806,-0.017618040873854657,0.014564247122386798,-0.037115339440920714,0.10970166784120272,-0.017618040873854657,0.05167958656330751,-0.037115339440920714,,0.10970166784120272,,-0.017618040873854657,,0.05167958656330751,,-0.037115339440920714,0.05167958656330751,0.1562039161526267,0.07166883904467855,pairing_dependence_not_identified_interaction_effect,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfidf,1,69,random_mismatch,P+I-random_mismatch,0.08621094667606322,-0.03828987549917762,0.0016443504815598642,0.008221752407798988,0.12450082217524083,-0.03828987549917762,-0.006577401926239124,0.008221752407798988,,0.12450082217524083,,-0.03828987549917762,,-0.006577401926239124,,0.008221752407798988,-0.006577401926239124,0.1641341212670929,0.045114840868728044,pairing_dependence_not_identified_interaction_effect,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfidf,1,70,random_mismatch,P+I-random_mismatch,0.10852713178294582,-0.030303030303030054,0.02701432933991077,0.027953958186516248,0.13883016208597587,-0.030303030303030054,-0.0009396288466054781,0.027953958186516248,,0.13883016208597587,,-0.030303030303030054,,-0.0009396288466054781,,0.027953958186516248,-0.0009396288466054781,0.05516309194043085,0.01784096055858634,pairing_dependence_not_identified_interaction_effect,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfidf,1,71,random_mismatch,P+I-random_mismatch,0.08902983321587987,-0.062250411087620194,-0.022316185106882713,-0.036645525017617975,0.15128024430350007,-0.062250411087620194,0.014329339910735261,-0.036645525017617975,,0.15128024430350007,,-0.062250411087620194,,0.014329339910735261,,-0.036645525017617975,0.014329339910735261,0.16453176538019657,0.08564728670155718,pairing_dependence_not_identified_interaction_effect,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfidf,1,72,random_mismatch,P+I-random_mismatch,0.09278834860230223,-0.012450082217523861,0.03547098895936107,-0.0009396288466055891,0.10523843081982609,-0.012450082217523861,0.03641061780596666,-0.0009396288466055891,,0.10523843081982609,,-0.012450082217523861,,0.03641061780596666,,-0.0009396288466055891,0.03641061780596666,0.166362079017482,0.08374505884474281,pairing_dependence_not_identified_interaction_effect,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfidf,1,73,random_mismatch,P+I-random_mismatch,0.08644585388771464,-0.018087855297157396,0.043927648578811374,0.027719050974864934,0.10453370918487204,-0.018087855297157396,0.01620859760394644,0.027719050974864934,,0.10453370918487204,,-0.018087855297157396,,0.01620859760394644,,0.027719050974864934,0.01620859760394644,0.16208688708441163,0.08706188282224393,pairing_dependence_not_identified_interaction_effect,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfidf,1,74,random_mismatch,P+I-random_mismatch,0.09231853417899949,0.013624618275781208,0.007047216349542196,-0.020436927413671535,0.07869391590321828,0.013624618275781208,0.02748414376321373,-0.020436927413671535,,0.07869391590321828,,0.013624618275781208,,0.02748414376321373,,-0.020436927413671535,0.02748414376321373,0.18413104695688579,0.0801697524522076,pairing_dependence_not_identified_interaction_effect,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfidf,1,75,random_mismatch,P+I-random_mismatch,0.09701667841202744,-0.029128494244773262,-0.006107587502936274,-0.0014094432699083281,0.1261451726568007,-0.029128494244773262,-0.0046981442330279455,-0.0014094432699083281,,0.1261451726568007,,-0.029128494244773262,,-0.0046981442330279455,,-0.0014094432699083281,-0.0046981442330279455,0.1587372591304125,0.13319409240425353,pairing_dependence_not_identified_interaction_effect,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfidf,1,76,random_mismatch,P+I-random_mismatch,0.09184871975569675,-0.03359173126614967,-0.0025839793281653423,-0.03406154568945252,0.12544045102184642,-0.03359173126614967,0.03147756636128718,-0.03406154568945252,,0.12544045102184642,,-0.03359173126614967,,0.03147756636128718,,-0.03406154568945252,0.03147756636128718,0.08234776143192063,0.10573557047450617,pairing_dependence_not_identified_interaction_effect,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfidf,1,77,random_mismatch,P+I-random_mismatch,0.07916373032652124,-0.044397463002114,-0.008926474042753041,-0.009631195677707205,0.12356119332863524,-0.044397463002114,0.0007047216349541641,-0.009631195677707205,,0.12356119332863524,,-0.044397463002114,,0.0007047216349541641,,-0.009631195677707205,0.0007047216349541641,0.1577769079365149,0.07404131169224133,pairing_dependence_not_identified_interaction_effect,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfidf,1,78,random_mismatch,P+I-random_mismatch,0.08785529715762286,-0.021846370683579863,0.03406154568945263,0.02466525722339674,0.10970166784120272,-0.021846370683579863,0.009396288466055891,0.02466525722339674,,0.10970166784120272,,-0.021846370683579863,,0.009396288466055891,,0.02466525722339674,0.009396288466055891,0.19505236398465262,0.06653895962060567,pairing_dependence_not_identified_interaction_effect,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfidf,1,79,random_mismatch,P+I-random_mismatch,0.08996946206248546,-0.022785999530185452,0.017148226450551918,0.02560488607000233,0.11275546159267091,-0.022785999530185452,-0.008456659619450413,0.02560488607000233,,0.11275546159267091,,-0.022785999530185452,,-0.008456659619450413,,0.02560488607000233,-0.008456659619450413,0.12550677864057952,0.05694634105892902,pairing_dependence_not_identified_interaction_effect,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfidf,1,80,random_mismatch,P+I-random_mismatch,0.09419779187221067,0.0023490721165141393,0.007282123561193399,0.0035236081747711534,0.09184871975569653,0.0023490721165141393,0.0037585153864222454,0.0035236081747711534,,0.09184871975569653,,0.0023490721165141393,,0.0037585153864222454,,0.0035236081747711534,0.0037585153864222454,0.14567746884383714,0.06459617723652553,pairing_dependence_not_identified_interaction_effect,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfidf,1,81,random_mismatch,P+I-random_mismatch,0.0871505755226687,-0.02654451491660781,0.015268968757340962,-0.019967112990368685,0.1136950904392765,-0.02654451491660781,0.03523608174770965,-0.019967112990368685,,0.1136950904392765,,-0.02654451491660781,,0.03523608174770965,,-0.019967112990368685,0.03523608174770965,0.14959700416630695,0.09806115276130022,pairing_dependence_not_identified_interaction_effect,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfidf,1,82,random_mismatch,P+I-random_mismatch,0.08902983321587987,-0.02419544280009378,0.014564247122386798,-0.009161381254404466,0.11322527601597365,-0.02419544280009378,0.023725628376791263,-0.009161381254404466,,0.11322527601597365,,-0.02419544280009378,,0.023725628376791263,,-0.009161381254404466,0.023725628376791263,0.18578978244772307,0.047861942122202225,pairing_dependence_not_identified_interaction_effect,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfidf,1,83,random_mismatch,P+I-random_mismatch,0.09678177120037601,-0.010335917312661369,-0.03852478271082915,0.0025839793281654533,0.10711768851303738,-0.010335917312661369,-0.041108762038994606,0.0025839793281654533,,0.10711768851303738,,-0.010335917312661369,,-0.041108762038994606,,0.0025839793281654533,-0.041108762038994606,0.13245564418123987,0.10110288812685697,pairing_dependence_not_identified_interaction_effect,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfidf,1,84,random_mismatch,P+I-random_mismatch,0.0871505755226687,0.0014094432699086612,0.038524782710829264,0.013624618275780986,0.08574113225276003,0.0014094432699086612,0.024900164435048278,0.013624618275780986,,0.08574113225276003,,0.0014094432699086612,,0.024900164435048278,,0.013624618275780986,0.024900164435048278,0.15361039955574934,0.06265079717044103,pairing_dependence_not_identified_interaction_effect,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfidf,1,85,random_mismatch,P+I-random_mismatch,0.09960065774019267,-0.046041813483673755,0.02701432933991077,0.028658679821470523,0.14564247122386642,-0.046041813483673755,-0.0016443504815597532,0.028658679821470523,,0.14564247122386642,,-0.046041813483673755,,-0.0016443504815597532,,0.028658679821470523,-0.0016443504815597532,0.12454559902942532,0.04712614105161149,pairing_dependence_not_identified_interaction_effect,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfidf,1,86,random_mismatch,P+I-random_mismatch,0.10312426591496382,-0.006342494714587699,0.0009396288466054781,0.009161381254404466,0.10946676062955152,-0.006342494714587699,-0.008221752407798988,0.009161381254404466,,0.10946676062955152,,-0.006342494714587699,,-0.008221752407798988,,0.009161381254404466,-0.008221752407798988,0.19208598697530863,0.06566567852994419,pairing_dependence_not_identified_interaction_effect,,,,,,,,,,,,,,,,,,,,,,,,,,,
