representation,repeat,subset,scale,n_participants,r2,mae,rmse,spearman_rho,mse_improvement,target_mse,null_mse,source_score_scale_sensitive,standardization_scope,interpretation_scope,n_outer_folds
bge,8,Q+R+D,raw,142,0.1977141348912721,0.4382779465253016,0.5397633625613303,0.5014239581215907,0.1977141348912721,0.29134448756351405,0.36314298959265634,True,none,recoverability_scale_sensitivity,5
bge,8,Q+R+D,outer_train_standardized,142,0.008528898086848757,13.002792641121168,33.09009955980408,0.49384627958197036,0.008528898086848757,1094.9546888777463,1104.3737802997105,True,outer_training_source_scores_only,recoverability_scale_sensitivity,5
bge,8,R,raw,142,0.19862604731694722,0.4406958541082906,0.5394565162819036,0.5084861198136597,0.19862604731694722,0.2910133329590077,0.36314298959265634,True,none,recoverability_scale_sensitivity,5
bge,8,R,outer_train_standardized,142,0.008250981908917376,13.0163557356673,33.0947369262512,0.4898981749446239,0.008250981908917376,1095.2616122177749,1104.3737802997105,True,outer_training_source_scores_only,recoverability_scale_sensitivity,5
bge,8,R+D,raw,142,0.19796312270898475,0.4387615042580784,0.5396795988204647,0.4966543794832678,0.19796312270898475,0.29125406938301773,0.36314298959265634,True,none,recoverability_scale_sensitivity,5
bge,8,R+D,outer_train_standardized,142,0.008835363407000973,13.001571121125465,33.08498506291939,0.4933517187038314,0.008835363407000973,1094.616236613599,1104.3737802997105,True,outer_training_source_scores_only,recoverability_scale_sensitivity,5
bge,8,null,raw,142,0.0,0.5101408668021631,0.6026134661560895,-0.00927809924275176,0.0,0.36314298959265634,0.36314298959265634,False,none,recoverability_scale_sensitivity,5
bge,8,null,outer_train_standardized,142,0.0,13.264948743828741,33.232119708193615,,0.0,1104.3737802997105,1104.3737802997105,False,outer_training_source_scores_only,recoverability_scale_sensitivity,5
bge,9,D,raw,142,0.07288785778563811,0.3972683645442496,0.5141503073524981,0.36942059827280044,0.07288785778563811,0.2643505385506683,0.2851332934970305,True,none,recoverability_scale_sensitivity,5
bge,9,D,outer_train_standardized,142,0.058041232358073014,1.3287236224498093,1.6994844669896132,0.2989372168978182,0.058041232358073014,2.8882474535389697,3.066214310812486,True,outer_training_source_scores_only,recoverability_scale_sensitivity,5
bge,9,P,raw,142,-0.07454488141032334,0.41005678379527105,0.5535237312409482,0.3074052109113542,-0.07454488141032334,0.3063885210469015,0.2851332934970305,False,none,recoverability_scale_sensitivity,5
bge,9,P,outer_train_standardized,142,-0.057217485370681276,1.3526910868041824,1.8004597699712073,0.3219989480103355,-0.057217485370681276,3.241655383284773,3.066214310812486,False,outer_training_source_scores_only,recoverability_scale_sensitivity,5
bge,9,P+D,raw,142,0.14469761234073775,0.3776552238918503,0.49383720670799947,0.342573518779692,0.14469761234073775,0.24387518672915937,0.2851332934970305,False,none,recoverability_scale_sensitivity,5
bge,9,P+D,outer_train_standardized,142,0.14227096556683494,1.2615898018119702,1.6217216284487133,0.3246310177685665,0.14227096556683494,2.6299810401783463,3.066214310812486,False,outer_training_source_scores_only,recoverability_scale_sensitivity,5
bge,9,P+Q,raw,142,0.04741068749983024,0.38037778779243925,0.5211668907588484,0.44855204729343184,0.04741068749983024,0.2716149280232454,0.2851332934970305,False,none,recoverability_scale_sensitivity,5
bge,9,P+Q,outer_train_standardized,142,0.028947155151438086,1.2762972799006667,1.7255306805240633,0.41338793061897655,0.028947155151438086,2.977456129429837,3.066214310812486,False,outer_training_source_scores_only,recoverability_scale_sensitivity,5
bge,9,P+Q+D,raw,142,0.1720760256631434,0.3682108764670841,0.48586900453498666,0.4163594870816926,0.1720760256631434,0.23606868956781887,0.2851332934970305,False,none,recoverability_scale_sensitivity,5
bge,9,P+Q+D,outer_train_standardized,142,0.15994268325608607,1.237334325267033,1.604928586106848,0.3791249206292659,0.15994268325608607,2.5757957665029263,3.066214310812486,False,outer_training_source_scores_only,recoverability_scale_sensitivity,5
bge,9,P+Q+R,raw,142,0.3205057634330787,0.3314833563582121,0.4401663658034046,0.6238235842670965,0.3205057634330787,0.19374642958457663,0.2851332934970305,True,none,recoverability_scale_sensitivity,5
bge,9,P+Q+R,outer_train_standardized,142,0.25909508233958434,1.137976454156794,1.5072402799426883,0.5931775745980121,0.25909508233958434,2.271773261481713,3.066214310812486,True,outer_training_source_scores_only,recoverability_scale_sensitivity,5
bge,9,P+Q+R+D,raw,142,0.3161251296427312,0.33517891310163966,0.44158294138793763,0.6182660611788572,0.3161251296427312,0.19499549412482278,0.2851332934970305,True,none,recoverability_scale_sensitivity,5
bge,9,P+Q+R+D,outer_train_standardized,142,0.2488709905629618,1.1543260930276464,1.5176042033423118,0.5847155541491772,0.2488709905629618,2.303122518002253,3.066214310812486,True,outer_training_source_scores_only,recoverability_scale_sensitivity,5
bge,9,P+R,raw,142,0.32554825095282913,0.33198934659572615,0.438530099891276,0.6337273754115229,0.32554825095282913,0.19230864851065252,0.2851332934970305,True,none,recoverability_scale_sensitivity,5
bge,9,P+R,outer_train_standardized,142,0.26291945804577843,1.1405067011745578,1.5033452384470631,0.6022263621904018,0.26291945804577843,2.260046905961457,3.066214310812486,True,outer_training_source_scores_only,recoverability_scale_sensitivity,5
bge,9,P+R+D,raw,142,0.319481585993725,0.3352545971758736,0.4404979644345532,0.6256635183815287,0.319481585993725,0.1940384566709849,0.2851332934970305,True,none,recoverability_scale_sensitivity,5
bge,9,P+R+D,outer_train_standardized,142,0.2519914776675376,1.1534857669401388,1.5144485583160285,0.5909059475136791,0.2519914776675376,2.2935544357854973,3.066214310812486,True,outer_training_source_scores_only,recoverability_scale_sensitivity,5
bge,9,Q,raw,142,0.12933890353268984,0.378320724473497,0.49825140838281623,0.4371687647084711,0.12933890353268984,0.2482544659554599,0.2851332934970305,True,none,recoverability_scale_sensitivity,5
bge,9,Q,outer_train_standardized,142,0.0724334269464767,1.2788538935027929,1.6864512742821858,0.36314389835516603,0.0724334269464767,2.8441179005280084,3.066214310812486,True,outer_training_source_scores_only,recoverability_scale_sensitivity,5
bge,9,Q+D,raw,142,0.10838748694420763,0.38773134577286317,0.5042106825234489,0.4498345526214871,0.10838748694420763,0.25422841237076216,0.2851332934970305,True,none,recoverability_scale_sensitivity,5
bge,9,Q+D,outer_train_standardized,142,0.08026595420851823,1.306773765336787,1.6793158408552298,0.36927980619919487,0.08026595420851823,2.8201016933473078,3.066214310812486,True,outer_training_source_scores_only,recoverability_scale_sensitivity,5
bge,9,Q+R,raw,142,0.2751355047806653,0.34653870006269843,0.45462402142974295,0.5907844028910856,0.2751355047806653,0.2066830008609514,0.2851332934970305,True,none,recoverability_scale_sensitivity,5
bge,9,Q+R,outer_train_standardized,142,0.2068756677797301,1.1886545332075713,1.5594515631167862,0.5575314706270654,0.2068756677797301,2.431889177707388,3.066214310812486,True,outer_training_source_scores_only,recoverability_scale_sensitivity,5
bge,9,Q+R+D,raw,142,0.2749156629128866,0.34945899847754713,0.4546929569465088,0.5951390533350378,0.2749156629128866,0.2067456850967597,0.2851332934970305,True,none,recoverability_scale_sensitivity,5
bge,9,Q+R+D,outer_train_standardized,142,0.20104901301389344,1.2026106974439177,1.5651693039203651,0.5607125867839085,0.20104901301389344,2.4497549499345603,3.066214310812486,True,outer_training_source_scores_only,recoverability_scale_sensitivity,5
bge,9,R,raw,142,0.28263245732640074,0.34565621872897206,0.4522669234980543,0.5994685566156948,0.28263245732640074,0.20454537009039492,0.2851332934970305,True,none,recoverability_scale_sensitivity,5
bge,9,R,outer_train_standardized,142,0.2136480800674937,1.1863267052453292,1.5527792857428016,0.5631560528174253,0.2136480800674937,2.411123510231925,3.066214310812486,True,outer_training_source_scores_only,recoverability_scale_sensitivity,5
bge,9,R+D,raw,142,0.28067800342701577,0.3483959769920781,0.4528826006458127,0.6004409135964426,0.28067800342701577,0.20510264996771468,0.2851332934970305,True,none,recoverability_scale_sensitivity,5
bge,9,R+D,outer_train_standardized,142,0.20696101831239688,1.1979373069996389,1.5593676521855548,0.5684034275583572,0.20696101831239688,2.43162747468269,3.066214310812486,True,outer_training_source_scores_only,recoverability_scale_sensitivity,5
bge,9,null,raw,142,0.0,0.40625312248257905,0.5339787388061724,0.2399900783381027,0.0,0.2851332934970305,0.2851332934970305,False,none,recoverability_scale_sensitivity,5
bge,9,null,outer_train_standardized,142,0.0,1.346275876472782,1.7510609100806533,,0.0,3.066214310812486,3.066214310812486,False,outer_training_source_scores_only,recoverability_scale_sensitivity,5
bge,10,D,raw,142,0.07707100007899015,0.46495151723294326,0.5652639691495231,0.2799052788203719,0.07707100007899015,0.319523354818673,0.34620578055952284,True,none,recoverability_scale_sensitivity,5
bge,10,D,outer_train_standardized,142,0.015335145064232392,2.4792054796129217,4.10132344667087,0.2541147132175156,0.015335145064232392,16.820854014212227,17.082821560955882,True,outer_training_source_scores_only,recoverability_scale_sensitivity,5
bge,10,P,raw,142,0.006034310642749063,0.48636950899861486,0.5866145815894038,0.19195039302920636,0.006034310642749063,0.34411666733331125,0.34620578055952284,True,none,recoverability_scale_sensitivity,5
bge,10,P,outer_train_standardized,142,-0.0008377765717668684,2.543847214658304,4.134867972334706,0.2987252483806275,-0.0008377765717668684,17.097133148639326,17.082821560955882,True,outer_training_source_scores_only,recoverability_scale_sensitivity,5
bge,10,P+D,raw,142,0.07170201929185949,0.4696168265580813,0.5669057479007341,0.262287008765882,0.07170201929185949,0.32138212700289065,0.34620578055952284,True,none,recoverability_scale_sensitivity,5
bge,10,P+D,outer_train_standardized,142,0.011137612229232818,2.4950101784650007,4.110055926459977,0.25286101372406433,0.011137612229232818,16.892559718628778,17.082821560955882,True,outer_training_source_scores_only,recoverability_scale_sensitivity,5
bge,10,P+Q,raw,142,0.06364869862787692,0.46999257061150057,0.5693594937905759,0.34795082053098236,0.06364869862787692,0.32417023316946086,0.34620578055952284,True,none,recoverability_scale_sensitivity,5
bge,10,P+Q,outer_train_standardized,142,0.02421222095553599,2.4760739636896543,4.082794203823899,0.4288702008210549,0.02421222095553599,16.669208510778024,17.082821560955882,True,outer_training_source_scores_only,recoverability_scale_sensitivity,5
bge,10,P+Q+D,raw,142,0.08105287613965251,0.46147771969890405,0.564043266344879,0.3634372819269433,0.08105287613965251,0.3181448063090001,0.34620578055952284,False,none,recoverability_scale_sensitivity,5
bge,10,P+Q+D,outer_train_standardized,142,0.032204253166996266,2.4485155535349015,4.06604009456378,0.4084632778069997,0.032204253166996266,16.532682050600236,17.082821560955882,False,outer_training_source_scores_only,recoverability_scale_sensitivity,5
bge,10,P+Q+R,raw,142,0.24951976809138332,0.4115594631004348,0.5097259994177404,0.5788939858463382,0.24951976809138332,0.25982059448241435,0.34620578055952284,True,none,recoverability_scale_sensitivity,5
bge,10,P+Q+R,outer_train_standardized,142,0.11821932857497963,2.2641197478626043,3.881146978130755,0.6384885716620808,0.11821932857497963,15.063301865853491,17.082821560955882,True,outer_training_source_scores_only,recoverability_scale_sensitivity,5
bge,10,P+Q+R+D,raw,142,0.25436467234187166,0.41045448294870646,0.5080780064366474,0.5796022976124864,0.25436467234187166,0.2581432606246379,0.34620578055952284,True,none,recoverability_scale_sensitivity,5
bge,10,P+Q+R+D,outer_train_standardized,142,0.10972240010172496,2.2673157654374725,3.89980171018711,0.6217363697135948,0.10972240010172496,15.208453378778307,17.082821560955882,True,outer_training_source_scores_only,recoverability_scale_sensitivity,5
bge,10,P+R,raw,142,0.2561462531133736,0.41006998844287956,0.5074706563566117,0.5948289049877303,0.2561462531133736,0.25752646706301024,0.34620578055952284,True,none,recoverability_scale_sensitivity,5
bge,10,P+R,outer_train_standardized,142,0.11968804703065816,2.26112552095726,3.877913357793319,0.6508442112277893,0.11968804703065816,15.038212010551852,17.082821560955882,True,outer_training_source_scores_only,recoverability_scale_sensitivity,5
bge,10,P+R+D,raw,142,0.2582861598690047,0.4092475397284933,0.5067401888289031,0.6008935625357561,0.2582861598690047,0.25678561897435237,0.34620578055952284,True,none,recoverability_scale_sensitivity,5
bge,10,P+R+D,outer_train_standardized,142,0.11154982737487551,2.2638273385413474,3.89579719245695,0.6364432690474046,0.11154982737487551,15.177235764755451,17.082821560955882,True,outer_training_source_scores_only,recoverability_scale_sensitivity,5
bge,10,Q,raw,142,0.053273865474222526,0.4718019809898884,0.5725050745448433,0.2948609676209317,0.053273865474222526,0.3277620603795966,0.34620578055952284,True,none,recoverability_scale_sensitivity,5
bge,10,Q,outer_train_standardized,142,0.06309618021634944,2.4501576128053237,4.000620048585228,0.42323304504904746,0.06309618021634944,16.00496077314207,17.082821560955882,True,outer_training_source_scores_only,recoverability_scale_sensitivity,5
bge,10,Q+D,raw,142,0.09045723666330951,0.46275184259038993,0.5611496790814767,0.3827964064703651,0.09045723666330951,0.31488896233324426,0.34620578055952284,True,none,recoverability_scale_sensitivity,5
bge,10,Q+D,outer_train_standardized,142,0.035208211835618286,2.449567102982972,4.059724862683145,0.39578910750621876,0.035208211835618286,16.48136596068768,17.082821560955882,True,outer_training_source_scores_only,recoverability_scale_sensitivity,5
bge,10,Q+R,raw,142,0.253552131000395,0.4094556182852492,0.5083547650352072,0.579183178224233,0.253552131000395,0.2584245671340007,0.34620578055952284,True,none,recoverability_scale_sensitivity,5
bge,10,Q+R,outer_train_standardized,142,0.12017472395134254,2.257627565330322,3.8768412652000555,0.6386268810602045,0.12017472395134254,15.029898195557966,17.082821560955882,True,outer_training_source_scores_only,recoverability_scale_sensitivity,5
bge,10,Q+R+D,raw,142,0.2563287507526041,0.4090826105414078,0.5074084009211615,0.5785754551112657,0.2563287507526041,0.25746328532537016,0.34620578055952284,True,none,recoverability_scale_sensitivity,5
bge,10,Q+R+D,outer_train_standardized,142,0.11096542562016387,2.2632289841079936,3.8970782639884334,0.618069075066378,0.11096542562016387,15.1872189956511,17.082821560955882,True,outer_training_source_scores_only,recoverability_scale_sensitivity,5
bge,10,R,raw,142,0.26008520554439596,0.40821781601306145,0.5061252601501345,0.5941625051604076,0.26008520554439596,0.2561627789620413,0.34620578055952284,True,none,recoverability_scale_sensitivity,5
bge,10,R,outer_train_standardized,142,0.12152251940566317,2.2552499178610086,3.8738706801222906,0.6502281057270569,0.12152251940566317,15.00687404631114,17.082821560955882,True,outer_training_source_scores_only,recoverability_scale_sensitivity,5
bge,10,R+D,raw,142,0.2603854176499535,0.4077268705402618,0.5060225724171831,0.5966185447755721,0.2603854176499535,0.2560588437957033,0.34620578055952284,True,none,recoverability_scale_sensitivity,5
bge,10,R+D,outer_train_standardized,142,0.11264161282193563,2.259548387339437,3.893402751935699,0.6332789176660919,0.11264161282193563,15.158584988780476,17.082821560955882,True,outer_training_source_scores_only,recoverability_scale_sensitivity,5
bge,10,null,raw,142,0.0,0.4855904709306478,0.5883925395172196,0.08128710000461582,0.0,0.34620578055952284,0.34620578055952284,False,none,recoverability_scale_sensitivity,5
bge,10,null,outer_train_standardized,142,0.0,2.5415214508390602,4.133137012119956,,0.0,17.082821560955882,17.082821560955882,False,outer_training_source_scores_only,recoverability_scale_sensitivity,5
mpnet,1,D,raw,142,0.07388866407281602,0.34485636218651844,0.5655289844493185,0.35379371550794214,0.07388866407281602,0.31982303225227754,0.345339723038898,True,none,recoverability_scale_sensitivity,5
mpnet,1,D,outer_train_standardized,142,0.08205638957108419,0.9400485944603781,1.3886021717373427,0.2413333878190434,0.08205638957108419,1.9282159913536647,2.100582181134952,True,outer_training_source_scores_only,recoverability_scale_sensitivity,5
mpnet,1,P,raw,142,0.16601095293484924,0.3266236624396146,0.5366652089813104,0.4647971147821313,0.16601095293484924,0.2880095465309536,0.345339723038898,True,none,recoverability_scale_sensitivity,5
mpnet,1,P,outer_train_standardized,142,0.13059016575282645,0.9028425758035944,1.351394393181763,0.33689025987497667,0.13059016575282645,1.826266805923105,2.100582181134952,True,outer_training_source_scores_only,recoverability_scale_sensitivity,5
mpnet,1,P+D,raw,142,0.14156277405054862,0.33095289784183174,0.5444744933012596,0.3775909436682587,0.14156277405054862,0.2964524738556634,0.345339723038898,False,none,recoverability_scale_sensitivity,5
mpnet,1,P+D,outer_train_standardized,142,0.12902020239607392,0.9150656796872227,1.3526140036889067,0.3354526803732677,0.12902020239607392,1.829564642975334,2.100582181134952,False,outer_training_source_scores_only,recoverability_scale_sensitivity,5
mpnet,1,P+Q,raw,142,0.3417747331650792,0.28199863631329786,0.47677178119722674,0.6379353340695864,0.3417747331650792,0.22731133134597625,0.345339723038898,True,none,recoverability_scale_sensitivity,5
mpnet,1,P+Q,outer_train_standardized,142,0.27046698174846284,0.8264940374074431,1.2379192456250039,0.5741034512386026,0.27046698174846284,1.5324440586887786,2.100582181134952,True,outer_training_source_scores_only,recoverability_scale_sensitivity,5
mpnet,1,P+Q+D,raw,142,0.22951309208604143,0.310047574628177,0.5158291726764814,0.4728861189754207,0.22951309208604143,0.26607973538410334,0.345339723038898,False,none,recoverability_scale_sensitivity,5
mpnet,1,P+Q+D,outer_train_standardized,142,0.19168441846469175,0.8755349517660092,1.3030476995516338,0.498062620627799,0.19168441846469175,1.697933307306805,2.100582181134952,False,outer_training_source_scores_only,recoverability_scale_sensitivity,5
mpnet,1,P+Q+R,raw,142,0.3104845699078752,0.2980537571465461,0.48797240460815094,0.582309808860603,0.3104845699078752,0.238117067659061,0.345339723038898,True,none,recoverability_scale_sensitivity,5
mpnet,1,P+Q+R,outer_train_standardized,142,0.2502208618720183,0.8959300103773884,1.2549791621132043,0.5809057589099543,0.2502208618720183,1.5749726973383602,2.100582181134952,True,outer_training_source_scores_only,recoverability_scale_sensitivity,5
mpnet,1,P+Q+R+D,raw,142,0.2967210380639399,0.2991891749963521,0.49281858927406813,0.5502136461081621,0.2967210380639399,0.24287016193408267,0.345339723038898,True,none,recoverability_scale_sensitivity,5
mpnet,1,P+Q+R+D,outer_train_standardized,142,0.24572343314302314,0.8974355568071855,1.2587374293264708,0.5739148475138887,0.24572343314302314,1.584419915987412,2.100582181134952,True,outer_training_source_scores_only,recoverability_scale_sensitivity,5
mpnet,1,P+R,raw,142,0.3080321386407956,0.29882197764881757,0.4888394312998965,0.5731646238089151,0.3080321386407956,0.2389639895936062,0.345339723038898,True,none,recoverability_scale_sensitivity,5
mpnet,1,P+R,outer_train_standardized,142,0.23453002514430243,0.9070325661773033,1.2680428184314985,0.5733951394724545,0.23453002514430243,1.6079325893756982,2.100582181134952,True,outer_training_source_scores_only,recoverability_scale_sensitivity,5
mpnet,1,P+R+D,raw,142,0.29088028332265214,0.3008605660733522,0.4948607951321029,0.5500250423834482,0.29088028332265214,0.2448872065587771,0.345339723038898,True,none,recoverability_scale_sensitivity,5
mpnet,1,P+R+D,outer_train_standardized,142,0.23209298047159577,0.9071638189787851,1.270059763156764,0.566383272106976,0.23209298047159577,1.6130518019898157,2.100582181134952,True,outer_training_source_scores_only,recoverability_scale_sensitivity,5
mpnet,1,Q,raw,142,0.21942625529125126,0.3072931870321063,0.5191946848814564,0.5746776448005096,0.21942625529125126,0.26956312080915473,0.345339723038898,True,none,recoverability_scale_sensitivity,5
mpnet,1,Q,outer_train_standardized,142,0.16464167252364592,0.8809140112284801,1.324665549321611,0.4893114078010692,0.16464167252364592,1.7547388175595255,2.100582181134952,True,outer_training_source_scores_only,recoverability_scale_sensitivity,5
mpnet,1,Q+D,raw,142,0.1732942434434499,0.32196111888851137,0.5343167010340418,0.45624707926176317,0.1732942434434499,0.28549433700390164,0.345339723038898,False,none,recoverability_scale_sensitivity,5
mpnet,1,Q+D,outer_train_standardized,142,0.13887137283315543,0.923516762073983,1.344942916964091,0.4496249929273604,0.13887137283315543,1.8088714498918774,2.100582181134952,False,outer_training_source_scores_only,recoverability_scale_sensitivity,5
mpnet,1,Q+R,raw,142,0.2970830136892063,0.3001228256148315,0.4926917468071759,0.5839066537298483,0.2970830136892063,0.24274515737190633,0.345339723038898,True,none,recoverability_scale_sensitivity,5
mpnet,1,Q+R,outer_train_standardized,142,0.23521433696948724,0.9014718855972883,1.2674758917428666,0.5751763968725312,0.23521433696948724,1.606495136149375,2.100582181134952,True,outer_training_source_scores_only,recoverability_scale_sensitivity,5
mpnet,1,Q+R+D,raw,142,0.28787858730195315,0.3005985841700899,0.49590705926737144,0.5490233470455227,0.28787858730195315,0.24592381143121225,0.345339723038898,True,none,recoverability_scale_sensitivity,5
mpnet,1,Q+R+D,outer_train_standardized,142,0.2346135899624584,0.9017938993387884,1.267973601699858,0.5720036631034534,0.2346135899624584,1.60775705460771,2.100582181134952,True,outer_training_source_scores_only,recoverability_scale_sensitivity,5
mpnet,1,R,raw,142,0.2897972420109841,0.3022274340611762,0.49523855236177666,0.5760104444551554,0.2897972420109841,0.24526122374538822,0.345339723038898,True,none,recoverability_scale_sensitivity,5
mpnet,1,R,outer_train_standardized,142,0.21542772463541815,0.9154854232566746,1.2837673237169365,0.5643044399412396,0.21542772463541815,1.6480585414433455,2.100582181134952,True,outer_training_source_scores_only,recoverability_scale_sensitivity,5
mpnet,1,R+D,raw,142,0.27868715587964366,0.30317963067391823,0.4990971626977293,0.5493837897194206,0.27868715587964366,0.24909797781292367,0.345339723038898,True,none,recoverability_scale_sensitivity,5
mpnet,1,R+D,outer_train_standardized,142,0.21844829875806215,0.9131456126438117,1.2812937123331722,0.5568776443813903,0.21844829875806215,1.6417135772645222,2.100582181134952,True,outer_training_source_scores_only,recoverability_scale_sensitivity,5
mpnet,1,null,raw,142,0.0,0.35734204369495987,0.5876561265220486,0.27630042661938364,0.0,0.345339723038898,0.345339723038898,False,none,recoverability_scale_sensitivity,5
mpnet,1,null,outer_train_standardized,142,0.0,0.9675077907858922,1.4493385322742758,,0.0,2.100582181134952,2.100582181134952,False,outer_training_source_scores_only,recoverability_scale_sensitivity,5
mpnet,2,D,raw,142,0.0025310410733101474,0.36892797776822844,0.5878374747587392,0.027041611264279324,0.0025310410733101474,0.3455528967307313,0.34642972459269095,True,none,recoverability_scale_sensitivity,5
mpnet,2,D,outer_train_standardized,142,0.0006737155720307753,57.74854425273536,120.5394220683588,0.18676817748896704,0.0006737155720307753,14529.752272573945,14539.547792331925,True,outer_training_source_scores_only,recoverability_scale_sensitivity,5
mpnet,2,P,raw,142,-5.156048592211279,0.8364576460868861,1.4603555109558002,0.10392693910823969,-5.156048592211279,2.1326382183789763,0.34642972459269095,True,none,recoverability_scale_sensitivity,5
mpnet,2,P,outer_train_standardized,142,-0.0131500016586108,62.590401563640484,121.37027177161853,0.19437290309331065,-0.0131500016586108,14730.742869916541,14539.547792331925,True,outer_training_source_scores_only,recoverability_scale_sensitivity,5
mpnet,2,P+D,raw,142,-1.276593198532384,0.585479688186931,0.8880763226081231,0.1323306600501686,-1.276593198532384,0.7886795547771671,0.34642972459269095,True,none,recoverability_scale_sensitivity,5
mpnet,2,P+D,outer_train_standardized,142,-0.0026708301199844797,59.9900693045782,120.74096427686271,0.24572341054211,-0.0026708301199844797,14578.380454506638,14539.547792331925,True,outer_training_source_scores_only,recoverability_scale_sensitivity,5
mpnet,2,P+Q,raw,142,-2.2461031664573023,0.6686478588469649,1.06044642766868,0.30813028745303245,-2.2461031664573023,1.1245466259552652,0.34642972459269095,True,none,recoverability_scale_sensitivity,5
mpnet,2,P+Q,outer_train_standardized,142,-0.0027246366624340546,60.804579921166024,120.74420390769126,0.4498219790398395,-0.0027246366624340546,14579.162777302125,14539.547792331925,True,outer_training_source_scores_only,recoverability_scale_sensitivity,5
mpnet,2,P+Q+D,raw,142,-0.9139865038800961,0.5493119599768751,0.8142860783614743,0.2903051398706179,-0.9139865038800961,0.663061817413309,0.34642972459269095,True,none,recoverability_scale_sensitivity,5
mpnet,2,P+Q+D,outer_train_standardized,142,-0.000476395921130468,59.580536207544036,120.60876574111549,0.4180359646347061,-0.000476395921130468,14546.474373595272,14539.547792331925,True,outer_training_source_scores_only,recoverability_scale_sensitivity,5
mpnet,2,P+Q+R,raw,142,-0.12648415437058946,0.42733335802583244,0.624698003323713,0.3774861638211953,-0.12648415437058946,0.39024759535663367,0.34642972459269095,True,none,recoverability_scale_sensitivity,5
mpnet,2,P+Q+R,outer_train_standardized,142,0.0038930545261985916,58.25407223991069,120.34510600763998,0.5034734519301496,0.0038930545261985916,14482.944539990107,14539.547792331925,True,outer_training_source_scores_only,recoverability_scale_sensitivity,5
mpnet,2,P+Q+R+D,raw,142,-0.17133509487629972,0.43997416261848216,0.6370127897646561,0.3825784643884734,-0.17133509487629972,0.40578529432375005,0.34642972459269095,True,none,recoverability_scale_sensitivity,5
mpnet,2,P+Q+R+D,outer_train_standardized,142,0.003720799416641607,58.38552528593565,120.35551109686662,0.5015999882646571,0.003720799416641607,14485.449051387983,14539.547792331925,True,outer_training_source_scores_only,recoverability_scale_sensitivity,5
mpnet,2,P+R,raw,142,-0.14550421845300487,0.43228462966691034,0.6299497685676535,0.3746780639198979,-0.14550421845300487,0.39683671091844014,0.34642972459269095,True,none,recoverability_scale_sensitivity,5
mpnet,2,P+R,outer_train_standardized,142,0.003775960636884901,58.306399687987486,120.35217917507755,0.5093998000800518,0.003775960636884901,14484.647032189972,14539.547792331925,True,outer_training_source_scores_only,recoverability_scale_sensitivity,5
mpnet,2,P+R+D,raw,142,-0.17969785241129776,0.44194641701611703,0.6392827247106204,0.38202941798986156,-0.17969785241129776,0.4086824021134349,0.34642972459269095,True,none,recoverability_scale_sensitivity,5
mpnet,2,P+R+D,outer_train_standardized,142,0.0036730146406420694,58.405386183904774,120.35839738224489,0.5026603603169382,0.0036730146406420694,14486.143820422374,14539.547792331925,True,outer_training_source_scores_only,recoverability_scale_sensitivity,5
mpnet,2,Q,raw,142,0.01142973599940289,0.36919312871205545,0.5852094704447721,0.34603544492666466,0.01142973599940289,0.34247012429825063,0.34642972459269095,True,none,recoverability_scale_sensitivity,5
mpnet,2,Q,outer_train_standardized,142,0.0031913627880952866,57.66762354363537,120.38748614599336,0.5182222632027846,0.0031913627880952866,14493.146820551743,14539.547792331925,True,outer_training_source_scores_only,recoverability_scale_sensitivity,5
mpnet,2,Q+D,raw,142,0.007888555595508273,0.36790374069231613,0.5862566796636989,0.33343252492188663,0.007888555595508273,0.3436968944503049,0.34642972459269095,True,none,recoverability_scale_sensitivity,5
mpnet,2,Q+D,outer_train_standardized,142,0.003562277676844361,57.660246883505856,120.3650858255827,0.5482395937894889,0.003562277676844361,14487.75388579989,14539.547792331925,True,outer_training_source_scores_only,recoverability_scale_sensitivity,5
mpnet,2,Q+R,raw,142,0.0129723316444178,0.37338339974443324,0.5847527026990044,0.42374437070271653,0.0129723316444178,0.34193572331379024,0.34642972459269095,True,none,recoverability_scale_sensitivity,5
mpnet,2,Q+R,outer_train_standardized,142,0.004335663989200933,57.69642597241699,120.31836600681314,0.5833198865862936,0.004335663989200933,14476.509198549446,14539.547792331925,True,outer_training_source_scores_only,recoverability_scale_sensitivity,5
mpnet,2,Q+R+D,raw,142,0.012202125831597632,0.3739722701243073,0.5849808078060383,0.43664067427927183,0.012202125831597632,0.3422025455014052,0.34642972459269095,True,none,recoverability_scale_sensitivity,5
mpnet,2,Q+R+D,outer_train_standardized,142,0.0042699131808986435,57.701477066528,120.32233868060054,0.5955833198865863,0.0042699131808986435,14477.46518556914,14539.547792331925,True,outer_training_source_scores_only,recoverability_scale_sensitivity,5
mpnet,2,R,raw,142,0.013765769454725407,0.3725908547703558,0.5845176240898848,0.43286859978499176,0.013765769454725407,0.34166085287168396,0.34642972459269095,True,none,recoverability_scale_sensitivity,5
mpnet,2,R,outer_train_standardized,142,0.004274491306818229,57.688952401440986,120.32206207378817,0.605457772673835,0.004274491306818229,14477.398621688533,14539.547792331925,True,outer_training_source_scores_only,recoverability_scale_sensitivity,5
mpnet,2,R+D,raw,142,0.012835719257000888,0.37341696397194574,0.5847931684839854,0.4482586637216544,0.012835719257000888,0.341983049905539,0.34642972459269095,True,none,recoverability_scale_sensitivity,5
