representation,repeat,subset,scale,n_participants,r2,mae,rmse,spearman_rho,mse_improvement,target_mse,null_mse,source_score_scale_sensitive,standardization_scope,interpretation_scope,n_outer_folds
bge,2,P+R+D,outer_train_standardized,142,0.20845089337073197,1.1244506573092363,1.5081465286089866,0.5448866386834622,0.20845089337073197,2.2745059517553368,2.8734868534450007,True,outer_training_source_scores_only,recoverability_scale_sensitivity,5
bge,2,Q,raw,142,0.1116948422031735,0.36854380739188564,0.4895052911774604,0.5136370970952931,0.1116948422031735,0.23961543009073027,0.26974449938467565,True,none,recoverability_scale_sensitivity,5
bge,2,Q,outer_train_standardized,142,0.09616530698115722,1.1831362448865792,1.6115697651908039,0.43126337252798147,0.09616530698115722,2.5971571080771425,2.8734868534450007,True,outer_training_source_scores_only,recoverability_scale_sensitivity,5
bge,2,Q+D,raw,142,0.12237622361803013,0.3756503341167949,0.48655337447010166,0.5381471989203485,0.12237622361803013,0.236734186208243,0.26974449938467565,True,none,recoverability_scale_sensitivity,5
bge,2,Q+D,outer_train_standardized,142,0.08102814910617906,1.2084604261160183,1.6250087791237973,0.4191214838502822,0.08102814910617906,2.640653532229414,2.8734868534450007,True,outer_training_source_scores_only,recoverability_scale_sensitivity,5
bge,2,Q+R,raw,142,0.301782018435791,0.3370925288605618,0.4339820962878725,0.6375665090079236,0.301782018435791,0.18834045989841625,0.26974449938467565,True,none,recoverability_scale_sensitivity,5
bge,2,Q+R,outer_train_standardized,142,0.22890055353266336,1.1100561183389475,1.4885375783374126,0.5717396178888537,0.22890055353266336,2.215744122122609,2.8734868534450007,True,outer_training_source_scores_only,recoverability_scale_sensitivity,5
bge,2,Q+R+D,raw,142,0.29079276525539977,0.34011511411954054,0.43738398518484,0.6237649075527409,0.29079276525539977,0.19130475049617235,0.26974449938467565,True,none,recoverability_scale_sensitivity,5
bge,2,Q+R+D,outer_train_standardized,142,0.21193590070751545,1.1235699346202581,1.5048228563485238,0.5472378984515635,0.21193590070751545,2.26449182898893,2.8734868534450007,True,outer_training_source_scores_only,recoverability_scale_sensitivity,5
bge,2,R,raw,142,0.30571449304282705,0.33556156647288227,0.43275824256066847,0.6411625533591372,0.30571449304282705,0.18727969650419837,0.26974449938467565,True,none,recoverability_scale_sensitivity,5
bge,2,R,outer_train_standardized,142,0.23247204577414138,1.106260804303012,1.4850863564518868,0.5781563357230124,0.23247204577414138,2.205481486119541,2.8734868534450007,True,outer_training_source_scores_only,recoverability_scale_sensitivity,5
bge,2,R+D,raw,142,0.2918827673402713,0.33859204488086847,0.43704774159061893,0.6280399253129251,0.2918827673402713,0.1910107284294604,0.26974449938467565,True,none,recoverability_scale_sensitivity,5
bge,2,R+D,outer_train_standardized,142,0.21383613260886247,1.1199607341650752,1.5030074975201928,0.5502178373020448,0.21383613260886247,2.2590315376019126,2.8734868534450007,True,outer_training_source_scores_only,recoverability_scale_sensitivity,5
bge,2,null,raw,142,0.0,0.39344490743854177,0.5193693284982043,0.30552280327999154,0.0,0.26974449938467565,0.26974449938467565,False,none,recoverability_scale_sensitivity,5
bge,2,null,outer_train_standardized,142,0.0,1.2384655713683135,1.6951362344794003,,0.0,2.8734868534450007,2.8734868534450007,False,outer_training_source_scores_only,recoverability_scale_sensitivity,5
bge,3,D,raw,142,0.008995788195025667,0.3709930931988305,0.4916151003092627,0.13310826598608916,0.008995788195025667,0.24168540685208645,0.2438792933199452,True,none,recoverability_scale_sensitivity,5
