representation,repeat,subset,prediction_scope,r2,delta_mse,mae,rmse,spearman_rho,target_mse,null_mse,r2_defined,interpretation_scope,total_recoverability_r2,full_label_conditioned_r2,interpretation_flag,high_total_r2_threshold,near_zero_conditioned_r2_threshold
mpnet,3,P_within,outer_test,-0.00853095468203291,-0.0026902905392981458,0.3350715206940686,0.5639562200399447,0.07097577280376202,0.3180466181217425,0.31535632758244436,True,label_conditioned_recoverability,0.06788192496188783,0.020730547942517275,inconclusive_label_conditioned_recoverability,0.5,0.05
mpnet,3,P_within+Q+R+D,outer_test,0.020730547942517275,0.00653750946792403,0.397604783325635,0.5557146912890826,0.225153030966636,0.30881881811452033,0.31535632758244436,True,label_conditioned_recoverability,0.06788192496188783,0.020730547942517275,inconclusive_label_conditioned_recoverability,0.5,0.05
mpnet,3,Q,outer_test,0.022740208024807473,0.007171268491164118,0.3636198184985968,0.555144178652069,0.20140572642820173,0.30818505909128024,0.31535632758244436,True,label_conditioned_recoverability,0.06788192496188783,0.020730547942517275,inconclusive_label_conditioned_recoverability,0.5,0.05
mpnet,3,R,outer_test,0.034608702099392374,0.010914073196459206,0.39379999907792995,0.5517628606439411,0.25014092889430023,0.30444225438598516,0.31535632758244436,True,label_conditioned_recoverability,0.06788192496188783,0.020730547942517275,inconclusive_label_conditioned_recoverability,0.5,0.05
mpnet,4,D,outer_test,-0.04981955408871963,-0.008106841913606028,0.27776225353800915,0.4133169947417505,-0.040007041205722654,0.1708309381423522,0.16272409622874617,True,label_conditioned_recoverability,-0.3791341310233316,-0.3944002558488071,inconclusive_label_conditioned_recoverability,0.5,0.05
mpnet,4,P_within,outer_test,-0.022726113059492015,-0.003698086208398149,0.2681075566049994,0.40794874976784073,0.35949755967736197,0.16642218243714432,0.16272409622874617,True,label_conditioned_recoverability,-0.3791341310233316,-0.3944002558488071,inconclusive_label_conditioned_recoverability,0.5,0.05
mpnet,4,P_within+Q+R+D,outer_test,-0.3944002558488071,-0.06417842518538339,0.3535811295899329,0.47634286119782415,0.1847918338778393,0.22690252141412956,0.16272409622874617,True,label_conditioned_recoverability,-0.3791341310233316,-0.3944002558488071,inconclusive_label_conditioned_recoverability,0.5,0.05
mpnet,4,Q,outer_test,-0.12291877219174574,-0.020001846114448968,0.30150686136322036,0.4274645509784351,0.16806058789876593,0.18272594234319514,0.16272409622874617,True,label_conditioned_recoverability,-0.3791341310233316,-0.3944002558488071,inconclusive_label_conditioned_recoverability,0.5,0.05
mpnet,4,R,outer_test,-0.39713855531219866,-0.06462401249076746,0.36150144569939613,0.47681034879657724,0.1459813785255799,0.22734810871951364,0.16272409622874617,True,label_conditioned_recoverability,-0.3791341310233316,-0.3944002558488071,inconclusive_label_conditioned_recoverability,0.5,0.05
mpnet,5,D,outer_test,0.02733916467627817,0.01326398861499778,0.5137900789191399,0.6869500576432731,0.21232842264134302,0.4719003816960962,0.485164370311094,True,label_conditioned_recoverability,0.15783607599488736,0.08438357955234399,observable_blocks_reconstructed_interviewer_score_variation_beyond_binary_label_alignment,0.5,0.05
mpnet,5,P_within,outer_test,0.015142134699815957,0.007346424246801986,0.5259232656256972,0.6912437674686782,0.17347980158888163,0.477817946064292,0.485164370311094,True,label_conditioned_recoverability,0.15783607599488736,0.08438357955234399,observable_blocks_reconstructed_interviewer_score_variation_beyond_binary_label_alignment,0.5,0.05
mpnet,5,P_within+Q+R+D,outer_test,0.08438357955234399,0.04093990623810906,0.5028959562708397,0.6665016609679115,0.3899172448767894,0.44422446407298494,0.485164370311094,True,label_conditioned_recoverability,0.15783607599488736,0.08438357955234399,observable_blocks_reconstructed_interviewer_score_variation_beyond_binary_label_alignment,0.5,0.05
mpnet,5,Q,outer_test,0.02717277864386891,0.013183264040355414,0.5142750847078288,0.6870088109120134,0.3262152890561641,0.4719811062707386,0.485164370311094,True,label_conditioned_recoverability,0.15783607599488736,0.08438357955234399,observable_blocks_reconstructed_interviewer_score_variation_beyond_binary_label_alignment,0.5,0.05
mpnet,5,R,outer_test,0.07320457438108219,0.03551625123348939,0.501521588747612,0.6705580654034403,0.37334945545913484,0.4496481190776046,0.485164370311094,True,label_conditioned_recoverability,0.15783607599488736,0.08438357955234399,observable_blocks_reconstructed_interviewer_score_variation_beyond_binary_label_alignment,0.5,0.05
mpnet,6,D,outer_test,-0.0022098607345992782,-3.392340189754643e-05,0.06178760111518026,0.12403566570019889,0.0739536935459096,0.015384846365691493,0.015350922963793947,True,label_conditioned_recoverability,-0.027806733854532917,-0.025605506301454195,inconclusive_label_conditioned_recoverability,0.5,0.05
mpnet,6,P_within,outer_test,-0.001169750433011929,-1.7956748784030835e-05,0.06125085855111841,0.12397128583901185,-0.2571527962597786,0.015368879712577978,0.015350922963793947,True,label_conditioned_recoverability,-0.027806733854532917,-0.025605506301454195,inconclusive_label_conditioned_recoverability,0.5,0.05
mpnet,6,P_within+Q+R+D,outer_test,-0.025605506301454195,-0.00039306815468256526,0.06490489989585328,0.12547506173928152,0.32598896458650733,0.015743991118476512,0.015350922963793947,True,label_conditioned_recoverability,-0.027806733854532917,-0.025605506301454195,inconclusive_label_conditioned_recoverability,0.5,0.05
mpnet,6,Q,outer_test,-0.0020643670548332604,-3.1689939627739874e-05,0.06195890618618454,0.1240266620667576,0.2225796379227605,0.015382612903421687,0.015350922963793947,True,label_conditioned_recoverability,-0.027806733854532917,-0.025605506301454195,inconclusive_label_conditioned_recoverability,0.5,0.05
mpnet,6,R,outer_test,-0.024396690774599383,-0.00037451172065237903,0.0646537497633137,0.1254010952282568,0.3157666427070083,0.015725434684446326,0.015350922963793947,True,label_conditioned_recoverability,-0.027806733854532917,-0.025605506301454195,inconclusive_label_conditioned_recoverability,0.5,0.05
