representation,repeat,draw,domain_type,base_roc_auc,enhanced_roc_auc,base_pr_auc,enhanced_pr_auc,base_brier,enhanced_brier,base_log_loss,enhanced_log_loss,delta_auc,delta_pr_auc,delta_brier,delta_log_loss,interpretation_scope
tfidf,1,81,fake,0.8738548273431994,0.8710359408033825,0.712580489339439,0.7085824758754763,0.16065197623884256,0.1607311315158401,0.4902557032566558,0.49099161553424925,-0.0028188865398168783,-0.0039980134639626685,-7.915527699753344e-05,-0.0007359122775934535,real_D_vs_fake_D_negative_control
tfidf,1,82,fake,0.8597603946441156,0.8618745595489781,0.715638364428797,0.6635451499610818,0.1697621471220873,0.15861553598766448,0.5098247466070231,0.49599718886226424,0.002114164904862492,-0.0520932144677152,0.011146611134422807,0.013827557744758912,real_D_vs_fake_D_negative_control
tfidf,1,83,fake,0.8569415081042988,0.8592905802208128,0.6835420087822065,0.6795129011429517,0.15892082183772696,0.16940956375325014,0.48304601137514575,0.5172413569893182,0.0023490721165140283,-0.004029107639254792,-0.010488741915523181,-0.03419534561417242,real_D_vs_fake_D_negative_control
tfidf,1,84,fake,0.8256988489546628,0.8510688278130139,0.6216196086196408,0.7057621696332199,0.17888158307578614,0.16864504028768162,0.537130267907127,0.5024384883262629,0.025369978858351017,0.08414256101357909,0.010236542788104513,0.03469177958086411,real_D_vs_fake_D_negative_control
tfidf,1,85,fake,0.8461357763683345,0.8456659619450317,0.6683336799220599,0.6439887367656727,0.16705304133039103,0.18040181290946367,0.5046441384419327,0.5473639524913219,-0.00046981442330273904,-0.024344943156387244,-0.013348771579072632,-0.04271981404938918,real_D_vs_fake_D_negative_control
tfidf,1,86,fake,0.8123091378905332,0.8320413436692506,0.610446249188022,0.6443107313316896,0.18009195597060967,0.17366225507165653,0.5564673480910953,0.5179129342686887,0.019732205778717482,0.03386448214366755,0.0064297008989531446,0.03855441382240665,real_D_vs_fake_D_negative_control
tfidf,1,87,fake,0.802677942212826,0.8461357763683345,0.5772910076373499,0.6798153700040331,0.18861157311103627,0.17451310821408214,0.6824533706822976,0.520612789845742,0.04345783415550852,0.10252436236668327,0.014098464896954127,0.16184058083655561,real_D_vs_fake_D_negative_control
tfidf,1,88,fake,0.8672774254169602,0.8710359408033826,0.7101764204978865,0.7244218732456245,0.1584292724431252,0.15607616491943282,0.48164826038229147,0.47556753279834324,0.0037585153864224674,0.014245452747737919,0.002353107523692388,0.006080727583948231,real_D_vs_fake_D_negative_control
tfidf,1,89,fake,0.8548273431994362,0.8498942917547568,0.6982007662423956,0.715413564742255,0.16670717274466493,0.17388353521719566,0.5018867828569252,0.5177136760397612,-0.0049330514446793705,0.01721279849985946,-0.0071763624725307285,-0.01582689318283592,real_D_vs_fake_D_negative_control
tfidf,1,90,fake,0.8353300446323702,0.8513037350246653,0.6304369808844349,0.6483838138577025,0.18045429961593043,0.17336979214513773,0.5388716237277166,0.5342733747794775,0.015973690392295126,0.0179468329732676,0.0070845074707927,0.004598248948239125,real_D_vs_fake_D_negative_control
tfidf,1,91,fake,0.8045571999060371,0.7822410147991543,0.589494853976877,0.5789757412190274,0.18844980562961933,0.2012036870731972,0.5513998214327878,0.6146946259281797,-0.022316185106882824,-0.010519112757849558,-0.012753881443577864,-0.06329480449539193,real_D_vs_fake_D_negative_control
tfidf,1,92,fake,0.8637538172421894,0.8454310547333803,0.7036784879189761,0.6801920846522022,0.1543190562908855,0.18041646674013662,0.46930549756957085,0.5389273132482175,-0.018322762508809043,-0.02348640326677398,-0.026097410449251124,-0.06962181567864667,real_D_vs_fake_D_negative_control
tfidf,1,93,fake,0.8303969931876909,0.8477801268498942,0.6040020688049934,0.6271227945330689,0.17876768405443874,0.17588827922171335,0.5458414074691654,0.5410159374363435,0.017383133662203343,0.023120725728075442,0.0028794048327253907,0.004825470032821966,real_D_vs_fake_D_negative_control
tfidf,1,94,fake,0.8264035705896171,0.8348602302090675,0.5777381082030321,0.6338545855219959,0.17723245493419593,0.17333296501965298,0.5739395914796547,0.5210360316581006,0.008456659619450413,0.05611647731896385,0.0038994899145429474,0.052903559821554036,real_D_vs_fake_D_negative_control
tfidf,1,95,fake,0.8308668076109936,0.8247592201080574,0.6212051897055818,0.6486524119752874,0.1766425956063436,0.18262804847378655,0.5375900422174174,0.5406948865498946,-0.006107587502936274,0.02744722226970564,-0.005985452867442953,-0.0031048443324772634,real_D_vs_fake_D_negative_control
