record_type,representation,repeat,outer_fold,draw,partition,feature,assignment_type,mean_signed_standardized_paired_difference,mean_abs_standardized_paired_difference,median_abs_standardized_paired_difference,q95_abs_standardized_paired_difference,before_standardized_mean_difference,after_standardized_mean_difference,max_abs_smd,mean_distance,median_distance,q95_distance,max_distance,total_cost,random_distance_q05,optimal_distance_random_percentile,n_features_mean_abs_paired_diff_lt_0_50,matching_adequate,self_match_count,max_donor_reuse_count,one_to_one
quality,tfidf,1,1,1,outer_test,clinical_prompt_coverage_count,random_mismatch,-3.062684205862501e-17,1.167805578914381,0.546231641750275,3.8236214922519194,0.0,-3.062684205862501e-17,5.3596973602593766e-17,3.6928021265022055,2.6054420542122365,9.74881273191902,10.571149194436725,595.0575245610979,3.6499774570054866,0.09900990099009901,0,False,0,1,True
quality,tfidf,1,1,1,outer_test,non_explicit_interviewer_turn_count,random_mismatch,1.5313421029312504e-17,1.2490089085038385,0.9023089267839116,3.8928185126963015,0.0,1.5313421029312504e-17,5.3596973602593766e-17,3.6928021265022055,2.6054420542122365,9.74881273191902,10.571149194436725,595.0575245610979,3.6499774570054866,0.09900990099009901,0,False,0,1,True
quality,tfidf,1,1,1,outer_test,d_p_domain_breadth,random_mismatch,-2.2970131543968756e-17,0.891606360570008,0.5876496467393235,2.1155387282615634,0.0,-2.2970131543968756e-17,5.3596973602593766e-17,3.6928021265022055,2.6054420542122365,9.74881273191902,10.571149194436725,595.0575245610979,3.6499774570054866,0.09900990099009901,0,False,0,1,True
quality,tfidf,1,1,1,outer_test,d_p_total_evidence_count,random_mismatch,0.0,1.4332636616399268,0.7793371160167102,5.351448196648073,0.0,0.0,5.3596973602593766e-17,3.6928021265022055,2.6054420542122365,9.74881273191902,10.571149194436725,595.0575245610979,3.6499774570054866,0.09900990099009901,0,False,0,1,True
quality,tfidf,1,1,2,outer_test,interviewer_word_count,random_mismatch,-2.2970131543968756e-17,1.6094010807718242,0.94660546061622,4.709113059865527,0.0,-2.2970131543968756e-17,7.656710514656253e-17,4.145597643115452,3.306097207105933,8.927872904696885,11.260315609812888,669.5201290671885,3.6499774570054866,0.9108910891089109,0,False,0,1,True
quality,tfidf,1,1,2,outer_test,interviewer_turn_count,random_mismatch,-7.656710514656252e-18,1.1222705834734958,0.7835111295731628,3.73674538719508,0.0,-7.656710514656252e-18,7.656710514656253e-17,4.145597643115452,3.306097207105933,8.927872904696885,11.260315609812888,669.5201290671885,3.6499774570054866,0.9108910891089109,0,False,0,1,True
quality,tfidf,1,1,2,outer_test,clinical_question_count,random_mismatch,0.0,1.2115069442333897,1.0038200395076657,2.3087860908676303,0.0,0.0,7.656710514656253e-17,4.145597643115452,3.306097207105933,8.927872904696885,11.260315609812888,669.5201290671885,3.6499774570054866,0.9108910891089109,0,False,0,1,True
quality,tfidf,1,1,2,outer_test,clinical_prompt_coverage_count,random_mismatch,2.2970131543968756e-17,1.3184901697420432,1.09246328350055,2.512665552051264,0.0,2.2970131543968756e-17,7.656710514656253e-17,4.145597643115452,3.306097207105933,8.927872904696885,11.260315609812888,669.5201290671885,3.6499774570054866,0.9108910891089109,0,False,0,1,True
quality,tfidf,1,1,2,outer_test,non_explicit_interviewer_turn_count,random_mismatch,-3.4455197315953135e-17,1.222339679140767,0.8378582891564894,3.8928185126963015,0.0,-3.4455197315953135e-17,7.656710514656253e-17,4.145597643115452,3.306097207105933,8.927872904696885,11.260315609812888,669.5201290671885,3.6499774570054866,0.9108910891089109,0,False,0,1,True
quality,tfidf,1,1,2,outer_test,d_p_domain_breadth,random_mismatch,0.0,1.0942441697904646,1.175299293478647,2.468128516305156,0.0,0.0,7.656710514656253e-17,4.145597643115452,3.306097207105933,8.927872904696885,11.260315609812888,669.5201290671885,3.6499774570054866,0.9108910891089109,0,False,0,1,True
quality,tfidf,1,1,2,outer_test,d_p_total_evidence_count,random_mismatch,7.656710514656253e-17,1.576590027803919,1.039116154688947,5.61122723532031,0.0,7.656710514656253e-17,7.656710514656253e-17,4.145597643115452,3.306097207105933,8.927872904696885,11.260315609812888,669.5201290671885,3.6499774570054866,0.9108910891089109,0,False,0,1,True
quality,tfidf,1,1,3,outer_test,interviewer_word_count,random_mismatch,3.828355257328126e-18,1.436228974728058,0.8967841205837873,5.055869586491258,0.0,3.828355257328126e-18,9.188052617587502e-17,3.9253246860716695,3.2461292577144256,9.191218368251581,10.910766971036896,618.5524107146,3.6499774570054866,0.6237623762376238,0,False,0,1,True
quality,tfidf,1,1,3,outer_test,interviewer_turn_count,random_mismatch,-6.891039463190627e-17,1.2802197767030987,1.024591477134136,3.7849614567072747,0.0,-6.891039463190627e-17,9.188052617587502e-17,3.9253246860716695,3.2461292577144256,9.191218368251581,10.910766971036896,618.5524107146,3.6499774570054866,0.6237623762376238,0,False,0,1,True
quality,tfidf,1,1,3,outer_test,clinical_question_count,random_mismatch,0.0,1.1076634918705277,1.0038200395076657,2.3087860908676303,0.0,0.0,9.188052617587502e-17,3.9253246860716695,3.2461292577144256,9.191218368251581,10.910766971036896,618.5524107146,3.6499774570054866,0.6237623762376238,0,False,0,1,True
quality,tfidf,1,1,3,outer_test,clinical_prompt_coverage_count,random_mismatch,3.062684205862501e-17,1.2054767266212967,1.09246328350055,2.512665552051264,0.0,3.062684205862501e-17,9.188052617587502e-17,3.9253246860716695,3.2461292577144256,9.191218368251581,10.910766971036896,618.5524107146,3.6499774570054866,0.6237623762376238,0,False,0,1,True
quality,tfidf,1,1,3,outer_test,non_explicit_interviewer_turn_count,random_mismatch,-9.188052617587502e-17,1.373465312198171,0.9667595644113339,3.9185987677472696,0.0,-9.188052617587502e-17,9.188052617587502e-17,3.9253246860716695,3.2461292577144256,9.191218368251581,10.910766971036896,618.5524107146,3.6499774570054866,0.6237623762376238,0,False,0,1,True
quality,tfidf,1,1,3,outer_test,d_p_domain_breadth,random_mismatch,3.062684205862501e-17,0.851078798725917,0.5876496467393235,2.1155387282615634,0.0,3.062684205862501e-17,9.188052617587502e-17,3.9253246860716695,3.2461292577144256,9.191218368251581,10.910766971036896,618.5524107146,3.6499774570054866,0.6237623762376238,0,False,0,1,True
quality,tfidf,1,1,3,outer_test,d_p_total_evidence_count,random_mismatch,3.062684205862501e-17,1.4870110489514239,1.039116154688947,5.351448196648076,0.0,3.062684205862501e-17,9.188052617587502e-17,3.9253246860716695,3.2461292577144256,9.191218368251581,10.910766971036896,618.5524107146,3.6499774570054866,0.6237623762376238,0,False,0,1,True
quality,tfidf,1,1,4,outer_test,interviewer_word_count,random_mismatch,-1.5313421029312504e-17,1.1606654250314306,0.7672486364994625,4.356377972435902,0.0,-1.5313421029312504e-17,4.976861834526564e-17,3.722614030705709,3.0738457338009044,9.116319015842686,10.402697463713086,562.3982578394957,3.6499774570054866,0.12871287128712872,0,False,0,1,True
quality,tfidf,1,1,4,outer_test,interviewer_turn_count,random_mismatch,-1.914177628664063e-17,1.118114025756927,0.6629709557926762,3.748799404573128,0.0,-1.914177628664063e-17,4.976861834526564e-17,3.722614030705709,3.0738457338009044,9.116319015842686,10.402697463713086,562.3982578394957,3.6499774570054866,0.12871287128712872,0,False,0,1,True
